date,Snow,Reservoirs,ANT,BLB,BRD,BUC,BUL,CAS,CCH,CHV,CLE,CMN,COY,DAV,DNN,DNP,DON,ENG,EXC,FOL,FRD,HID,HTH,ICH,INP,INV,ISB,KES,LEW,LON,MIL,NAT,NHG,NML,ORO,PAR,PNF,PRR,PYM,SCC,SHA,SNL,STP,TRM,TUL,UNV,WHI,WRS
7/3/13,5736.734902,"16,408,769",21629,46997,63433,35601,729862,258710,115555,261955,1792535,290820,56570,64892,9107,1374504,60519,66250,516395,649283,33112,21356,359178,39065,16628,52020,82336,22802,13683,64347,402982,8381,135187,1242784,2514268,195540,340688,,165498,27790,2889645,417686,136300,53332,65920,242148,236497,214979
7/4/13,5041.994397,"16,342,344",21593,46997,63579,34816,727186,260128,115384,261955,1785134,290130,56383,64822,9098,1369704,60320,66720,513869,645064,33009,21019,358784,38880,16628,51572,81207,21158,13956,64131,402304,8486,134686,1239233,2501866,195710,335608,,165638,27710,2870929,419663,136200,51559,66132,241493,237164,214737
7/5/13,4583.163267,"16,265,609",21548,46974,63536,34011,724873,261154,115193,262131,1777740,290320,56195,64614,9072,1365873,60188,66070,510639,639844,32872,20692,358390,38663,16614,51124,80269,22137,14158,64144,401712,8466,134238,1236096,2487904,194830,330206,,164776,27641,2853183,413450,136100,49785,65745,241193,236846,214400
7/6/13,4227.827759,"16,192,945",21494,46879,63481,33225,721767,262817,115023,261779,1770378,289500,55992,64578,9064,1362051,60044,66681,507884,634655,32759,20368,357799,38447,16586,50662,79589,22118,14315,64144,401291,8501,133870,1232231,2476700,195120,324232,,162986,27561,2836825,407706,135900,48304,66369,240568,236592,214110
7/7/13,3804.230217,"16,130,101",21448,46714,63427,32518,721329,262678,114853,261603,1763422,288680,55774,64439,9047,1358237,59871,65844,504350,629302,32645,20040,357208,38231,16600,50187,78876,22365,14008,63900,400449,8506,133450,1229435,2465287,195360,317930,,164776,27501,2820728,409230,135900,46981,65882,239970,237323,213797
7/8/13,3413.871907,"16,054,448",21395,46596,63390,31774,717419,262420,114704,261252,1755961,287930,55571,64299,9030,1353481,59682,65782,502364,624333,32520,19716,356224,37997,16565,49784,78063,22614,13993,63658,399649,7932,133057,1225580,2452323,195140,311852,,164738,27452,2805104,405460,135700,45636,66494,239102,237228,213484
7/9/13,3116.721271,"15,976,059",21350,46478,63335,31029,714542,264724,114534,260548,1748378,287240,55400,64230,9013,1347790,59426,65487,499435,619209,32385,19388,355244,37739,16565,49368,77361,23262,14091,63174,399438,8115,132639,1222633,2440137,194790,305426,,164422,27402,2787828,398247,135600,44250,66369,237940,236878,213220
7/10/13,2886.057209,"15,897,499",21305,46408,63268,30319,712535,266798,114342,260197,1741082,287430,55213,64091,8996,1343062,59254,65016,496068,614995,32260,19057,354264,37506,16551,48926,76698,22984,14038,62826,398554,8200,132195,1219767,2427630,193400,298759,,164245,27353,2761194,399614,135500,42815,66082,237051,236719,212932
7/11/13,2687.83788,"15,822,202",21251,46314,63298,29591,709784,267198,114151,259845,1734993,286610,55027,64021,8970,1339288,58993,64785,493127,610181,32215,18729,353480,37281,16537,48497,76246,22909,13859,62772,396583,8586,131752,1216912,2414247,192940,292015,,162910,27303,2744745,396523,135400,41532,65708,235922,236528,212644
7/12/13,2553.348701,"15,745,298",21197,46244,63244,28905,707625,269625,114023,259669,1727202,285860,54810,63882,8953,1335523,58797,64021,490321,605110,32137,18398,352500,37050,16516,48068,75728,21587,14128,62745,395955,8214,131284,1213895,2398473,192970,285019,,163275,27244,2729646,390295,135300,40332,65609,235145,236370,212404
7/13/13,2427.809793,"15,671,544",21144,46197,63208,28251,705156,271152,113874,259318,1719829,285110,54624,63745,8936,1330827,58564,63838,486597,600518,32070,18064,351525,36757,16509,47639,75418,22057,14135,62372,395495,8316,130791,1211124,2383368,193510,277992,,165904,27204,2714172,384388,135200,39144,65154,233996,236211,212141
7/14/13,2356.150871,"15,601,590",21099,46150,63196,27646,705156,269444,113725,258966,1712731,284240,54407,63710,8919,1326144,58324,63323,483415,596724,32025,17727,350745,36627,16502,47216,74973,22921,13971,62318,393238,8411,130299,1208364,2368211,193860,270791,,165599,27165,2698542,385879,135000,37967,64661,232957,236401,211901
7/15/13,2284.483841,"15,529,900",21054,46103,63153,26966,700274,269927,113534,258439,1705267,284050,54175,63607,8902,1322407,58088,62736,480368,591555,31980,17382,349965,36398,16474,46640,74494,22909,13609,62278,390902,8481,129859,1203980,2358578,193490,264390,,166044,27086,2683408,382827,135000,37138,65548,232213,236560,211662
7/16/13,2201.839758,"15,457,554",21001,45916,63171,26238,697870,271616,113091,257911,1697293,284360,53959,63502,8885,1318678,57799,62348,477417,585877,31879,16989,348600,36163,16454,46016,73985,22589,13675,62225,388530,8661,129473,1200419,2349092,192880,258416,,168023,26998,2668123,374708,134900,36225,65708,231709,236783,211399
7/17/13,2055.36824,"15,387,804",20957,45567,63117,25465,695431,272746,112650,257736,1689483,283680,53712,63399,8868,1314956,57577,62079,473886,580409,31846,16621,347625,35929,16454,45404,73343,22402,13771,62198,386252,8541,129112,1196862,2339278,193470,252571,,167677,26910,2651020,373865,134700,35169,66132,230863,236910,211161
7/18/13,1917.271388,"15,320,240",20912,45381,63196,24718,691982,274284,112166,257560,1682081,282990,53481,63295,8859,1310316,57261,63165,470647,575488,31779,16271,346456,35714,16440,44821,72839,22458,14098,61879,383693,8496,128675,1194521,2332082,194040,246881,,167370,26831,2636058,369168,134600,34124,65770,230071,236401,210922
7/19/13,1790.15159,"15,242,260",20868,45173,63135,24020,687593,275746,111704,257208,1675089,282310,53296,63124,8842,1304764,57035,64586,467633,571000,31757,15919,345292,35482,16433,44223,72404,23060,14330,61561,381512,8461,128213,1191784,2317035,194570,241454,,167639,26763,2618896,363031,134400,33072,65982,229070,236084,210707
7/20/13,1686.583004,"15,169,071",20824,44989,63378,23401,684591,276479,111243,256681,1668505,281690,53066,63157,8834,1300151,56776,65124,464496,566309,31668,15561,344322,35262,16419,43659,71904,22865,14435,61257,379505,8646,127726,1188966,2301938,194900,236613,,169321,26695,2603667,356863,134300,32111,65982,228073,236274,210445
7/21/13,1622.771784,"15,092,409",20770,44828,63701,22813,681598,277703,110786,256505,1665414,280940,52805,63088,8825,1295550,56450,64970,461734,562213,31635,15213,343546,35201,16405,43130,71507,22229,13661,61217,376970,8191,127291,1186393,2286678,195360,231389,,168562,26636,2585015,350870,134200,31220,65548,226373,237069,210207
7/22/13,1570.464581,"15,021,400",20722,44713,63622,22195,678019,278930,110372,255978,1657950,280070,52575,62917,8808,1290962,56241,65681,458558,558569,31579,14865,342576,34874,16398,42613,71276,22607,13484,60874,376360,8466,126883,1183187,2276931,195850,226092,,166732,26588,2569535,344918,134000,30261,65770,224761,237069,209969
7/23/13,1552.166788,"14,950,424",20677,44690,63475,21659,678019,279749,109916,255450,1650261,279450,52346,62883,8791,1285473,55956,66305,455169,555500,31502,14522,341606,34541,16391,42049,71375,22482,13462,59943,376320,8371,126501,1180300,2262709,196240,221153,,166655,26549,2552116,340467,133900,29305,66032,223363,237069,209732
7/24/13,1482.072542,"14,878,592",20642,44667,63335,21079,671489,281805,109501,255099,1642721,279330,52101,62711,8774,1280912,55671,66893,453252,551394,31424,14166,340058,34210,16377,41118,71144,22815,14023,59084,374532,8546,126094,1177741,2247058,196180,217111,,166770,26491,2537074,338048,133800,28741,66057,222460,236624,209470
7/25/13,1408.321981,"14,810,993",20642,44667,63141,20407,668535,282733,109068,254747,1635709,279150,51857,62815,8765,1277273,55439,67027,450197,547120,31391,13823,338900,33989,16370,40420,70947,23110,14076,58825,373842,8471,125663,1175586,2231596,195930,213108,,166630,26442,2520761,337243,133600,28394,65425,221405,236592,209162
7/26/13,1335.617239,"14,742,858",20597,44690,63020,19650,666191,283125,108638,254395,1628597,278960,51629,62711,8748,1273641,55172,66696,447119,543525,31336,13479,337742,33767,16356,39770,70782,23180,14195,58540,373761,8661,125182,1172633,2215868,195650,208991,,166898,26105,2505526,334631,133500,28145,65609,220073,236497,208877
7/27/13,1252.973156,"14,670,165",20553,44644,62898,18860,663813,285777,108229,254044,1620736,278160,51370,62642,8731,1269112,54869,66587,444206,540536,31270,13141,336970,33535,16336,39160,70618,23339,14173,58205,372020,8626,124701,1169686,2198296,195930,204890,,165828,25514,2488956,331293,133400,27993,65745,219715,236465,208593
7/28/13,1161.954407,"14,602,058",20500,44553,62699,18093,662049,288276,107820,253516,1613165,277420,51097,62437,8714,1266400,54619,65271,441457,536383,31203,12803,336010,33452,16322,38530,70585,22702,14300,58077,369316,8636,124247,1168335,2183858,196110,201110,,166095,24764,2474635,327900,133200,27842,64247,218568,236433,208309
7/29/13,1078.256397,"14,531,114",20447,44415,62499,17337,659732,290116,107432,253165,1605485,277170,50870,62403,8689,1261873,54385,64824,438609,532184,31115,12466,335050,33221,16315,37880,70684,22878,14420,57897,367068,8696,123744,1165314,2168368,196690,197518,,165599,23811,2460987,322471,133000,27660,64465,217957,236179,208026
7/30/13,1003.978872,"14,460,471",20395,44301,62252,16604,656820,291291,107085,252637,1598206,276990,50612,62266,8672,1257375,54179,65186,435661,527824,31027,12125,333898,32990,16287,37268,70651,23167,13852,57563,363429,8788,123342,1162219,2156077,195290,193192,,165333,22854,2446595,319769,132800,27525,65018,217095,236242,207719
7/31/13,935.4493022,"14,394,063",20342,44164,62023,15826,653914,292048,106762,252286,1590328,276680,50356,62163,8646,1252889,53966,65278,432839,524726,30973,11784,332746,32755,16273,36735,70552,22545,13948,57244,359654,8621,122966,1159291,2143724,194960,189211,,164839,21922,2433819,318979,132600,27376,65572,216108,236147,207483
8/1/13,859.0720305,"14,331,442",20289,44005,61728,14972,651570,292237,106419,252110,1581971,276500,50145,62028,8621,1248415,53753,64425,430178,521546,30885,11445,331594,32514,16246,36308,70290,22564,13941,57052,354999,8571,122566,1156838,2130646,194610,186969,,166400,20981,2420322,321284,132300,27243,65363,214949,236497,207153
8/2/13,816.1690985,"14,267,941",20246,43824,61529,14149,648673,292301,106116,251583,1574519,276370,49904,61960,8604,1243952,53350,64509,427198,518057,30842,11094,330255,32274,16225,35881,70095,22859,13918,56683,351270,8591,122116,1154625,2117516,194150,184935,,164890,20099,2407836,323462,132200,27102,64981,213919,236433,206846
8/3/13,773.2710308,"14,209,387",20202,43711,61277,13802,645188,292322,105813,251231,1567210,276060,49709,61824,8587,1239501,52993,64985,424524,515229,30798,10759,328918,32041,16211,35500,69932,22633,13911,56366,347945,8571,121642,1151867,2108061,193820,183104,,165828,19272,2396536,321416,132000,26938,64920,213193,236497,206540
8/4/13,724.6144687,"14,152,380",20149,43665,60959,13785,648673,290557,105510,250888,1559918,275390,49514,61756,8570,1235948,52660,64295,421718,512240,30732,10417,327772,31948,16197,35090,69672,22229,13896,56214,344213,8411,121219,1149425,2098310,193890,181092,,166515,18474,2383750,318256,131800,26768,64551,211795,237291,206258
8/5/13,701.5942731,"14,083,916",20097,43643,60678,13779,640042,288881,105248,250545,1552535,274650,49304,61653,8545,1232403,52335,64601,418997,508794,30656,10096,326626,31739,16183,34640,69316,22808,14330,55810,340314,8461,120822,1146200,2084994,193650,179044,,165460,17691,2377163,314323,131600,26606,64969,210925,236783,205977
8/6/13,675.4358074,"14,018,126",20045,43530,60343,13756,637148,289781,104947,249859,1545776,274040,49094,61517,8528,1227099,52049,64885,416361,505512,30613,9772,325290,31491,16169,34180,68896,21671,14091,55420,335983,8381,120426,1143297,2071413,193210,177292,,165232,16914,2364642,313342,131400,26437,65092,210057,237450,205695
8/7/13,670.7288077,"13,960,519",20001,43395,60074,13744,634039,292132,104648,249516,1539048,273370,48915,61416,8511,1223572,51706,65093,413916,503037,30526,9434,324340,31272,16142,33670,68479,22790,13889,55019,331724,8486,120030,1140315,2056710,192790,175784,,164144,16125,2352154,317074,131200,26162,65154,208649,236910,205414
8/8/13,637.7676493,"13,901,816",19958,43237,59711,13733,632140,293818,104369,249172,1531356,272700,48721,61348,8485,1219174,51465,64188,411339,500342,30494,9134,323010,31054,16135,33120,68126,22959,13786,54408,328513,8386,119635,1137656,2044334,192420,174681,,163539,15353,2341620,316812,131000,25866,64871,207542,236973,205133
8/9/13,603.7598604,"13,850,435",19914,43147,59384,13721,629733,292743,104069,248829,1526244,271960,48558,61280,8468,1214788,51174,63815,408489,499549,30450,8873,322060,30859,16114,32548,67839,23122,13823,54010,326331,8471,119216,1135391,2032119,192880,173418,,165308,14579,2329414,318519,130800,25572,64883,206146,236973,204852
8/10/13,560.8593605,"13,806,613",19871,43080,58903,13710,628020,291144,103810,248315,1526244,271210,48364,61213,8443,1211287,51034,63142,405935,495822,30396,8581,320924,30659,16100,32044,67553,22614,13956,53626,323565,8721,118773,1132031,2022939,193270,172486,,167051,13819,2318943,321218,130600,25274,65585,205048,236719,204571
8/11/13,526.8523823,"13,759,457",19829,43035,58318,13693,625191,289635,103570,247800,1526244,270740,48171,61077,8426,1207793,50995,63452,403816,492602,30342,8284,319601,30619,16086,31665,67299,22808,13978,53441,320589,8451,118356,1130008,2011135,193780,171254,,166515,13129,2307582,324586,130300,24985,65326,204100,236560,204291
8/12/13,490.2292333,"13,690,157",19786,42968,57805,13681,622955,287962,103351,247457,1503974,270080,47979,61010,8417,1203436,50891,62886,401389,488753,30223,7993,318278,30426,16066,31275,67046,22365,14008,53059,317850,8471,117964,1127286,1998956,194190,169866,,167140,12409,2294928,330960,130200,24684,65683,203203,236814,204034
8/13/13,450.9907241,"13,642,019",19744,42856,57294,13676,619571,288443,103131,246599,1498433,269470,47801,60875,8392,1199091,50775,63353,399637,485401,30094,7694,317144,30233,16059,30904,66795,21902,13617,52495,313948,8611,117573,1125886,1986832,194680,168484,,167153,11654,2281936,341208,130000,24393,64674,202430,237323,203755
8/14/13,401.2883422,"13,592,037",19701,42722,56984,13659,616193,290032,102914,246599,1493636,268800,47594,60807,8375,1194757,50627,63998,397472,482444,29987,7374,316010,29990,16045,30386,66637,21623,13793,52104,311669,8281,117182,1123245,1973818,195140,167084,,167485,10899,2267707,347031,129800,24097,65055,201610,237196,203475
8/15/13,386.6387583,"13,539,477",19658,42678,56330,13653,613396,291291,102717,246428,1487884,268130,47373,60672,8358,1190434,50469,64532,395281,478416,29880,7073,314694,29754,16024,29853,66449,22001,14315,51533,310535,8541,116792,1121773,1960969,195540,165919,,166159,10132,2255210,350183,129500,23796,64356,200745,236878,203173
8/16/13,374.6061559,"13,489,062",19616,42656,55812,13636,610603,291648,102500,246085,1482985,268010,47181,60538,8341,1186123,50357,64985,393202,475950,29805,6784,313754,29501,16011,29282,66260,22149,14203,51146,310353,8209,116403,1119140,1948700,195360,164804,,165105,9359,2243305,352726,129300,23505,64612,199524,236687,202847
8/17/13,362.5727429,"13,436,564",19573,42633,55233,13630,607536,289970,102264,245741,1478097,267650,46946,60438,8324,1182683,50295,65078,391132,472560,29731,6541,312626,29456,15990,28741,65979,23060,13963,50748,308564,8336,116015,1116740,1935660,195360,163489,,165752,8593,2231645,355551,129100,23210,64850,197952,236560,202569
8/18/13,363.620184,"13,392,219",19530,42633,55273,13624,604491,288380,102047,245227,1473450,267110,46726,60438,8316,1180107,50222,65263,388827,469278,29635,6260,311315,29244,15976,28162,65823,23116,13727,50364,307434,8223,115627,1113962,1922375,195850,161909,,167716,7820,2220941,362614,129000,22903,65080,197192,236719,202290
8/19/13,354.2021311,"13,346,240",19488,42611,54453,13607,601734,286629,101810,244884,1468587,266860,46506,60338,8307,1175823,49868,65565,386704,465920,29560,5975,310380,29022,15969,27668,65605,22427,14120,49957,307072,8546,115313,1111571,1909873,195670,160583,,167767,7046,2210820,371198,128700,22634,65314,195256,236465,202035
8/20/13,343.2153486,"13,302,733",19445,42500,54171,13630,598982,287274,101554,244369,1463961,266860,46345,60270,8299,1171550,49526,65673,384828,462963,29475,5758,309258,28977,15969,27212,65481,23371,13911,49481,306565,8411,114975,1109181,1897327,195430,159219,,167230,6480,2198728,379431,128600,22407,65461,194363,236052,201780
8/21/13,329.0894852,"13,262,429",19403,42344,53711,13619,595707,289028,101278,244197,1458525,266500,46141,60370,8290,1167288,49349,66524,382924,459336,29454,5583,308136,28938,15955,26699,65358,21933,14203,49196,307325,8205,114637,1107413,1884133,195160,158083,,167038,6446,2188853,387658,128400,22230,64821,193403,237132,201503
8/22/13,314.440712,"13,220,550",19360,42145,53356,13596,593456,290536,101023,244197,1453217,266260,45980,60338,8273,1164737,49089,66070,380791,455052,29370,5402,307014,28900,15935,26224,65172,22236,13896,48900,308491,8406,114276,1105417,1872820,195070,156752,,164788,6439,2178667,393655,128200,21960,64404,192259,237196,201225
8/23/13,298.7444976,"13,178,205",19317,41947,53059,13584,591841,290305,100731,244026,1447806,266140,45806,60270,8256,1163038,48776,65410,379137,451087,29317,5257,305896,28855,15928,25767,64893,22396,13926,48511,307980,8491,113892,1103191,1861856,194790,155736,,163463,6439,2168678,398966,128000,21692,64501,191422,236878,200948
8/24/13,282.0032742,"13,142,244",19275,41859,52660,13567,589118,288380,100478,244026,1442528,265420,45588,60169,8231,1158799,48539,65697,377121,448038,29254,5050,304780,28816,15907,25326,64494,22260,13941,48252,308491,8286,113508,1100735,1851337,195180,154547,,167166,6439,2160179,406909,127800,21420,65006,190310,236687,200671
8/25/13,262.1221593,"13,108,607",19232,41771,52149,13562,586964,286546,100244,244026,1437374,264700,45399,60069,8223,1156260,48409,65627,374910,444410,29171,4881,303664,28778,15887,25067,64126,22057,14203,48181,308637,8233,113125,1098977,1841757,195540,153342,,167844,6443,2152228,416223,127600,21143,65080,189042,237132,200371
8/26/13,249.5658364,"13,071,455",19190,41683,51657,13550,585298,284553,99991,243854,1432477,264580,45182,60002,8197,1152882,48306,65001,373277,441313,29118,4806,302548,28733,15859,24822,63760,22112,14061,47725,309367,8566,112791,1096761,1830428,195400,152381,,165942,6428,2145756,425246,127400,20870,65437,187299,236751,200095
8/27/13,232.8238022,"13,037,307",19147,41617,51262,13533,584258,285777,99718,243854,1426533,264400,45009,59935,8181,1150353,48014,64371,371781,438311,29087,4803,301246,28695,15846,24598,63456,21477,14375,47363,309404,8148,112481,1095461,1820728,195120,151880,,165638,6383,2136408,433747,127300,20566,64637,186408,236179,199819
8/28/13,220.2674792,"13,001,832",19104,41573,50738,13522,582595,287942,99445,243683,1421548,264210,44821,59802,8172,1146147,47911,64433,369727,436334,29024,4803,300135,28651,15811,24388,63213,20487,14180,46933,308017,7629,112195,1093704,1809787,195180,151923,,163829,6316,2128180,442458,127000,20266,64587,184999,236910,199520
8/29/13,212.9426873,"12,967,949",19062,41529,50155,13510,579897,289300,99193,243683,1416563,264090,44619,59735,8155,1141951,47854,65363,368308,434220,29003,4798,299025,28606,15825,24165,62972,21823,14225,46552,307108,7778,111838,1092180,1798992,195120,152228,,162095,6250,2115857,452363,126900,19982,64089,184207,237514,199267
8/30/13,243.8146383,"12,933,712",19019,41420,49602,13510,577755,287462,98942,243683,1411831,263910,44447,59668,8139,1137767,47782,66430,366728,431758,28982,4795,297915,28568,15797,23874,62551,21976,14382,45999,305840,7782,111435,1089973,1788535,194900,152511,,164245,6188,2107506,459769,126800,19695,64331,182495,238023,198992
8/31/13,206.6653365,"12,903,757",18976,41071,49041,13493,577203,285382,98711,243683,1406875,264850,44274,59502,8122,1135262,47714,65704,364433,429368,28919,4792,296624,28529,15797,23597,62221,21556,14278,45701,304391,7909,111032,1087462,1783469,194610,152752,,165676,6133,2101287,464705,126600,19404,64563,181711,237704,198671
9/1/13,195.1548334,"12,879,227",18934,40682,48426,13488,577203,283477,98480,243511,1401816,264970,44074,59468,8113,1135761,47692,64862,363062,426558,28877,4790,295520,28491,15763,23326,62102,22279,14420,45667,303453,7838,110654,1085257,1778219,194080,152992,,166706,6083,2093327,472185,126500,19129,64612,180661,237323,198396
9/2/13,252.7130242,"12,848,645",18891,40252,47803,13476,577203,281661,98211,243511,1396889,264030,43902,59869,8105,1129432,47696,63990,361338,423765,28835,4787,294416,28458,15777,23069,62042,22458,14180,45621,302087,7956,110347,1082833,1772981,193380,153101,,167728,6036,2087498,479863,126500,18845,65326,179815,236560,198122
9/3/13,48295.47055,"12,815,385",18849,39761,47648,13459,576651,280982,97980,243511,1391281,264210,43716,59735,8088,1126110,47276,64524,359489,420119,28804,4784,293496,28419,15742,22748,61893,22371,14113,45233,300360,8228,110041,1081772,1763386,192860,153189,,165447,5975,2082198,487199,126400,18534,64501,179038,237418,197847
9/4/13,23832.1247,"12,778,504",18806,39149,47095,13442,574513,283208,97691,243340,1386838,264400,43531,59701,8071,1123623,47172,65402,357680,416862,28773,4781,292208,28381,15722,22339,61773,22538,14442,44857,299504,8050,109735,1078363,1751240,192400,153167,,164485,5929,2073065,492631,126300,18250,65720,178485,237291,197551
9/5/13,3138.115988,"12,746,011",18756,38647,46467,13442,572865,284366,97422,243340,1382395,264580,43303,59634,8029,1122795,47153,66250,355878,413535,28731,4776,292208,28337,15736,21835,61566,22626,14472,44484,299182,7960,109407,1077080,1737717,191770,153582,,165523,5898,2065514,497226,126200,17970,65154,177845,237101,197254
9/6/13,1637.907795,"12,707,490",18714,38192,45869,13431,571194,284801,97173,242997,1378537,264700,43090,59535,7936,1120314,47111,67335,354402,410805,28731,4773,290010,28298,15708,21345,61418,22365,14233,44100,298790,8068,109078,1076024,1726077,191070,153823,,165815,5869,2057652,499022,126000,17710,64514,176789,237069,197003
9/7/13,8633.525951,"12,672,416",18681,37822,45231,13420,569180,282815,96926,242997,1374573,264520,42863,59369,7827,1117836,47100,68178,352677,408845,28731,4770,288729,28254,15701,20768,61299,22402,14337,43707,298361,8195,108727,1073912,1716103,191070,154043,,165714,5852,2049098,503797,125900,17459,64784,176131,237005,196707
9/8/13,55811.18542,"12,645,573",18639,37353,44600,13408,568635,281085,96679,242997,1370836,263910,42651,59335,7718,1121439,47092,67605,350989,406536,28710,4768,287631,28216,15688,20188,61151,22106,14397,43528,298861,8003,108377,1071951,1706265,191200,154152,,167127,5841,2040548,508431,125800,17204,64957,175082,237450,196434
9/9/13,38359.37202,"12,625,550",18614,36766,44017,13403,568090,280899,96489,242825,1366776,263310,42467,59269,7567,1122070,47047,67391,349530,404737,28700,4765,286350,28172,15674,19560,61003,22727,14158,43048,299646,8242,108074,1069767,1704000,191390,154240,,168870,5827,2032522,511582,125600,16981,65289,173798,238023,196275
9/10/13,12893.90384,"12,589,289",18556,36046,43376,13346,567546,282052,96280,242654,1362948,262590,42270,59170,7383,1108785,47025,66532,348074,402523,28679,4759,285440,28134,15667,18946,60827,23028,13978,42792,299111,8426,107771,1067364,1698818,191480,154438,,168472,5793,2026606,516163,125600,16782,65820,173300,237959,195980
9/11/13,4370.73214,"12,557,855",18514,35512,41713,13341,567546,282877,96052,242654,1358783,261880,42073,59136,7166,1107145,47032,65526,346591,400101,28637,4759,284530,28095,15653,18310,60533,22921,14188,42559,299325,7998,107423,1065562,1695432,191550,154372,,167639,5727,2020015,514898,125500,16650,65572,172867,237768,195730
9/12/13,2198.929298,"12,532,241",18481,35022,42048,13374,566525,284118,95824,242654,1354752,261220,41877,59069,6959,1105507,47036,65728,345116,397566,28596,4757,283256,28052,15653,17978,60299,22439,14405,42316,299289,7937,107098,1063835,1693178,191590,154306,,166082,5668,2013598,516638,125300,16475,65634,172263,237355,195368
9/13/13,1738.809135,"12,502,473",18464,34555,41381,13363,565981,285610,95596,242654,1352737,260560,41709,59037,6752,1103053,47036,65511,343611,395309,28586,4754,282167,28013,15653,17703,60066,22582,13565,42073,300075,8068,106773,1062486,1691676,191500,154262,,165194,5607,2006003,511818,125200,16313,65338,171724,237259,195096
9/14/13,1582.544205,"12,475,628",18431,34034,40738,13357,565981,284221,95387,242482,1348820,259970,41500,59003,6554,1102236,47032,64433,341988,392915,28565,4751,281081,27975,15646,17389,59862,23047,13514,41842,301079,8191,106427,1061140,1691957,191420,154218,,166579,5553,1998934,507802,125300,16146,65228,171230,236846,194824
9/15/13,1376.882531,"12,450,290",18390,33480,40135,13346,565437,282485,95162,242310,1344251,259190,41333,58870,6356,1100603,47002,63868,340279,390819,28523,4746,280176,27931,15612,17209,59629,21848,13786,41809,301943,8158,106127,1060841,1691019,191160,154108,,168292,5502,1993596,507094,125200,15981,64041,170672,237418,194553
9/16/13,1230.135371,"12,412,160",18332,32895,39530,13341,563874,281887,94956,242310,1339580,259020,41166,58804,6192,1099787,46959,64463,338359,388386,28503,4743,279271,27888,15626,17142,59427,21477,14300,41360,302159,8191,105827,1059197,1683713,190370,154196,,167946,5448,1984857,502778,125100,15812,64247,170308,238151,194282
9/17/13,1081.531678,"12,381,044",18291,32315,39184,13318,563330,283290,94731,242139,1335581,258960,40999,58739,6061,1098972,46666,63914,336387,385554,28450,4738,278010,27844,15592,17094,59138,21044,13823,40967,301547,8219,105574,1057104,1678762,189400,154043,,168369,5385,1978344,501916,125000,15654,65129,169924,237577,193966
9/18/13,907.812096,"12,348,194",18250,31688,39097,13307,562787,283952,94487,241967,1333151,258780,40875,58673,5947,1097342,46413,63603,333078,382883,28440,4735,277290,27801,15564,17057,58965,21193,13683,40512,300828,7984,105344,1057029,1674472,188380,154196,,167012,5342,1969824,501212,124900,15508,63628,169710,237609,193696
9/19/13,850.7784365,"12,313,902",18217,31086,39045,13295,560502,285361,94319,241796,1330390,258660,40723,58640,5833,1094900,46116,64862,329524,379944,28420,4732,276030,27757,15523,17038,58735,21665,13941,40198,300325,7988,105092,1056805,1670470,187460,154372,,164422,5313,1961819,500742,124800,15358,62334,168582,237387,193381
9/20/13,815.7232063,"12,284,596",18184,30581,38452,13279,558585,285382,94112,241624,1327298,258480,40585,58560,5711,1092495,46060,65681,325099,378750,28357,4727,274953,27714,15407,17009,58421,21909,13882,39950,300720,8064,104885,1055534,1665546,186990,154328,,166286,5287,1954870,500117,124700,15215,62155,168327,237259,193066
9/21/13,205349.5493,"12,274,442",18135,30223,38385,13284,558585,283725,93906,241624,1324650,258010,40503,58470,5686,1090873,45576,64816,321672,377627,28347,18634,274058,27741,15468,17009,58079,22149,13668,39875,301151,7960,104771,1054790,1661837,187540,154394,,168151,5270,1949622,497617,124800,15067,61977,168476,237355,192886
9/22/13,164087.5005,"12,236,483",18094,30063,37931,13267,558585,282073,93700,241281,1321689,257360,40365,58390,5573,1090873,45374,64265,317773,376307,28337,4770,272810,27708,15414,16962,57824,22601,13668,39854,301511,7701,104542,1053301,1657578,188060,154240,,168138,5261,1944035,498866,124800,14926,62179,168603,237259,192572
9/23/13,126383.671,"12,214,147",18053,29975,37398,13256,557502,282712,93494,241281,1319166,256710,40242,58300,5459,1090062,45269,64547,314667,374128,28316,4757,271920,27670,15359,16933,57540,22414,13587,39821,302554,7913,104336,1052036,1654066,188510,154108,,167524,5244,1939152,498944,124700,14800,62465,167818,237069,192370
9/24/13,90304.51036,"12,189,924",18020,29886,36973,13245,554879,284449,93272,241281,1315986,256230,40119,58220,5346,1088442,45087,66094,310950,372547,28264,4770,271208,27632,15277,16838,57259,21902,13425,39778,303417,7876,104085,1050771,1646045,188860,154108,,166859,5222,1933599,503326,124600,14665,62608,167226,237132,192146
9/25/13,90606.90631,"12,170,344",18012,29763,36690,13228,552804,285361,93069,241281,1313032,255520,40037,58130,5241,1086824,44736,67240,307408,370456,28275,4765,269786,27583,15250,16785,56977,21259,13550,39746,305224,7909,103857,1050325,1642550,188160,153999,,167613,5189,1928213,507880,124600,14537,61954,166847,236846,191833
9/26/13,78092.65937,"12,153,081",17979,29622,36398,13222,551459,284718,92791,241110,1310636,255470,39955,58040,5128,1085207,44395,67470,305350,368236,28254,4762,269078,27540,15203,16716,56697,21392,13381,39693,308017,7894,103630,1049804,1640070,188880,153780,,166898,5131,1923187,511030,124500,14404,61377,166552,236528,191497
