Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,SPILL , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,CFS, ,
04/27/2010,747.03,,178017,,86,,35,,100,,0.00,,0,,
04/28/2010,747.05,,178075,,58,,34,,63,,0.05,,0,,
04/29/2010,747.04,,178046,,-29,,42,,39,,0.00,,0,,
04/30/2010,747.03,,178017,,-29,,56,,52,,0.00,,0,,
05/01/2010,747.02,,177989,,-28,,55,,64,,0.00,,0,,
05/02/2010,747.03,,178017,,28,,49,,84,,0.00,,0,,
05/03/2010,747.03,,178017,,0,,57,,78,,0.00,,0,,
05/04/2010,747.02,,177989,,-28,,56,,66,,0.00,,0,,
05/05/2010,747.00,,177931,,-58,,58,,51,,0.00,,0,,
05/06/2010,746.99,,177902,,-29,,58,,70,,0.00,,0,,
05/07/2010,746.97,,177845,,-57,,57,,58,,0.00,,0,,
05/08/2010,746.93,,177731,,-114,,58,,20,,0.00,,0,,
05/09/2010,746.90,,177645,,-86,,44,,27,,0.00,,0,,
05/10/2010,746.87,,177559,,-86,,45,,24,,0.00,,0,,
05/11/2010,746.84,,177474,,-85,,42,,24,,0.00,,0,,
05/12/2010,746.82,,177416,,-58,,47,,42,,0.00,,0,,
05/13/2010,746.79,,177331,,-85,,54,,34,,0.00,,0,,
05/14/2010,746.76,,177245,,-86,,56,,36,,0.00,,0,,
05/15/2010,746.74,,177188,,-57,,55,,49,,0.00,,0,,
05/16/2010,746.71,,177102,,-86,,54,,32,,0.00,,0,,
05/17/2010,746.69,,177045,,-57,,38,,29,,0.00,,0,,
05/18/2010,746.68,,177016,,-29,,36,,23,,0.02,,0,,
05/19/2010,746.67,,176988,,-28,,32,,40,,0.00,,0,,
05/20/2010,746.65,,176930,,-58,,34,,34,,0.00,,0,,
05/21/2010,--,,--,,--,,--,,--,,--,,--,,
05/22/2010,746.57,,176702,,--,,54,,13,,0.00,,0,,
05/23/2010,746.51,,176530,,-172,,51,,-6,,0.00,,0,,
05/24/2010,746.48,,176444,,-86,,43,,23,,0.00,,0,,
05/25/2010,746.46,,176387,,-57,,43,,32,,0.00,,0,,
05/26/2010,746.43,,176301,,-86,,53,,23,,0.00,,0,,
05/27/2010,746.41,,176244,,-57,,53,,37,,0.00,,0,,
05/28/2010,--,,--,,--,,--,,--,,--,,--,,
05/29/2010,746.34,,176044,,--,,53,,38,,0.00,,0,,
05/30/2010,746.30,,175930,,-114,,53,,25,,0.00,,0,,
05/31/2010,746.27,,175844,,-86,,53,,40,,0.00,,0,,
06/01/2010,746.23,,175730,,-114,,51,,23,,0.00,,0,,
06/02/2010,746.19,,175615,,-115,,54,,16,,0.00,,0,,
06/03/2010,746.16,,175529,,-86,,59,,40,,0.00,,0,,
06/04/2010,746.11,,175386,,-143,,61,,23,,0.00,,0,,
06/05/2010,--,,--,,--,,--,,--,,--,,--,,
06/06/2010,746.03,,175158,,--,,56,,51,,0.00,,0,,
06/07/2010,745.99,,175044,,-114,,40,,13,,0.00,,0,,
06/08/2010,745.95,,174930,,-114,,51,,21,,0.00,,0,,
06/09/2010,745.91,,174817,,-113,,52,,22,,0.00,,0,,
06/10/2010,745.86,,174675,,-142,,51,,9,,0.00,,0,,
06/11/2010,745.80,,174505,,-170,,59,,2,,0.00,,0,,
06/12/2010,745.75,,174363,,-142,,61,,16,,0.00,,0,,
06/13/2010,745.70,,174222,,-141,,57,,14,,0.00,,0,,
06/14/2010,745.66,,174108,,-114,,50,,24,,0.00,,0,,
06/15/2010,745.62,,173995,,-113,,51,,26,,0.00,,0,,
06/16/2010,745.56,,173825,,-170,,55,,-1,,0.00,,0,,
06/17/2010,745.52,,173711,,-114,,58,,20,,0.00,,0,,
06/18/2010,745.46,,173541,,-170,,59,,-4,,0.00,,0,,
06/19/2010,745.41,,173399,,-142,,58,,4,,0.00,,0,,
06/20/2010,745.36,,173258,,-141,,59,,8,,0.00,,0,,
06/21/2010,745.32,,173144,,-114,,51,,12,,0.00,,0,,
06/22/2010,745.28,,173031,,-113,,48,,7,,0.00,,0,,
06/23/2010,745.23,,172889,,-142,,63,,9,,0.00,,0,,
06/24/2010,745.19,,172776,,-113,,51,,15,,0.00,,0,,
06/25/2010,745.14,,172634,,-142,,60,,12,,0.00,,0,,
06/26/2010,745.08,,172464,,--,,60,,2,,0.00,,0,,
06/27/2010,745.03,,172322,,-142,,60,,15,,0.00,,0,,
06/28/2010,744.99,,172209,,-113,,44,,15,,0.00,,0,,
06/29/2010,744.94,,172069,,-140,,63,,19,,0.00,,0,,
06/30/2010,744.88,,171900,,-169,,65,,8,,0.00,,0,,
07/01/2010,744.82,,171732,,-168,,65,,10,,0.00,,0,,
07/02/2010,744.76,,171563,,-169,,65,,6,,0.00,,0,,
07/03/2010,744.70,,171395,,-168,,65,,6,,0.00,,0,,
07/04/2010,744.64,,171226,,-169,,64,,5,,0.00,,0,,
07/05/2010,744.59,,171086,,-140,,66,,22,,0.00,,0,,
07/06/2010,744.53,,170917,,-169,,57,,-4,,0.00,,0,,
07/07/2010,744.49,,170805,,-112,,46,,13,,0.00,,0,,
07/08/2010,744.44,,170665,,-140,,49,,-3,,0.00,,0,,
07/09/2010,744.39,,170524,,-141,,50,,3,,0.00,,0,,
07/10/2010,744.34,,170384,,-140,,54,,6,,0.00,,0,,
07/11/2010,744.30,,170271,,-113,,47,,5,,0.00,,0,,
07/12/2010,744.27,,170187,,-84,,48,,13,,0.00,,0,,
07/13/2010,744.24,,170103,,-84,,45,,15,,0.00,,0,,
07/14/2010,744.19,,169963,,-140,,56,,6,,0.00,,0,,
07/15/2010,744.14,,169822,,-141,,67,,20,,0.00,,0,,
07/16/2010,744.08,,169654,,-168,,73,,14,,0.00,,0,,
07/17/2010,744.02,,169485,,-169,,71,,6,,0.00,,0,,
07/18/2010,743.97,,169346,,-139,,67,,22,,0.00,,0,,
07/19/2010,743.92,,169207,,-139,,45,,0,,0.00,,0,,
07/20/2010,743.88,,169096,,-111,,60,,26,,0.00,,0,,
07/21/2010,743.82,,168929,,-167,,57,,6,,0.00,,0,,
07/22/2010,743.77,,168791,,-138,,57,,7,,0.00,,0,,
07/23/2010,743.72,,168652,,-139,,57,,3,,0.00,,0,,
07/24/2010,743.66,,168485,,-167,,49,,-13,,0.00,,0,,
07/25/2010,743.62,,168374,,-111,,46,,9,,0.00,,0,,
07/26/2010,743.57,,168235,,-139,,55,,3,,0.00,,0,,
07/27/2010,743.52,,168097,,-138,,55,,3,,0.00,,0,,
07/28/2010,--,,--,,--,,--,,--,,--,,--,,
07/29/2010,--,,--,,--,,--,,--,,--,,--,,
07/30/2010,743.36,,167652,,--,,57,,-8,,0.00,,0,,
07/31/2010,743.31,,167514,,-138,,56,,8,,0.00,,0,,
08/01/2010,743.26,,167375,,-139,,55,,4,,0.00,,0,,
08/02/2010,743.22,,167264,,-111,,43,,4,,0.00,,0,,
08/03/2010,743.08,,166875,,-389,,184,,5,,0.00,,0,,
08/04/2010,742.92,,166434,,-441,,193,,-8,,0.00,,0,,
08/05/2010,742.77,,166022,,-412,,196,,8,,0.00,,0,,
08/06/2010,742.61,,165583,,-439,,207,,5,,0.00,,0,,
08/07/2010,742.45,,165144,,-439,,204,,-2,,0.00,,0,,
08/08/2010,742.30,,164733,,-411,,202,,11,,0.00,,0,,
08/09/2010,742.15,,164321,,-412,,182,,-10,,0.00,,0,,
08/10/2010,742.01,,163937,,-384,,189,,13,,0.00,,0,,
08/11/2010,741.87,,163558,,-379,,179,,2,,0.00,,0,,
08/12/2010,741.77,,163288,,-270,,129,,8,,0.00,,0,,
08/13/2010,741.67,,163017,,-271,,118,,-1,,0.00,,0,,
08/14/2010,741.58,,162774,,-243,,113,,7,,0.00,,0,,
08/15/2010,741.50,,162558,,-216,,102,,7,,0.00,,0,,
08/16/2010,741.43,,162368,,-190,,95,,10,,0.00,,0,,
08/17/2010,741.34,,162125,,-243,,111,,5,,0.00,,0,,
08/18/2010,741.25,,161881,,-244,,104,,2,,0.00,,0,,
08/19/2010,741.18,,161692,,-189,,97,,24,,0.00,,0,,
08/20/2010,741.10,,161476,,-216,,94,,-4,,0.00,,0,,
08/21/2010,741.01,,161232,,-244,,98,,4,,0.00,,0,,
08/22/2010,740.92,,160991,,-241,,106,,1,,0.00,,0,,
08/23/2010,740.85,,160805,,-186,,88,,13,,0.00,,0,,
08/24/2010,740.77,,160591,,-214,,102,,18,,0.00,,0,,
08/25/2010,740.69,,160377,,-214,,102,,22,,0.00,,0,,
08/26/2010,740.60,,160137,,-240,,111,,14,,0.00,,0,,
08/27/2010,740.51,,159897,,-240,,110,,8,,0.00,,0,,
08/28/2010,740.41,,159630,,-267,,110,,-5,,0.00,,0,,
08/29/2010,740.33,,159416,,-214,,104,,13,,0.00,,0,,
08/30/2010,740.23,,159149,,-267,,106,,-14,,0.00,,0,,
08/31/2010,740.13,,158882,,-267,,109,,-3,,0.00,,0,,
09/01/2010,740.06,,158695,,-187,,100,,17,,0.00,,0,,
09/02/2010,739.98,,158482,,-213,,105,,15,,0.00,,0,,
09/03/2010,739.90,,158271,,-211,,102,,17,,0.00,,0,,
09/04/2010,739.81,,158034,,-237,,103,,1,,0.00,,0,,
09/05/2010,739.72,,157797,,-237,,108,,5,,0.00,,0,,
09/06/2010,739.64,,157586,,-211,,103,,10,,0.00,,0,,
09/07/2010,739.55,,157348,,-238,,102,,-7,,0.00,,0,,
09/08/2010,739.47,,157137,,-211,,107,,14,,0.00,,0,,
09/09/2010,739.38,,156900,,-237,,103,,-7,,0.00,,0,,
09/10/2010,739.29,,156663,,-237,,101,,-8,,0.00,,0,,
09/11/2010,739.21,,156452,,-211,,92,,-1,,0.00,,0,,
09/12/2010,739.14,,156267,,-185,,87,,6,,0.00,,0,,
09/13/2010,739.06,,156056,,-211,,91,,-3,,0.00,,0,,
09/14/2010,738.98,,155846,,-210,,96,,2,,0.00,,0,,
09/15/2010,738.92,,155690,,-156,,79,,6,,0.00,,0,,
09/16/2010,738.86,,155533,,-157,,86,,11,,0.00,,0,,
09/17/2010,738.79,,155351,,-182,,90,,18,,0.00,,0,,
09/18/2010,738.71,,155143,,-208,,85,,-2,,0.00,,0,,
09/19/2010,738.64,,154960,,-183,,72,,-3,,0.00,,0,,
09/20/2010,738.58,,154804,,-156,,71,,15,,0.00,,0,,
09/21/2010,738.52,,154648,,-156,,79,,13,,0.00,,0,,
09/22/2010,738.44,,154439,,-209,,72,,-16,,0.00,,0,,
09/23/2010,738.37,,154257,,-182,,75,,6,,0.00,,0,,
09/24/2010,738.30,,154075,,-182,,85,,12,,0.00,,0,,
09/25/2010,--,,--,,--,,--,,--,,--,,--,,
09/26/2010,738.13,,153632,,--,,94,,3,,0.00,,0,,
09/27/2010,738.08,,153501,,-131,,80,,38,,0.00,,0,,
09/28/2010,737.99,,153267,,-234,,92,,6,,0.00,,0,,
09/29/2010,737.91,,153061,,-206,,98,,10,,0.00,,0,,
09/30/2010,737.83,,152855,,-206,,97,,16,,0.00,,0,,
10/01/2010,737.76,,152675,,-180,,88,,17,,0.00,,0,,
10/02/2010,737.68,,152468,,-207,,77,,-7,,0.00,,0,,
10/03/2010,737.62,,152314,,-154,,78,,18,,0.00,,0,,
10/04/2010,737.55,,152133,,-181,,60,,-21,,0.04,,0,,
10/05/2010,737.48,,151953,,-180,,73,,-6,,0.00,,0,,
10/06/2010,737.47,,151927,,-26,,66,,-22,,0.78,,0,,
10/07/2010,737.42,,151798,,-129,,55,,-7,,0.02,,0,,
10/08/2010,737.38,,151695,,-103,,48,,8,,0.00,,0,,
10/09/2010,737.33,,151566,,-129,,48,,-5,,0.00,,0,,
10/10/2010,737.28,,151438,,-128,,50,,-0,,0.00,,0,,
10/11/2010,737.22,,151283,,-155,,62,,-0,,0.00,,0,,
10/12/2010,737.16,,151128,,-155,,78,,15,,0.00,,0,,
10/13/2010,737.10,,150974,,-154,,68,,5,,0.00,,0,,
10/14/2010,737.05,,150845,,-129,,66,,16,,0.00,,0,,
10/15/2010,736.99,,150691,,-154,,72,,-3,,0.00,,0,,
10/16/2010,736.94,,150563,,-128,,65,,-1,,0.00,,0,,
10/17/2010,736.90,,150461,,-102,,57,,1,,0.00,,0,,
10/18/2010,736.87,,150385,,-76,,48,,0,,0.04,,0,,
10/19/2010,736.84,,150308,,-77,,60,,-3,,0.22,,0,,
10/20/2010,736.82,,150257,,-51,,51,,1,,0.15,,0,,
10/21/2010,736.78,,150155,,-102,,45,,-5,,0.01,,0,,
10/22/2010,736.74,,150054,,-101,,44,,-3,,0.00,,0,,
10/23/2010,736.70,,149952,,-102,,43,,-8,,0.06,,0,,
10/24/2010,736.67,,149875,,-77,,44,,15,,0.00,,0,,
10/25/2010,736.61,,149722,,-153,,40,,-46,,0.10,,0,,
10/26/2010,736.58,,149646,,-76,,37,,13,,0.00,,0,,
10/27/2010,736.53,,149518,,-128,,50,,-0,,0.00,,0,,
10/28/2010,736.49,,149417,,-101,,46,,6,,0.00,,0,,
10/29/2010,736.43,,149264,,-153,,56,,-3,,0.00,,0,,
10/30/2010,736.43,,149264,,0,,59,,-15,,0.82,,0,,
10/31/2010,736.37,,149111,,-153,,44,,-26,,0.00,,0,,
11/01/2010,736.34,,149034,,-77,,40,,8,,0.00,,0,,
11/02/2010,736.30,,148932,,-102,,41,,-2,,0.00,,0,,
11/03/2010,736.27,,148856,,-76,,40,,13,,0.00,,0,,
11/04/2010,736.23,,148754,,-102,,38,,-2,,0.00,,0,,
11/05/2010,736.19,,148652,,-102,,42,,7,,0.00,,0,,
11/06/2010,736.14,,148525,,-127,,52,,4,,0.00,,0,,
11/07/2010,736.08,,148372,,-153,,48,,-24,,0.00,,0,,
11/08/2010,736.05,,148295,,-77,,41,,-20,,0.26,,0,,
11/09/2010,736.02,,148219,,-76,,17,,-13,,0.00,,0,,
11/10/2010,735.98,,148118,,-101,,60,,16,,0.00,,0,,
11/11/2010,735.93,,147992,,-126,,39,,-16,,0.00,,0,,
11/12/2010,735.89,,147891,,-101,,43,,2,,0.00,,0,,
11/13/2010,735.84,,147765,,-126,,48,,-7,,0.00,,0,,
11/14/2010,735.78,,147614,,-151,,56,,-11,,0.00,,0,,
11/15/2010,735.74,,147514,,-100,,46,,5,,0.00,,0,,
11/16/2010,735.70,,147413,,-101,,53,,10,,0.00,,0,,
11/17/2010,735.64,,147262,,-151,,51,,-18,,0.00,,0,,
11/18/2010,735.61,,147187,,-75,,45,,13,,0.00,,0,,
11/19/2010,735.57,,147086,,-101,,49,,1,,0.00,,0,,
11/20/2010,735.57,,147086,,0,,42,,-7,,0.48,,0,,
11/21/2010,735.61,,147187,,101,,24,,18,,0.51,,0,,
11/22/2010,735.59,,147136,,-51,,27,,-12,,0.09,,0,,
11/23/2010,735.56,,147061,,-75,,35,,-5,,0.00,,0,,
11/24/2010,735.53,,146985,,-76,,29,,-8,,0.02,,0,,
11/25/2010,735.50,,146910,,-75,,30,,-10,,0.00,,0,,
11/26/2010,735.48,,146860,,-50,,30,,1,,0.00,,0,,
11/27/2010,735.45,,146784,,-76,,36,,-2,,0.00,,0,,
11/28/2010,--,,--,,--,,--,,--,,--,,--,,
11/29/2010,--,,--,,--,,--,,--,,--,,--,,
11/30/2010,735.35,,146533,,--,,38,,4,,0.00,,0,,
12/01/2010,--,,--,,--,,--,,--,,--,,--,,
12/02/2010,--,,--,,--,,--,,--,,--,,--,,
12/03/2010,--,,--,,--,,--,,--,,--,,--,,
12/04/2010,735.21,,146180,,--,,44,,7,,0.05,,0,,
12/05/2010,735.17,,146080,,-100,,36,,-7,,0.00,,0,,
12/06/2010,735.18,,146105,,25,,35,,-8,,0.59,,0,,
12/07/2010,735.15,,146029,,-76,,36,,0,,0.00,,0,,
12/08/2010,735.11,,145929,,-100,,35,,-12,,0.01,,0,,
12/09/2010,735.09,,145878,,-51,,31,,9,,0.00,,0,,
12/10/2010,735.08,,145853,,-25,,28,,1,,0.00,,0,,
12/11/2010,735.06,,145803,,-50,,29,,7,,0.00,,0,,
12/12/2010,735.03,,145727,,-76,,35,,5,,0.00,,0,,
12/13/2010,735.00,,145652,,-75,,37,,4,,0.00,,0,,
12/14/2010,734.97,,145577,,-75,,41,,7,,0.01,,0,,
12/15/2010,734.93,,145478,,-99,,43,,-5,,0.02,,0,,
12/16/2010,734.91,,145428,,-50,,35,,12,,0.00,,0,,
12/17/2010,734.94,,145503,,75,,33,,59,,0.15,,0,,
12/18/2010,735.00,,145652,,149,,21,,-9,,1.00,,0,,
12/19/2010,735.25,,146281,,629,,19,,198,,1.31,,0,,
12/20/2010,736.54,,149544,,3263,,19,,1453,,1.99,,0,,
12/21/2010,737.41,,151773,,2229,,19,,1077,,0.61,,0,,
12/22/2010,738.21,,153840,,2067,,23,,908,,1.44,,0,,
12/23/2010,740.33,,159416,,5576,,25,,2763,,0.72,,0,,
12/24/2010,740.98,,161152,,1736,,26,,904,,0.00,,0,,
12/25/2010,741.34,,162125,,973,,25,,519,,0.00,,0,,
12/26/2010,741.64,,162936,,811,,25,,371,,0.61,,0,,
12/27/2010,741.93,,163721,,785,,25,,423,,0.02,,0,,
12/28/2010,742.11,,164212,,491,,31,,282,,0.00,,0,,
12/29/2010,742.34,,164843,,631,,32,,260,,0.93,,0,,
12/30/2010,742.71,,165858,,1015,,25,,529,,0.02,,0,,
12/31/2010,742.96,,166543,,685,,25,,375,,0.00,,0,,
01/01/2011,743.15,,167069,,526,,25,,295,,0.00,,0,,
01/02/2011,743.36,,167652,,--,,24,,253,,0.60,,0,,
01/03/2011,743.64,,168430,,778,,25,,313,,0.97,,0,,
01/04/2011,743.93,,169235,,805,,25,,431,,0.01,,0,,
01/05/2011,744.14,,169822,,587,,30,,330,,0.00,,0,,
01/06/2011,744.31,,170299,,477,,35,,279,,0.00,,0,,
01/07/2011,744.47,,170749,,450,,32,,261,,0.00,,0,,
01/08/2011,744.61,,171142,,393,,30,,231,,0.00,,0,,
01/09/2011,744.74,,171507,,365,,30,,219,,0.00,,0,,
01/10/2011,744.86,,171844,,337,,25,,198,,0.00,,0,,
01/11/2011,744.95,,172097,,253,,25,,156,,0.00,,0,,
01/12/2011,745.06,,172407,,310,,26,,186,,0.00,,0,,
01/13/2011,745.15,,172662,,255,,26,,157,,0.00,,0,,
01/14/2011,745.24,,172917,,255,,25,,160,,0.00,,0,,
01/15/2011,745.32,,173144,,227,,25,,145,,0.00,,0,,
01/16/2011,745.41,,173399,,255,,27,,163,,0.00,,0,,
01/17/2011,745.46,,173541,,142,,28,,108,,0.00,,0,,
01/18/2011,745.53,,173740,,199,,33,,144,,0.00,,0,,
01/19/2011,745.60,,173938,,198,,37,,143,,0.00,,0,,
01/20/2011,745.66,,174108,,170,,35,,109,,0.00,,0,,
01/21/2011,745.71,,174250,,142,,31,,85,,0.00,,0,,
01/22/2011,745.76,,174392,,142,,32,,87,,0.00,,0,,
01/23/2011,745.82,,174562,,170,,31,,100,,0.00,,0,,
01/24/2011,745.87,,174703,,141,,35,,90,,0.00,,0,,
01/25/2011,745.92,,174845,,142,,46,,104,,0.00,,0,,
01/26/2011,745.96,,174959,,114,,49,,93,,0.00,,0,,
01/27/2011,746.00,,175072,,113,,46,,92,,0.00,,0,,
01/28/2011,746.03,,175158,,86,,42,,70,,0.00,,0,,
01/29/2011,746.07,,175272,,--,,42,,83,,0.00,,0,,
01/30/2011,746.11,,175386,,114,,45,,83,,0.02,,0,,
01/31/2011,746.17,,175558,,172,,32,,72,,0.24,,0,,
02/01/2011,746.22,,175701,,143,,35,,93,,0.00,,0,,
02/02/2011,746.26,,175815,,114,,32,,76,,0.00,,0,,
02/03/2011,746.30,,175930,,115,,30,,74,,0.00,,0,,
02/04/2011,746.34,,176044,,114,,31,,75,,0.00,,0,,
02/05/2011,746.37,,176130,,86,,29,,58,,0.00,,0,,
02/06/2011,746.40,,176216,,86,,38,,72,,0.00,,0,,
02/07/2011,746.42,,176273,,57,,35,,74,,0.00,,0,,
02/08/2011,746.44,,176330,,57,,35,,74,,0.00,,0,,
02/09/2011,746.45,,176359,,29,,37,,64,,0.00,,0,,
02/10/2011,746.46,,176387,,28,,36,,60,,0.00,,0,,
02/11/2011,746.47,,176416,,29,,45,,73,,0.00,,0,,
02/12/2011,746.47,,176416,,0,,46,,57,,0.00,,0,,
02/13/2011,746.48,,176444,,28,,31,,57,,0.00,,0,,
02/14/2011,746.50,,176502,,58,,26,,63,,0.00,,0,,
02/15/2011,746.51,,176530,,28,,36,,47,,0.03,,0,,
02/16/2011,746.54,,176616,,86,,37,,80,,0.05,,0,,
02/17/2011,746.58,,176730,,114,,23,,65,,0.20,,0,,
02/18/2011,746.63,,176873,,143,,22,,81,,0.12,,0,,
02/19/2011,746.82,,177416,,543,,22,,95,,1.77,,0,,
02/20/2011,746.98,,177874,,458,,23,,199,,0.49,,0,,
02/21/2011,747.10,,178219,,345,,26,,207,,0.00,,0,,
02/22/2011,747.19,,178478,,259,,26,,161,,0.00,,0,,
02/23/2011,747.26,,178680,,202,,27,,137,,0.00,,0,,
02/24/2011,747.33,,178882,,202,,27,,136,,0.00,,0,,
02/25/2011,747.38,,179026,,144,,26,,103,,0.02,,0,,
02/26/2011,747.70,,179948,,922,,24,,408,,0.68,,0,,
02/27/2011,748.11,,181131,,1183,,24,,630,,0.00,,0,,
02/28/2011,748.33,,181770,,639,,27,,359,,0.00,,0,,
03/01/2011,748.49,,182234,,464,,36,,279,,0.00,,0,,
03/02/2011,748.67,,182756,,522,,23,,284,,0.03,,0,,
03/03/2011,748.85,,183279,,523,,23,,265,,0.27,,0,,
03/04/2011,749.07,,183919,,640,,24,,352,,0.01,,0,,
03/05/2011,749.25,,184445,,526,,29,,306,,0.00,,0,,
03/06/2011,749.39,,184854,,409,,32,,250,,0.00,,0,,
03/07/2011,749.52,,185233,,379,,27,,216,,0.02,,0,,
03/08/2011,749.67,,185672,,439,,29,,267,,0.00,,0,,
03/09/2011,749.77,,185964,,292,,30,,191,,0.00,,0,,
03/10/2011,749.86,,186227,,263,,30,,178,,0.00,,0,,
03/11/2011,749.94,,186461,,234,,36,,166,,0.00,,0,,
03/12/2011,750.03,,186724,,263,,39,,180,,0.00,,0,,
03/13/2011,750.10,,186930,,206,,39,,154,,0.00,,0,,
03/14/2011,750.17,,187136,,206,,43,,159,,0.00,,0,,
03/15/2011,750.22,,187284,,148,,42,,128,,0.00,,0,,
03/16/2011,750.28,,187460,,176,,43,,146,,0.00,,0,,
03/17/2011,750.35,,187666,,206,,38,,157,,0.00,,0,,
03/18/2011,750.39,,187784,,118,,31,,109,,0.00,,0,,
03/19/2011,750.46,,187990,,206,,26,,125,,0.13,,0,,
03/20/2011,751.48,,191007,,3017,,22,,641,,7.30,,0,,
03/21/2011,752.60,,194368,,3361,,14379,,15655,,3.36,,14358,,
03/22/2011,751.93,,192344,,-2024,,5572,,4555,,0.02,,5551,,
03/23/2011,751.47,,190977,,-1367,,3069,,2386,,0.04,,3044,,
03/24/2011,751.48,,191007,,30,,1804,,1773,,0.39,,1771,,
03/25/2011,751.69,,191631,,624,,1450,,1736,,0.25,,1422,,
03/26/2011,751.80,,191958,,327,,2284,,2465,,0.00,,2258,,
03/27/2011,751.77,,191868,,-90,,1791,,1744,,0.03,,1761,,
03/28/2011,752.06,,192734,,866,,932,,1385,,0.00,,896,,
03/29/2011,752.55,,194216,,1482,,440,,1201,,0.00,,399,,
03/30/2011,752.96,,195457,,1241,,498,,1144,,0.00,,456,,
03/31/2011,752.99,,195548,,91,,1071,,1132,,0.00,,1031,,
04/01/2011,752.95,,195427,,-121,,1166,,1130,,0.00,,1121,,
04/02/2011,752.92,,195336,,-91,,1013,,991,,0.00,,967,,
04/03/2011,752.91,,195306,,-30,,827,,824,,0.00,,779,,
04/04/2011,752.92,,195336,,30,,653,,680,,0.00,,606,,
04/05/2011,752.94,,195396,,60,,578,,627,,0.00,,529,,
04/06/2011,752.94,,195396,,0,,543,,565,,0.00,,489,,
04/07/2011,752.93,,195366,,-30,,514,,518,,0.00,,460,,
04/08/2011,752.94,,195396,,30,,440,,451,,0.05,,389,,
04/09/2011,752.96,,195457,,61,,396,,427,,0.03,,346,,
04/10/2011,752.95,,195427,,-30,,396,,399,,0.00,,346,,
04/11/2011,752.95,,195427,,0,,369,,387,,0.00,,314,,
04/12/2011,752.94,,195396,,-31,,345,,349,,0.00,,288,,
04/13/2011,752.93,,195366,,-30,,294,,299,,0.00,,232,,
04/14/2011,752.95,,195427,,61,,247,,297,,0.00,,16,,
04/15/2011,752.98,,195517,,90,,244,,312,,0.00,,0,,
04/16/2011,752.95,,195427,,-90,,312,,293,,0.00,,0,,
04/17/2011,752.91,,195306,,-121,,316,,282,,0.00,,0,,
04/18/2011,752.90,,195275,,-31,,271,,277,,0.00,,0,,
04/19/2011,752.89,,195245,,-30,,255,,262,,0.00,,0,,
04/20/2011,752.90,,195275,,30,,212,,243,,0.00,,0,,
04/21/2011,752.92,,195336,,61,,184,,231,,0.04,,0,,
04/22/2011,752.94,,195396,,60,,179,,232,,0.00,,0,,
04/23/2011,752.96,,195457,,61,,195,,240,,0.02,,0,,
04/24/2011,752.94,,195396,,-61,,201,,187,,0.00,,0,,
04/25/2011,752.93,,195366,,-30,,188,,196,,0.00,,0,,
04/26/2011,752.89,,195245,,-121,,182,,152,,0.00,,0,,
04/27/2011,752.92,,195336,,91,,162,,238,,0.00,,0,,
04/28/2011,752.92,,195336,,0,,146,,172,,0.00,,0,,
04/29/2011,752.91,,195306,,-30,,126,,142,,0.00,,0,,
04/30/2011,752.94,,195396,,90,,112,,190,,0.00,,0,,
05/01/2011,752.95,,195427,,31,,100,,147,,0.00,,0,,
05/02/2011,752.96,,195457,,30,,110,,157,,0.00,,0,,
05/03/2011,752.96,,195457,,0,,114,,147,,0.00,,0,,
05/04/2011,752.98,,195517,,60,,110,,166,,0.00,,0,,
05/05/2011,753.00,,195578,,61,,108,,167,,0.00,,0,,
05/06/2011,752.99,,195548,,-30,,115,,133,,0.00,,0,,
05/07/2011,752.98,,195517,,-31,,119,,130,,0.00,,0,,
05/08/2011,752.96,,195457,,-60,,118,,110,,0.00,,0,,
05/09/2011,752.94,,195396,,-61,,107,,103,,0.00,,0,,
05/10/2011,752.93,,195366,,-30,,95,,106,,0.00,,0,,
05/11/2011,752.93,,195366,,0,,89,,115,,0.00,,0,,
05/12/2011,752.94,,195396,,30,,82,,122,,0.00,,0,,
05/13/2011,752.94,,195396,,0,,75,,102,,0.00,,0,,
05/14/2011,752.95,,195427,,31,,72,,112,,0.00,,0,,
05/15/2011,752.95,,195427,,0,,119,,121,,0.08,,0,,
05/16/2011,752.93,,195366,,-61,,105,,86,,0.02,,0,,
05/17/2011,752.94,,195396,,30,,93,,109,,0.10,,0,,
05/18/2011,752.97,,195487,,91,,73,,105,,0.21,,0,,
05/19/2011,753.01,,195609,,122,,59,,135,,0.01,,0,,
05/20/2011,753.04,,195701,,92,,56,,127,,0.00,,0,,
05/21/2011,753.06,,195763,,62,,72,,129,,0.00,,0,,
05/22/2011,753.05,,195732,,-31,,74,,84,,0.00,,0,,
05/23/2011,753.05,,195732,,0,,71,,94,,0.00,,0,,
05/24/2011,753.03,,195671,,-61,,82,,80,,0.00,,0,,
05/25/2011,753.03,,195671,,0,,74,,99,,0.00,,0,,
05/26/2011,753.01,,195609,,-62,,66,,64,,0.00,,0,,
05/27/2011,753.00,,195578,,-31,,69,,84,,0.00,,0,,
05/28/2011,752.98,,195517,,-61,,72,,78,,0.00,,0,,
05/29/2011,752.94,,195396,,-121,,64,,33,,0.00,,0,,
05/30/2011,752.95,,195427,,31,,51,,96,,0.00,,0,,
