Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,SPILL , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,CFS, ,
01/18/2014,701.65,,77184,,-114,,66,,7,,0.00,,0,,
01/19/2014,701.58,,77069,,-115,,56,,0,,0.00,,0,,
01/20/2014,701.54,,77004,,-65,,46,,-6,,0.00,,0,,
01/21/2014,701.51,,76954,,-50,,58,,13,,0.00,,0,,
01/22/2014,701.47,,76889,,-65,,47,,-7,,0.00,,0,,
01/23/2014,701.44,,76840,,-49,,50,,7,,0.00,,0,,
01/24/2014,701.42,,76807,,-33,,53,,19,,0.00,,0,,
01/25/2014,701.36,,76709,,-98,,54,,-13,,0.00,,0,,
01/26/2014,701.34,,76676,,-33,,39,,4,,0.00,,0,,
01/27/2014,701.32,,76643,,-33,,41,,2,,0.00,,0,,
01/28/2014,701.28,,76578,,-65,,48,,-4,,0.00,,0,,
01/29/2014,701.25,,76529,,-49,,47,,4,,0.00,,0,,
01/30/2014,701.24,,76512,,-17,,53,,25,,0.02,,0,,
01/31/2014,701.20,,76447,,-65,,43,,-13,,0.00,,0,,
02/01/2014,701.18,,76414,,-33,,42,,6,,0.00,,0,,
02/02/2014,701.16,,76381,,-33,,37,,1,,0.00,,0,,
02/03/2014,701.17,,76397,,16,,36,,3,,0.25,,0,,
02/04/2014,701.14,,76348,,-49,,38,,-7,,0.00,,0,,
02/05/2014,701.12,,76316,,-32,,38,,0,,0.00,,0,,
02/06/2014,701.12,,76316,,0,,36,,15,,0.01,,0,,
02/07/2014,701.14,,76348,,32,,29,,-5,,0.38,,0,,
02/08/2014,701.14,,76348,,0,,26,,5,,0.00,,0,,
02/09/2014,701.15,,76365,,17,,23,,12,,0.00,,0,,
02/10/2014,701.14,,76348,,-17,,23,,-5,,0.00,,0,,
02/11/2014,701.12,,76316,,-32,,38,,3,,0.00,,0,,
02/12/2014,701.13,,76332,,16,,27,,16,,0.00,,0,,
02/13/2014,701.13,,76332,,0,,26,,8,,0.00,,0,,
02/14/2014,701.10,,76283,,-49,,39,,-2,,0.00,,0,,
02/15/2014,701.06,,76217,,-66,,54,,4,,0.00,,0,,
02/16/2014,701.03,,76168,,-49,,46,,1,,0.00,,0,,
02/17/2014,701.03,,76168,,0,,31,,14,,0.00,,0,,
02/18/2014,701.02,,76152,,-16,,30,,3,,0.00,,0,,
02/19/2014,700.99,,76103,,-49,,30,,-15,,0.00,,0,,
02/20/2014,701.00,,76119,,16,,30,,23,,0.00,,0,,
02/21/2014,700.98,,76087,,-32,,35,,4,,0.00,,0,,
02/22/2014,700.95,,76039,,-48,,44,,4,,0.00,,0,,
02/23/2014,700.92,,75990,,-49,,44,,1,,0.00,,0,,
02/24/2014,700.89,,75942,,-48,,44,,4,,0.00,,0,,
02/25/2014,700.87,,75910,,-32,,38,,5,,0.00,,0,,
02/26/2014,700.86,,75894,,-16,,32,,6,,0.00,,0,,
02/27/2014,700.94,,76022,,128,,22,,7,,0.83,,0,,
02/28/2014,701.17,,76397,,375,,19,,16,,2.63,,0,,
03/01/2014,701.42,,76807,,410,,18,,25,,2.82,,0,,
03/02/2014,701.76,,77364,,557,,27,,266,,0.44,,0,,
03/03/2014,701.82,,77462,,98,,21,,45,,0.03,,0,,
03/04/2014,701.84,,77495,,33,,28,,26,,0.00,,0,,
03/05/2014,701.86,,77528,,33,,20,,20,,0.00,,0,,
03/06/2014,701.87,,77544,,16,,22,,11,,0.00,,0,,
03/07/2014,701.86,,77528,,-16,,24,,2,,0.00,,0,,
03/08/2014,701.87,,77544,,16,,17,,9,,0.00,,0,,
03/09/2014,701.89,,77577,,33,,16,,18,,0.00,,0,,
03/10/2014,701.88,,77560,,-17,,21,,-1,,0.00,,0,,
03/11/2014,701.87,,77544,,-16,,28,,3,,0.00,,0,,
03/12/2014,701.84,,77495,,-49,,25,,-5,,0.00,,0,,
03/13/2014,701.81,,77446,,-49,,40,,24,,0.00,,0,,
03/14/2014,701.81,,77446,,0,,19,,9,,0.00,,0,,
03/15/2014,701.80,,77429,,-17,,31,,7,,0.00,,0,,
03/16/2014,701.78,,77397,,-32,,33,,7,,0.00,,0,,
03/17/2014,701.76,,77364,,-33,,33,,5,,0.00,,0,,
03/18/2014,701.72,,77298,,-66,,45,,-5041,,0.00,,0,,
03/19/2014,701.70,,77266,,-32,,44,,13,,0.00,,0,,
03/20/2014,701.68,,77233,,-33,,35,,7,,0.00,,0,,
03/21/2014,701.65,,77184,,-49,,30,,-1,,0.00,,0,,
03/22/2014,701.63,,77151,,-33,,38,,5,,0.00,,0,,
03/23/2014,701.62,,77135,,-16,,32,,8,,0.00,,0,,
03/24/2014,701.62,,77135,,0,,22,,7,,0.00,,0,,
03/25/2014,701.60,,77102,,-33,,33,,1,,0.00,,0,,
03/26/2014,701.59,,77085,,-17,,35,,9,,0.07,,0,,
03/27/2014,701.58,,77069,,-16,,19,,-11,,0.04,,0,,
03/28/2014,701.57,,77053,,-16,,37,,14,,0.00,,0,,
03/29/2014,701.54,,77004,,-49,,41,,2,,0.00,,0,,
03/30/2014,701.51,,76954,,-50,,39,,-9,,0.12,,0,,
03/31/2014,701.49,,76922,,-32,,38,,8,,0.00,,0,,
04/01/2014,701.50,,76938,,16,,35,,10,,0.26,,0,,
04/02/2014,701.50,,76938,,0,,24,,-17,,0.31,,0,,
04/03/2014,701.51,,76954,,16,,21,,12,,0.00,,0,,
04/04/2014,701.50,,76938,,-16,,20,,-3,,0.00,,0,,
04/05/2014,701.46,,76872,,-66,,32,,6,,0.00,,0,,
04/06/2014,701.41,,76791,,-81,,32,,3,,0.00,,0,,
04/07/2014,701.37,,76725,,-66,,29,,7,,0.00,,0,,
04/08/2014,701.31,,76627,,-98,,45,,12,,0.00,,0,,
04/09/2014,701.25,,76529,,-98,,39,,4,,0.00,,0,,
04/10/2014,701.19,,76430,,-99,,47,,11,,0.00,,0,,
04/11/2014,701.13,,76332,,-98,,47,,6,,0.00,,0,,
04/12/2014,701.06,,76217,,-115,,47,,3,,0.00,,0,,
04/13/2014,701.00,,76119,,-98,,47,,5,,0.00,,0,,
04/14/2014,700.96,,76055,,-64,,34,,12,,0.00,,0,,
04/15/2014,700.90,,75958,,-97,,42,,6,,0.00,,0,,
04/16/2014,700.84,,75861,,-97,,37,,1,,0.00,,0,,
04/17/2014,700.78,,75765,,-96,,39,,2,,0.00,,0,,
04/18/2014,700.74,,75700,,-65,,38,,14,,0.00,,0,,
04/19/2014,700.69,,75620,,-80,,36,,0,,0.00,,0,,
04/20/2014,700.63,,75523,,-97,,36,,-3,,0.00,,0,,
04/21/2014,700.59,,75459,,-64,,32,,13,,0.00,,0,,
04/22/2014,700.52,,75346,,-113,,42,,-1,,0.00,,0,,
04/23/2014,700.45,,75234,,-112,,40,,-4,,0.00,,0,,
04/24/2014,700.39,,75137,,-97,,51,,6,,0.00,,0,,
04/25/2014,700.34,,75056,,-81,,42,,-5,,0.00,,0,,
04/26/2014,700.30,,74992,,-64,,41,,-12,,0.08,,0,,
04/27/2014,700.27,,74944,,-48,,39,,5,,0.00,,0,,
04/28/2014,700.23,,74879,,-65,,44,,1,,0.00,,0,,
04/29/2014,700.17,,74783,,-96,,54,,2,,0.00,,0,,
04/30/2014,700.13,,74718,,-65,,58,,24,,0.00,,0,,
05/01/2014,700.07,,74622,,-96,,60,,15,,0.00,,0,,
05/02/2014,699.99,,74493,,-129,,67,,8,,0.00,,0,,
05/03/2014,699.93,,74398,,-95,,62,,14,,0.00,,0,,
05/04/2014,699.87,,74302,,-96,,50,,-5,,0.00,,0,,
05/05/2014,699.83,,74239,,-63,,43,,4,,0.00,,0,,
05/06/2014,699.76,,74127,,-112,,51,,-10,,0.00,,0,,
05/07/2014,699.71,,74048,,-79,,50,,2,,0.00,,0,,
05/08/2014,699.66,,73968,,-80,,49,,-1,,0.00,,0,,
05/09/2014,699.63,,73921,,-47,,47,,16,,0.00,,0,,
05/10/2014,699.56,,73809,,-112,,61,,1,,0.00,,0,,
05/11/2014,699.51,,73730,,-79,,47,,4,,0.00,,0,,
05/12/2014,699.47,,73666,,-64,,39,,2,,0.00,,0,,
05/13/2014,699.42,,73587,,-79,,48,,9,,0.00,,0,,
05/14/2014,699.36,,73491,,-96,,58,,13,,0.00,,0,,
05/15/2014,699.29,,73380,,-111,,66,,16,,0.00,,0,,
05/16/2014,699.22,,73269,,-111,,64,,16,,0.00,,0,,
05/17/2014,699.15,,73158,,-111,,62,,6,,0.00,,0,,
05/18/2014,699.09,,73062,,-96,,52,,-0,,0.00,,0,,
05/19/2014,699.05,,72999,,-63,,47,,14,,0.00,,0,,
05/20/2014,698.99,,72903,,-96,,54,,6,,0.00,,0,,
05/21/2014,698.92,,72793,,-110,,52,,-7,,0.00,,0,,
05/22/2014,698.86,,72698,,-95,,58,,2,,0.00,,0,,
05/23/2014,698.80,,72604,,-94,,59,,8,,0.00,,0,,
05/24/2014,698.76,,72541,,-63,,26,,-11,,0.00,,0,,
05/25/2014,698.72,,72478,,-63,,59,,21,,0.00,,0,,
05/26/2014,698.70,,72446,,-32,,35,,16,,0.00,,0,,
05/27/2014,698.67,,72399,,-47,,36,,14,,0.00,,0,,
05/28/2014,698.63,,72336,,-63,,42,,8,,0.00,,0,,
05/29/2014,698.57,,72241,,-95,,54,,4,,0.00,,0,,
05/30/2014,698.50,,72131,,-110,,60,,2,,0.00,,0,,
05/31/2014,698.44,,72036,,-95,,60,,7,,0.00,,0,,
06/01/2014,698.38,,71942,,-94,,50,,-3,,0.00,,0,,
06/02/2014,698.34,,71879,,-63,,41,,6,,0.00,,0,,
06/03/2014,698.29,,71800,,-79,,53,,10,,0.00,,0,,
06/04/2014,698.22,,71690,,-110,,60,,2,,0.00,,0,,
06/05/2014,698.15,,71579,,-111,,65,,7,,0.00,,0,,
06/06/2014,698.10,,71501,,-78,,55,,13,,0.00,,0,,
06/07/2014,698.04,,71406,,-95,,56,,4,,0.00,,0,,
06/08/2014,698.00,,71343,,-63,,47,,9,,0.00,,0,,
06/09/2014,697.95,,71265,,-78,,41,,2,,0.00,,0,,
06/10/2014,697.92,,71218,,-47,,38,,14,,0.00,,0,,
06/11/2014,697.88,,71156,,-62,,43,,8,,0.00,,0,,
06/12/2014,697.84,,71094,,-62,,43,,6,,0.00,,0,,
06/13/2014,697.79,,71016,,-78,,41,,-2,,0.00,,0,,
06/14/2014,697.74,,70938,,-78,,43,,-1,,0.00,,0,,
06/15/2014,697.70,,70876,,-62,,41,,9,,0.00,,0,,
06/16/2014,697.67,,70829,,-47,,35,,7,,0.00,,0,,
06/17/2014,697.61,,70735,,-94,,50,,0,,0.00,,0,,
06/18/2014,697.54,,70626,,-109,,59,,1,,0.00,,0,,
06/19/2014,697.46,,70502,,-124,,70,,7,,0.00,,0,,
06/20/2014,697.39,,70393,,-109,,65,,10,,0.00,,0,,
06/21/2014,697.38,,70377,,-16,,21,,16,,0.00,,0,,
06/22/2014,697.36,,70346,,-31,,25,,7,,0.00,,0,,
06/23/2014,697.32,,70284,,-62,,36,,2,,0.00,,0,,
06/24/2014,697.27,,70206,,-78,,44,,2,,0.00,,0,,
06/25/2014,697.21,,70112,,-94,,58,,8,,0.00,,0,,
06/26/2014,697.15,,70019,,-93,,57,,5,,0.00,,0,,
06/27/2014,697.10,,69941,,-78,,53,,12,,0.00,,0,,
06/28/2014,697.03,,69832,,-109,,57,,3,,0.00,,0,,
06/29/2014,696.97,,69739,,-93,,54,,3,,0.00,,0,,
06/30/2014,696.91,,69647,,-92,,48,,2,,0.00,,0,,
07/01/2014,696.85,,69555,,-92,,58,,11,,0.00,,0,,
07/02/2014,696.79,,69462,,-93,,59,,5,,0.00,,0,,
07/03/2014,696.75,,69401,,-61,,40,,9,,0.00,,0,,
07/04/2014,696.70,,69324,,-77,,44,,6,,0.00,,0,,
07/05/2014,696.66,,69263,,-61,,49,,20,,0.00,,0,,
07/06/2014,696.62,,69201,,-62,,41,,14,,0.00,,0,,
07/07/2014,696.56,,69109,,-92,,45,,3,,0.00,,0,,
07/08/2014,696.49,,69002,,-107,,56,,5,,0.00,,0,,
07/09/2014,696.42,,68894,,-108,,62,,8,,0.00,,0,,
07/10/2014,696.36,,68802,,-92,,57,,7,,0.00,,0,,
07/11/2014,696.30,,68710,,-92,,51,,4,,0.00,,0,,
07/12/2014,696.25,,68633,,-77,,48,,5,,0.00,,0,,
07/13/2014,696.19,,68541,,-92,,51,,1,,0.00,,0,,
07/14/2014,696.15,,68479,,-62,,44,,11,,0.00,,0,,
07/15/2014,696.12,,68433,,-46,,39,,5,,0.00,,0,,
07/16/2014,696.07,,68357,,-76,,45,,6,,0.00,,0,,
07/17/2014,696.02,,68280,,-77,,47,,2,,0.00,,0,,
07/18/2014,695.96,,68188,,-92,,51,,3,,0.00,,0,,
07/19/2014,695.90,,68097,,-91,,50,,1,,0.00,,0,,
07/20/2014,695.85,,68022,,-75,,50,,1,,0.00,,0,,
07/21/2014,695.80,,67946,,-76,,43,,1,,0.00,,0,,
07/22/2014,695.75,,67870,,-76,,46,,5,,0.00,,0,,
07/23/2014,695.70,,67794,,-76,,46,,7,,0.00,,0,,
07/24/2014,695.64,,67703,,-91,,53,,5,,0.00,,0,,
07/25/2014,695.56,,67582,,-121,,69,,9,,0.00,,0,,
07/26/2014,695.50,,67491,,-91,,62,,14,,0.00,,0,,
07/27/2014,695.45,,67415,,-76,,46,,3,,0.00,,0,,
07/28/2014,695.42,,67370,,-45,,37,,15,,0.00,,0,,
07/29/2014,695.37,,67294,,-76,,48,,12,,0.00,,0,,
07/30/2014,695.30,,67188,,-106,,52,,-0,,0.00,,0,,
07/31/2014,695.23,,67082,,-106,,59,,7,,0.00,,0,,
08/01/2014,695.17,,66991,,-91,,60,,14,,0.00,,0,,
08/02/2014,695.11,,66900,,-91,,48,,5,,0.00,,0,,
08/03/2014,695.07,,66839,,-61,,42,,6,,0.00,,0,,
08/04/2014,695.03,,66778,,-61,,39,,1,,0.00,,0,,
08/05/2014,694.99,,66718,,-60,,38,,9,,0.00,,0,,
08/06/2014,694.93,,66628,,-90,,48,,2,,0.00,,0,,
08/07/2014,694.87,,66538,,-90,,53,,4,,0.00,,0,,
08/08/2014,694.84,,66493,,-45,,47,,24,,0.00,,0,,
08/09/2014,694.77,,66389,,-104,,45,,-8,,0.00,,0,,
08/10/2014,694.74,,66344,,-45,,37,,12,,0.00,,0,,
08/11/2014,694.69,,66269,,-75,,39,,1,,0.00,,0,,
08/12/2014,694.63,,66179,,-90,,43,,-6,,0.00,,0,,
08/13/2014,694.59,,66119,,-60,,54,,24,,0.00,,0,,
08/14/2014,694.52,,66014,,-105,,58,,3,,0.00,,0,,
08/15/2014,694.46,,65925,,-89,,52,,7,,0.00,,0,,
08/16/2014,694.39,,65820,,-105,,50,,1,,0.00,,0,,
08/17/2014,694.37,,65790,,-30,,28,,9,,0.00,,0,,
08/18/2014,694.32,,65715,,-75,,41,,2,,0.00,,0,,
08/19/2014,694.14,,65446,,-269,,132,,-4,,0.00,,0,,
08/20/2014,693.90,,65088,,-358,,173,,3,,0.00,,0,,
08/21/2014,693.70,,64793,,-295,,138,,-10,,0.00,,0,,
08/22/2014,693.62,,64674,,-119,,93,,30,,0.00,,0,,
08/23/2014,693.53,,64541,,-133,,82,,14,,0.00,,0,,
08/24/2014,693.44,,64408,,-133,,69,,-1,,0.00,,0,,
08/25/2014,693.38,,64320,,-88,,65,,18,,0.00,,0,,
08/26/2014,693.30,,64201,,-119,,63,,-1,,0.00,,0,,
08/27/2014,693.22,,64083,,-118,,69,,11,,0.00,,0,,
08/28/2014,693.16,,63994,,-89,,60,,16,,0.00,,0,,
08/29/2014,693.10,,63906,,-88,,51,,6,,0.00,,0,,
08/30/2014,693.05,,63832,,-74,,51,,12,,0.00,,0,,
08/31/2014,692.99,,63743,,-89,,52,,11,,0.00,,0,,
09/01/2014,692.94,,63671,,-72,,45,,9,,0.00,,0,,
09/02/2014,692.89,,63598,,-73,,50,,10,,0.00,,0,,
09/03/2014,692.83,,63510,,-88,,53,,6,,0.00,,0,,
09/04/2014,692.75,,63394,,-116,,69,,2,,0.00,,0,,
09/05/2014,692.68,,63291,,-103,,69,,10,,0.00,,0,,
09/06/2014,692.61,,63189,,-102,,59,,1,,0.00,,0,,
09/07/2014,692.54,,63087,,-102,,59,,2,,0.00,,0,,
09/08/2014,692.47,,62985,,-102,,65,,9,,0.00,,0,,
09/09/2014,692.40,,62883,,-102,,65,,1,,0.00,,0,,
09/10/2014,692.30,,62737,,-146,,78,,-3,,0.00,,0,,
09/11/2014,692.22,,62621,,-116,,75,,11,,0.00,,0,,
09/12/2014,692.15,,62519,,-102,,69,,12,,0.00,,0,,
09/13/2014,692.08,,62417,,-102,,58,,1,,0.00,,0,,
09/14/2014,692.03,,62344,,-73,,53,,10,,0.00,,0,,
09/15/2014,692.00,,62300,,-44,,36,,9,,0.00,,0,,
09/16/2014,691.94,,62214,,-86,,57,,5,,0.00,,0,,
09/17/2014,691.88,,62128,,-86,,58,,10,,0.00,,0,,
09/18/2014,691.82,,62041,,-87,,51,,1,,0.00,,0,,
09/19/2014,691.77,,61969,,-72,,46,,-0,,0.00,,0,,
09/20/2014,691.71,,61883,,-86,,60,,7,,0.00,,0,,
09/21/2014,691.65,,61797,,-86,,58,,5,,0.00,,0,,
09/22/2014,691.60,,61725,,-72,,48,,0,,0.00,,0,,
09/23/2014,691.57,,61682,,-43,,38,,5,,0.00,,0,,
09/24/2014,691.53,,61625,,-57,,44,,5,,0.00,,0,,
09/25/2014,691.48,,61553,,-72,,46,,-0,,0.00,,0,,
09/26/2014,691.42,,61467,,-86,,57,,3,,0.00,,0,,
09/27/2014,691.35,,61366,,-101,,56,,-5,,0.00,,0,,
09/28/2014,691.29,,61280,,-86,,56,,4,,0.00,,0,,
09/29/2014,691.23,,61194,,-86,,47,,-8,,0.00,,0,,
09/30/2014,691.17,,61107,,-87,,63,,6,,0.00,,0,,
10/01/2014,691.09,,60992,,-115,,70,,0,,0.00,,0,,
10/02/2014,691.00,,60863,,-129,,78,,3,,0.00,,0,,
10/03/2014,690.91,,60735,,-128,,82,,11,,0.00,,0,,
10/04/2014,690.81,,60594,,-141,,86,,9,,0.00,,0,,
10/05/2014,690.71,,60452,,-142,,81,,6,,0.00,,0,,
10/06/2014,690.62,,60324,,-128,,70,,-3,,0.00,,0,,
10/07/2014,690.55,,60225,,-99,,63,,8,,0.00,,0,,
10/08/2014,690.48,,60126,,-99,,66,,5,,0.00,,0,,
10/09/2014,690.39,,59998,,-128,,65,,-10,,0.00,,0,,
10/10/2014,690.32,,59899,,-99,,74,,9,,0.00,,0,,
10/11/2014,690.25,,59800,,-99,,68,,5,,0.00,,0,,
10/12/2014,690.19,,59714,,-86,,64,,9,,0.00,,0,,
10/13/2014,690.13,,59629,,-85,,57,,2,,0.00,,0,,
10/14/2014,690.05,,59516,,-113,,72,,6,,0.00,,0,,
10/15/2014,689.97,,59403,,-113,,70,,-2,,0.00,,0,,
10/16/2014,689.91,,59319,,-84,,63,,7,,0.00,,0,,
10/17/2014,689.83,,59207,,-112,,67,,-3,,0.00,,0,,
10/18/2014,689.76,,59109,,-98,,66,,2,,0.00,,0,,
10/19/2014,689.70,,59025,,-84,,61,,6,,0.00,,0,,
10/20/2014,689.64,,58941,,--,,62,,6,,0.00,,0,,
10/21/2014,689.56,,58829,,--,,68,,-3,,0.00,,0,,
10/22/2014,689.48,,58716,,-113,,68,,-1,,0.00,,0,,
10/23/2014,689.41,,58618,,-98,,68,,5,,0.00,,0,,
10/24/2014,689.36,,58548,,-70,,53,,5,,0.00,,0,,
10/25/2014,689.27,,58422,,-126,,73,,-4,,0.00,,0,,
10/26/2014,689.22,,58352,,-70,,58,,11,,0.00,,0,,
10/27/2014,689.16,,58268,,-84,,59,,2,,0.00,,0,,
10/28/2014,689.09,,58170,,-98,,59,,-4,,0.00,,0,,
10/29/2014,689.03,,58086,,-84,,60,,4,,0.00,,0,,
10/30/2014,688.98,,58016,,-70,,54,,5,,0.00,,0,,
10/31/2014,688.92,,57933,,-83,,54,,-4,,0.00,,0,,
11/01/2014,688.93,,57947,,14,,48,,-5,,0.72,,0,,
11/02/2014,688.92,,57933,,-14,,36,,0,,0.13,,0,,
11/03/2014,688.90,,57905,,-28,,27,,-1,,0.00,,0,,
11/04/2014,688.87,,57864,,-41,,34,,-4,,0.00,,0,,
11/05/2014,688.85,,57836,,-28,,29,,-1,,0.00,,0,,
11/06/2014,688.84,,57822,,-14,,26,,5,,0.00,,0,,
11/07/2014,688.82,,57795,,-27,,27,,0,,0.00,,0,,
11/08/2014,688.81,,57781,,-14,,27,,5,,0.00,,0,,
11/09/2014,688.79,,57753,,-28,,31,,3,,0.00,,0,,
11/10/2014,688.78,,57739,,-14,,29,,6,,0.00,,0,,
11/11/2014,688.77,,57725,,-14,,28,,4,,0.00,,0,,
11/12/2014,688.75,,57698,,-27,,27,,-5,,0.00,,0,,
11/13/2014,688.74,,57684,,-14,,26,,2,,0.00,,0,,
11/14/2014,688.74,,57684,,0,,26,,6,,0.01,,0,,
11/15/2014,688.72,,57656,,-28,,23,,-8,,0.00,,0,,
11/16/2014,688.71,,57642,,-14,,23,,1,,0.00,,0,,
11/17/2014,688.69,,57614,,-28,,23,,-7,,0.00,,0,,
11/18/2014,688.68,,57600,,-14,,37,,17,,0.00,,0,,
11/19/2014,688.65,,57559,,-41,,33,,-2,,0.00,,0,,
11/20/2014,688.61,,57503,,-56,,34,,-10,,0.00,,0,,
11/21/2014,688.57,,57448,,-55,,41,,-8,,0.01,,0,,
11/22/2014,688.54,,57406,,-42,,40,,3,,0.00,,0,,
11/23/2014,688.51,,57365,,-41,,42,,6,,0.00,,0,,
11/24/2014,688.50,,57351,,-14,,29,,7,,0.00,,0,,
11/25/2014,688.47,,57309,,-42,,29,,-8,,0.00,,0,,
11/26/2014,688.45,,57282,,-27,,32,,4,,0.00,,0,,
11/27/2014,688.42,,57240,,-42,,36,,-1,,0.00,,0,,
11/28/2014,688.39,,57199,,-41,,39,,4,,0.00,,0,,
11/29/2014,688.37,,57171,,-28,,34,,3,,0.00,,0,,
11/30/2014,688.35,,57143,,-28,,31,,1,,0.00,,0,,
12/01/2014,688.34,,57129,,-14,,26,,-1,,0.00,,0,,
12/02/2014,688.35,,57143,,14,,22,,10,,0.23,,0,,
12/03/2014,688.46,,57296,,153,,18,,-0,,1.51,,0,,
12/04/2014,688.45,,57282,,-14,,16,,1,,0.02,,0,,
12/05/2014,688.43,,57254,,-28,,15,,-5,,0.00,,0,,
12/06/2014,688.41,,57226,,-28,,19,,-1,,0.00,,0,,
12/07/2014,688.41,,57226,,0,,16,,10,,0.01,,0,,
12/08/2014,688.39,,57199,,-27,,16,,-3,,0.00,,0,,
12/09/2014,688.37,,57171,,-28,,16,,1,,0.00,,0,,
12/10/2014,688.35,,57143,,-28,,16,,1,,0.00,,0,,
12/11/2014,688.35,,57143,,0,,16,,14,,0.00,,0,,
12/12/2014,688.61,,57503,,360,,16,,11,,3.18,,0,,
12/13/2014,688.66,,57573,,70,,17,,36,,0.25,,0,,
12/14/2014,688.65,,57559,,-14,,16,,10,,0.00,,0,,
12/15/2014,688.63,,57531,,-28,,17,,1,,0.00,,0,,
12/16/2014,688.64,,57545,,14,,18,,2,,0.36,,0,,
12/17/2014,688.64,,57545,,0,,18,,-1,,0.30,,0,,
12/18/2014,688.62,,57517,,-28,,17,,0,,0.02,,0,,
12/19/2014,688.60,,57490,,-27,,17,,1,,0.00,,0,,
12/20/2014,688.59,,57476,,-14,,17,,8,,0.00,,0,,
12/21/2014,688.58,,57462,,-14,,17,,8,,0.00,,0,,
12/22/2014,688.57,,57448,,-14,,17,,10,,0.00,,0,,
12/23/2014,688.55,,57420,,-28,,17,,3,,0.00,,0,,
12/24/2014,688.52,,57379,,-41,,17,,-5,,0.00,,0,,
12/25/2014,688.44,,57268,,-111,,17,,-39,,0.00,,0,,
12/26/2014,688.45,,57282,,14,,14,,22,,0.00,,0,,
12/27/2014,688.43,,57254,,-28,,8,,-8,,0.00,,0,,
12/28/2014,688.42,,57240,,-14,,8,,1,,0.00,,0,,
12/29/2014,688.39,,57199,,-41,,10,,-13,,0.00,,0,,
12/30/2014,688.37,,57171,,-28,,13,,0,,0.00,,0,,
12/31/2014,688.37,,57171,,0,,9,,7,,0.00,,0,,
01/01/2015,688.33,,57115,,-56,,12,,-16,,0.00,,0,,
01/02/2015,688.33,,57115,,0,,14,,10,,0.00,,0,,
01/03/2015,688.29,,57060,,-55,,13,,-16,,0.00,,0,,
01/04/2015,688.28,,57046,,-14,,14,,5,,0.00,,0,,
01/05/2015,688.26,,57018,,-28,,14,,-2,,0.00,,0,,
01/06/2015,688.24,,56991,,-27,,15,,4,,0.00,,0,,
01/07/2015,688.24,,56991,,0,,19,,10,,0.00,,0,,
01/08/2015,688.23,,56977,,-14,,7,,-13,,0.00,,0,,
01/09/2015,688.22,,56963,,-14,,36,,21,,0.00,,0,,
01/10/2015,688.20,,56935,,-28,,24,,-4,,0.00,,0,,
01/11/2015,688.25,,57005,,70,,23,,9,,0.63,,0,,
01/12/2015,688.25,,57005,,0,,15,,1,,0.02,,0,,
01/13/2015,688.23,,56977,,-28,,20,,-4,,0.01,,0,,
01/14/2015,688.22,,56963,,-14,,21,,10,,0.01,,0,,
01/15/2015,688.19,,56921,,-42,,14,,-6,,0.00,,0,,
01/16/2015,688.17,,56894,,-27,,14,,-3,,0.00,,0,,
01/17/2015,688.15,,56866,,-28,,14,,-2,,0.00,,0,,
01/18/2015,688.15,,56866,,0,,14,,6,,0.00,,0,,
01/19/2015,688.16,,56880,,14,,15,,1,,0.00,,0,,
01/20/2015,688.17,,56894,,14,,15,,2,,0.00,,0,,
01/21/2015,688.18,,56907,,13,,15,,3,,0.01,,0,,
01/22/2015,688.19,,56921,,14,,17,,4,,0.00,,0,,
01/23/2015,688.19,,56921,,0,,17,,-2,,0.00,,0,,
01/24/2015,688.20,,56935,,14,,17,,6,,0.00,,0,,
01/25/2015,688.19,,56921,,-14,,17,,-8,,0.00,,0,,
01/26/2015,688.21,,56949,,28,,17,,15,,0.00,,0,,
01/27/2015,688.22,,56963,,14,,16,,-6,,0.14,,0,,
01/28/2015,688.23,,56977,,14,,16,,7,,0.00,,0,,
01/29/2015,688.24,,56991,,14,,16,,1,,0.00,,0,,
01/30/2015,688.24,,56991,,0,,18,,2,,0.00,,0,,
01/31/2015,688.23,,56977,,-14,,19,,6,,0.00,,0,,
02/01/2015,688.21,,56949,,-28,,19,,4,,0.00,,0,,
02/02/2015,688.20,,56935,,-14,,19,,3,,0.00,,0,,
02/03/2015,688.19,,56921,,-14,,18,,2,,0.00,,0,,
02/04/2015,688.18,,56907,,-14,,18,,3,,0.00,,0,,
02/05/2015,688.18,,56907,,0,,18,,8,,0.00,,0,,
02/06/2015,688.18,,56907,,0,,19,,7,,0.00,,0,,
02/07/2015,688.15,,56866,,-41,,16,,-13,,0.01,,0,,
02/08/2015,688.20,,56935,,69,,16,,19,,0.32,,0,,
02/09/2015,688.21,,56949,,14,,14,,4,,0.12,,0,,
02/10/2015,688.21,,56949,,0,,18,,10,,0.00,,0,,
02/11/2015,688.20,,56935,,-14,,16,,2,,0.00,,0,,
02/12/2015,688.20,,56935,,0,,16,,8,,0.00,,0,,
02/13/2015,688.19,,56921,,-14,,7,,-4,,0.00,,0,,
02/14/2015,688.19,,56921,,0,,16,,9,,0.00,,0,,
02/15/2015,688.18,,56907,,-14,,17,,2,,0.00,,0,,
02/16/2015,688.18,,56907,,0,,7,,-1,,0.00,,0,,
