Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,RIVREL , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,
05/16/2013,1900.93,,13859,,-112,,3376,,3326,,6,,2541,,2381,,0,,
05/17/2013,1900.63,,13639,,-220,,3569,,3463,,5,,2463,,2303,,0,,
05/18/2013,1900.87,,13815,,176,,3367,,3461,,5,,2354,,2194,,0,,
05/19/2013,1900.93,,13859,,44,,3421,,3448,,5,,2235,,2075,,0,,
05/20/2013,1901.20,,14061,,202,,3190,,3293,,1,,2128,,1968,,0,,
05/21/2013,1901.30,,14135,,74,,3495,,3533,,1,,1984,,1824,,0,,
05/22/2013,1901.76,,14479,,344,,3168,,3347,,6,,1976,,1816,,0,,
05/23/2013,1900.78,,13749,,-730,,3578,,3216,,6,,1982,,1822,,0,,
05/24/2013,1901.13,,14008,,259,,3008,,3145,,6,,1982,,1822,,0,,
05/25/2013,1901.24,,14091,,83,,3607,,3654,,5,,1964,,1804,,0,,
05/26/2013,1901.53,,14307,,216,,3920,,4035,,6,,1922,,1762,,0,,
05/27/2013,1901.35,,14173,,-134,,3880,,3818,,6,,1923,,1763,,0,,
05/28/2013,1901.10,,13986,,-187,,3610,,3524,,8,,1686,,1526,,0,,
05/29/2013,1900.10,,13249,,-737,,4182,,3815,,5,,1520,,1360,,0,,
05/30/2013,1900.48,,13528,,279,,4069,,4216,,6,,1520,,1360,,0,,
05/31/2013,1900.08,,13234,,-294,,4198,,4055,,5,,1521,,1361,,0,,
06/01/2013,1900.53,,13565,,331,,3693,,3865,,5,,1254,,1094,,0,,
06/02/2013,1900.34,,13425,,-140,,3844,,3780,,7,,1200,,1040,,0,,
06/03/2013,1900.74,,13720,,295,,3985,,4141,,7,,1520,,1360,,0,,
06/04/2013,1900.75,,13727,,7,,4150,,4161,,7,,1520,,1360,,0,,
06/05/2013,1901.47,,14263,,536,,3996,,4273,,7,,1520,,1360,,0,,
06/06/2013,1900.92,,13852,,-411,,4429,,4228,,6,,1520,,1360,,0,,
06/07/2013,1900.76,,13734,,-118,,4263,,4212,,8,,1520,,1360,,0,,
06/08/2013,1901.73,,14457,,723,,4042,,4414,,7,,1520,,1360,,0,,
06/09/2013,1901.07,,13963,,-494,,3957,,3718,,10,,1520,,1360,,0,,
06/10/2013,1900.74,,13720,,--,,4554,,4439,,8,,1520,,1360,,0,,
06/11/2013,1901.05,,13948,,--,,4103,,4218,,0,,1206,,1046,,0,,
06/12/2013,1901.13,,14008,,60,,3776,,3813,,7,,759,,599,,0,,
06/13/2013,1901.82,,14524,,516,,3577,,3844,,7,,729,,569,,0,,
06/14/2013,1901.36,,14180,,-344,,3818,,3651,,6,,681,,521,,0,,
06/15/2013,1901.41,,14218,,38,,3677,,3702,,6,,677,,517,,0,,
06/16/2013,1901.41,,14218,,0,,3668,,3675,,7,,676,,516,,0,,
06/17/2013,1901.31,,14143,,-75,,3601,,3565,,2,,675,,515,,0,,
06/18/2013,1901.56,,14330,,187,,3777,,3880,,9,,638,,478,,0,,
06/19/2013,1901.36,,14180,,-150,,3831,,3759,,4,,578,,418,,0,,
06/20/2013,1900.90,,13837,,-343,,3903,,3736,,6,,540,,380,,0,,
06/21/2013,1900.98,,13896,,59,,3858,,3894,,6,,539,,379,,0,,
06/22/2013,1901.19,,14053,,157,,3819,,3902,,4,,503,,343,,0,,
06/23/2013,1901.14,,14016,,-37,,3835,,3825,,9,,488,,328,,0,,
06/24/2013,1901.41,,14218,,202,,3880,,3984,,2,,464,,304,,0,,
06/25/2013,1901.29,,14128,,-90,,3866,,3822,,1,,452,,292,,0,,
06/26/2013,1901.24,,14091,,-37,,2930,,2911,,0,,447,,287,,0,,
06/27/2013,1901.30,,14135,,44,,3688,,3712,,2,,446,,286,,0,,
06/28/2013,1901.36,,14180,,45,,3678,,3707,,6,,447,,287,,0,,
06/29/2013,1901.25,,14098,,-82,,3538,,3503,,6,,451,,291,,0,,
06/30/2013,1901.21,,14068,,-30,,3734,,3726,,7,,450,,290,,0,,
07/01/2013,1901.18,,14046,,-22,,3728,,3724,,7,,452,,287,,0,,
07/02/2013,1901.33,,14158,,112,,3707,,3769,,6,,458,,288,,0,,
07/03/2013,1900.69,,13683,,-475,,3941,,3709,,7,,454,,284,,0,,
07/04/2013,1901.06,,13956,,273,,3678,,3819,,3,,453,,283,,0,,
07/05/2013,1901.33,,14158,,202,,3689,,3802,,11,,454,,284,,0,,
07/06/2013,1901.54,,14315,,157,,3746,,3832,,7,,457,,287,,0,,
07/07/2013,1901.13,,14008,,-307,,3845,,3697,,7,,455,,285,,0,,
07/08/2013,1901.11,,13993,,-15,,3817,,3817,,8,,462,,298,,0,,
07/09/2013,1901.24,,14091,,98,,3816,,3873,,8,,469,,334,,0,,
07/10/2013,1901.17,,14038,,-53,,3801,,3780,,6,,467,,332,,0,,
07/11/2013,1900.93,,13859,,-179,,3070,,2990,,10,,462,,327,,0,,
07/12/2013,1901.29,,14128,,269,,3755,,3899,,8,,461,,326,,0,,
07/13/2013,1901.30,,14135,,7,,3762,,3770,,4,,463,,328,,0,,
07/14/2013,1901.08,,13971,,-164,,3805,,3732,,10,,462,,327,,0,,
07/15/2013,1900.59,,13609,,-362,,3939,,3764,,8,,459,,324,,0,,
07/16/2013,1900.68,,13675,,66,,3903,,3944,,8,,448,,313,,0,,
07/17/2013,1900.81,,13771,,96,,3866,,3921,,7,,439,,304,,0,,
07/18/2013,1901.25,,14098,,327,,3667,,3839,,7,,442,,307,,0,,
07/19/2013,1901.56,,14330,,232,,3648,,3771,,6,,446,,311,,0,,
07/20/2013,1901.70,,14435,,105,,3539,,3598,,6,,447,,312,,0,,
07/21/2013,1900.66,,13661,,-774,,2427,,2044,,7,,411,,286,,0,,
07/22/2013,1900.42,,13484,,-177,,3775,,3694,,8,,439,,304,,0,,
07/23/2013,1900.39,,13462,,-22,,3773,,3771,,9,,438,,303,,0,,
07/24/2013,1901.15,,14023,,561,,3555,,3844,,6,,443,,308,,0,,
07/25/2013,1901.22,,14076,,53,,3587,,3622,,8,,447,,312,,0,,
07/26/2013,1901.38,,14195,,119,,3726,,3792,,6,,447,,312,,0,,
07/27/2013,1901.35,,14173,,-22,,3782,,3780,,9,,450,,315,,0,,
07/28/2013,1901.52,,14300,,127,,3637,,3709,,8,,451,,316,,0,,
07/29/2013,1901.68,,14420,,120,,3644,,3711,,7,,451,,316,,0,,
07/30/2013,1900.92,,13852,,-568,,3779,,3493,,0,,449,,314,,0,,
07/31/2013,1901.05,,13948,,96,,3678,,3734,,8,,445,,310,,0,,
08/01/2013,1901.04,,13941,,-7,,3722,,3723,,5,,448,,313,,0,,
08/02/2013,1901.01,,13918,,-23,,3736,,3733,,9,,447,,312,,0,,
08/03/2013,1901.00,,13911,,-7,,3739,,3738,,3,,447,,312,,0,,
08/04/2013,1900.98,,13896,,-15,,3745,,3747,,10,,446,,311,,0,,
08/05/2013,1901.56,,14330,,434,,3512,,3738,,7,,450,,315,,0,,
08/06/2013,1901.24,,14091,,-239,,3416,,3303,,7,,448,,313,,0,,
08/07/2013,1900.97,,13889,,-202,,3353,,3255,,4,,446,,311,,0,,
08/08/2013,1900.83,,13786,,-103,,3790,,3745,,7,,445,,310,,0,,
08/09/2013,1900.88,,13823,,37,,3749,,3775,,7,,446,,311,,0,,
08/10/2013,1901.06,,13956,,133,,3733,,3805,,5,,446,,311,,0,,
08/11/2013,1901.09,,13978,,22,,3111,,3126,,4,,451,,316,,0,,
08/12/2013,1901.13,,14008,,30,,3045,,3067,,7,,449,,314,,0,,
08/13/2013,1900.60,,13617,,-391,,3095,,2902,,4,,621,,486,,0,,
08/14/2013,1900.84,,13793,,176,,2613,,2709,,7,,676,,541,,0,,
08/15/2013,1901.54,,14315,,522,,2705,,2977,,9,,517,,382,,0,,
08/16/2013,1901.39,,14203,,-112,,2609,,2558,,5,,438,,303,,0,,
08/17/2013,1901.07,,13963,,-240,,2631,,2516,,6,,440,,305,,0,,
08/18/2013,1900.75,,13727,,-236,,2556,,2444,,7,,431,,296,,0,,
08/19/2013,1901.28,,14120,,393,,2409,,2612,,5,,434,,299,,0,,
08/20/2013,1901.00,,13911,,-209,,2550,,2453,,8,,435,,300,,0,,
08/21/2013,1901.39,,14203,,292,,2523,,2671,,1,,435,,300,,0,,
08/22/2013,1900.98,,13896,,-307,,2651,,2504,,8,,437,,302,,0,,
08/23/2013,1901.02,,13926,,30,,2446,,2466,,5,,436,,301,,0,,
08/24/2013,1901.04,,13941,,15,,2511,,2524,,5,,437,,302,,0,,
08/25/2013,1901.39,,14203,,262,,2498,,2635,,5,,963,,828,,0,,
08/26/2013,1901.20,,14061,,-142,,2631,,2560,,1,,2615,,2480,,0,,
08/27/2013,1901.62,,14375,,314,,2956,,3119,,5,,2027,,1892,,0,,
08/28/2013,1901.36,,14180,,-195,,2923,,2833,,8,,1503,,1368,,0,,
08/29/2013,1901.42,,14225,,45,,2632,,2660,,5,,1009,,865,,0,,
08/30/2013,1901.63,,14382,,157,,2412,,2498,,7,,835,,685,,0,,
08/31/2013,1901.49,,14278,,-104,,2593,,2546,,5,,831,,681,,0,,
09/01/2013,1901.68,,14420,,142,,2432,,2511,,7,,828,,678,,0,,
09/02/2013,1901.36,,14180,,-240,,2419,,2305,,7,,832,,682,,0,,
09/03/2013,1901.27,,14113,,-67,,2898,,2868,,4,,823,,673,,0,,
09/04/2013,1901.71,,14442,,329,,1916,,2088,,6,,827,,677,,0,,
09/05/2013,1901.75,,14472,,30,,2010,,2030,,5,,834,,684,,0,,
09/06/2013,1901.43,,14233,,-239,,2107,,1991,,4,,834,,684,,0,,
09/07/2013,1901.57,,14337,,104,,2016,,2074,,6,,834,,684,,0,,
09/08/2013,1901.65,,14397,,60,,2034,,2071,,7,,832,,682,,0,,
09/09/2013,1901.33,,14158,,-239,,2247,,2135,,8,,830,,680,,0,,
09/10/2013,1901.09,,13978,,-180,,2078,,1993,,6,,824,,674,,0,,
09/11/2013,1901.37,,14188,,210,,1978,,2090,,6,,848,,698,,0,,
09/12/2013,1901.66,,14405,,217,,1953,,2068,,6,,888,,738,,0,,
09/13/2013,1900.53,,13565,,-840,,1437,,1019,,5,,886,,736,,0,,
09/14/2013,1900.46,,13514,,-51,,2047,,2027,,6,,907,,757,,0,,
09/15/2013,1900.83,,13786,,272,,2043,,2186,,6,,960,,810,,0,,
09/16/2013,1901.52,,14300,,514,,1993,,2257,,5,,935,,785,,0,,
09/17/2013,1900.88,,13823,,-477,,1860,,1625,,5,,936,,786,,0,,
09/18/2013,1900.69,,13683,,-140,,1284,,1218,,5,,960,,832,,0,,
09/19/2013,1901.04,,13941,,258,,1251,,1387,,6,,618,,440,,0,,
09/20/2013,1900.96,,13882,,-59,,1494,,1469,,5,,464,,314,,0,,
09/21/2013,1900.67,,13668,,-214,,1495,,1389,,2,,463,,313,,0,,
09/22/2013,1900.67,,13668,,0,,1494,,1496,,2,,461,,311,,0,,
09/23/2013,1900.56,,13587,,-81,,1436,,1397,,2,,463,,313,,0,,
09/24/2013,1900.34,,13425,,-162,,1552,,1474,,4,,463,,313,,0,,
09/25/2013,1900.51,,13550,,125,,1312,,1379,,4,,462,,312,,2,,
09/26/2013,1900.28,,13381,,-169,,1326,,1243,,2,,459,,309,,0,,
09/27/2013,1900.53,,13565,,184,,1377,,1473,,3,,459,,309,,0,,
09/28/2013,1900.86,,13808,,243,,1308,,1434,,3,,461,,311,,0,,
09/29/2013,1901.27,,14113,,305,,1292,,1449,,3,,465,,315,,0,,
09/30/2013,1901.22,,14076,,-37,,1409,,1394,,4,,467,,317,,0,,
10/01/2013,1900.91,,13845,,-231,,1493,,1379,,2,,466,,316,,0,,
10/02/2013,1900.80,,13764,,-81,,1401,,1363,,3,,466,,316,,0,,
10/03/2013,1900.86,,13808,,44,,1335,,1360,,3,,463,,313,,0,,
10/04/2013,1900.64,,13646,,-162,,1430,,1351,,3,,462,,312,,0,,
10/05/2013,1900.87,,13815,,169,,1368,,1456,,3,,461,,311,,0,,
10/06/2013,1900.69,,13683,,-132,,1428,,1364,,3,,463,,313,,0,,
10/07/2013,1900.46,,13514,,-169,,1449,,1367,,3,,459,,309,,0,,
10/08/2013,1900.50,,13543,,29,,1363,,1380,,2,,461,,311,,0,,
10/09/2013,1900.87,,13815,,272,,1364,,1504,,3,,463,,313,,0,,
10/10/2013,1900.88,,13823,,8,,1364,,1371,,3,,464,,314,,0,,
10/11/2013,1900.88,,13823,,0,,1318,,1321,,3,,461,,311,,0,,
10/12/2013,1900.53,,13565,,-258,,1361,,1233,,2,,458,,308,,0,,
10/13/2013,1901.17,,14038,,473,,1372,,1613,,3,,461,,311,,0,,
10/14/2013,1901.16,,14031,,-7,,1345,,1343,,2,,447,,297,,0,,
10/15/2013,1900.97,,13889,,-142,,1404,,1335,,3,,402,,276,,0,,
10/16/2013,1901.22,,14076,,187,,1383,,1481,,4,,347,,227,,0,,
10/17/2013,1901.08,,13971,,-105,,1425,,1374,,2,,312,,192,,0,,
10/18/2013,1900.89,,13830,,-141,,1420,,1351,,2,,308,,188,,0,,
10/19/2013,1901.01,,13918,,88,,1447,,1494,,3,,306,,186,,0,,
10/20/2013,1900.85,,13801,,-117,,1432,,1375,,2,,307,,187,,0,,
10/21/2013,1900.84,,13793,,-8,,1457,,1455,,2,,306,,186,,0,,
10/22/2013,1900.92,,13852,,59,,1407,,1439,,2,,307,,187,,0,,
10/23/2013,1900.70,,13690,,-162,,1455,,1375,,2,,308,,188,,0,,
10/24/2013,1900.78,,13749,,59,,1441,,1473,,2,,303,,183,,0,,
10/25/2013,1900.87,,13815,,66,,1445,,1480,,2,,300,,180,,0,,
10/26/2013,1900.88,,13823,,8,,1406,,1412,,2,,299,,179,,0,,
10/27/2013,1901.17,,14038,,215,,1574,,1684,,2,,298,,178,,0,,
10/28/2013,1900.95,,13874,,-164,,1469,,1389,,3,,301,,181,,0,,
10/29/2013,1901.30,,14135,,261,,1326,,1460,,2,,299,,179,,0,,
10/30/2013,1901.57,,14337,,202,,1450,,1554,,2,,302,,182,,0,,
10/31/2013,1901.80,,14509,,172,,1446,,1535,,2,,305,,185,,0,,
11/01/2013,1901.74,,14465,,-44,,315,,294,,1,,305,,185,,0,,
11/02/2013,1901.65,,14397,,-68,,315,,283,,2,,305,,185,,0,,
11/03/2013,1900.86,,13808,,-589,,302,,7,,2,,293,,178,,0,,
11/04/2013,1901.21,,14068,,260,,312,,445,,2,,302,,182,,0,,
11/05/2013,1901.06,,13956,,-112,,314,,259,,1,,304,,184,,0,,
11/06/2013,1901.22,,14076,,120,,313,,375,,2,,303,,183,,0,,
11/07/2013,1901.70,,14435,,359,,319,,501,,1,,303,,183,,0,,
11/08/2013,1901.70,,14435,,0,,358,,360,,2,,308,,188,,0,,
11/09/2013,1901.80,,14509,,74,,319,,358,,2,,309,,189,,0,,
11/10/2013,1901.70,,14435,,-74,,402,,367,,2,,308,,188,,0,,
11/11/2013,1901.77,,14487,,52,,319,,347,,2,,309,,189,,0,,
11/12/2013,1901.65,,14397,,-90,,492,,448,,1,,310,,190,,0,,
11/13/2013,1901.63,,14382,,-15,,311,,304,,1,,311,,191,,0,,
11/14/2013,1901.60,,14360,,-22,,312,,303,,2,,312,,192,,0,,
11/15/2013,1901.78,,14494,,134,,311,,382,,3,,311,,191,,0,,
11/16/2013,1901.74,,14465,,-29,,311,,297,,1,,311,,191,,0,,
11/17/2013,1901.71,,14442,,-23,,312,,301,,1,,312,,192,,0,,
11/18/2013,1901.89,,14577,,135,,313,,382,,1,,313,,193,,0,,
11/19/2013,1901.88,,14569,,-8,,316,,312,,0,,316,,196,,0,,
11/20/2013,1901.53,,14307,,-262,,313,,182,,1,,313,,193,,0,,
11/21/2013,1901.31,,14143,,-164,,310,,228,,1,,310,,190,,0,,
11/22/2013,1901.29,,14128,,-15,,310,,302,,0,,310,,190,,0,,
11/23/2013,1901.49,,14278,,150,,311,,387,,0,,311,,191,,0,,
11/24/2013,1901.46,,14255,,-23,,315,,303,,0,,315,,195,,0,,
11/25/2013,1901.38,,14195,,-60,,315,,285,,0,,314,,194,,0,,
11/26/2013,1901.16,,14031,,-164,,317,,234,,0,,314,,194,,0,,
11/27/2013,1901.07,,13963,,-68,,324,,290,,0,,314,,194,,0,,
11/28/2013,1900.99,,13904,,-59,,324,,294,,0,,314,,194,,0,,
11/29/2013,--,,--,,--,,--,,--,,--,,--,,196,,0,,
11/30/2013,1900.84,,13793,,--,,322,,301,,1,,312,,192,,0,,
12/01/2013,1900.75,,13727,,-66,,324,,291,,0,,314,,194,,0,,
12/02/2013,1901.30,,14135,,408,,322,,528,,0,,312,,192,,0,,
12/03/2013,1901.18,,14046,,-89,,323,,278,,0,,313,,193,,0,,
12/04/2013,1900.79,,13756,,-290,,827,,681,,0,,315,,195,,0,,
12/05/2013,1901.09,,13978,,222,,793,,905,,0,,312,,192,,0,,
12/06/2013,1900.77,,13742,,-236,,902,,783,,0,,314,,194,,0,,
12/07/2013,1900.54,,13572,,-170,,323,,237,,0,,312,,192,,0,,
12/08/2013,1901.22,,14076,,504,,324,,578,,0,,313,,193,,0,,
12/09/2013,1901.48,,14270,,194,,535,,633,,0,,317,,197,,0,,
12/10/2013,1901.03,,13933,,-337,,796,,626,,0,,318,,198,,0,,
12/11/2013,1901.02,,13926,,-7,,729,,725,,0,,313,,188,,0,,
12/12/2013,1901.20,,14061,,135,,857,,925,,0,,312,,182,,0,,
12/13/2013,1901.17,,14038,,-23,,867,,855,,0,,315,,185,,0,,
12/14/2013,1900.96,,13882,,-156,,327,,248,,0,,315,,185,,0,,
12/15/2013,1900.88,,13823,,-59,,325,,295,,0,,314,,184,,0,,
12/16/2013,1900.68,,13675,,-148,,597,,522,,0,,312,,182,,0,,
12/17/2013,1900.81,,13771,,96,,521,,569,,0,,310,,180,,0,,
12/18/2013,1901.11,,13993,,222,,519,,631,,0,,312,,182,,0,,
12/19/2013,1901.48,,14270,,277,,523,,663,,0,,315,,185,,0,,
12/20/2013,1901.43,,14233,,-37,,665,,646,,0,,318,,188,,0,,
12/21/2013,1901.28,,14120,,-113,,326,,269,,0,,315,,185,,0,,
12/22/2013,1900.82,,13779,,-341,,510,,338,,0,,316,,186,,0,,
12/23/2013,1900.91,,13845,,66,,707,,743,,3,,312,,182,,0,,
12/24/2013,1900.80,,13764,,-81,,594,,553,,0,,314,,184,,0,,
12/25/2013,1900.90,,13837,,73,,359,,396,,0,,312,,182,,0,,
12/26/2013,1900.81,,13771,,-66,,612,,579,,0,,313,,183,,0,,
12/27/2013,1900.94,,13867,,96,,763,,811,,0,,314,,184,,0,,
12/28/2013,1900.85,,13801,,-66,,644,,611,,0,,314,,184,,0,,
12/29/2013,1900.53,,13565,,-236,,438,,319,,0,,312,,182,,0,,
12/30/2013,1901.04,,13941,,376,,639,,829,,0,,312,,182,,0,,
12/31/2013,1900.79,,13756,,-185,,580,,487,,0,,312,,182,,0,,
01/01/2014,1901.26,,14105,,349,,327,,518,,15,,314,,184,,0,,
01/02/2014,1901.05,,13948,,-157,,693,,614,,0,,315,,185,,0,,
01/03/2014,1901.01,,13918,,-30,,678,,663,,0,,316,,186,,0,,
01/04/2014,1901.35,,14173,,255,,675,,804,,0,,316,,186,,0,,
01/05/2014,1901.49,,14278,,105,,412,,465,,0,,317,,187,,0,,
01/06/2014,1901.16,,14031,,-247,,750,,625,,0,,317,,187,,0,,
01/07/2014,1901.08,,13971,,-60,,706,,678,,2,,315,,185,,0,,
01/08/2014,1900.28,,13381,,-590,,699,,403,,1,,318,,188,,0,,
01/09/2014,1900.36,,13440,,59,,555,,585,,0,,317,,187,,0,,
01/10/2014,1900.14,,13278,,-162,,606,,524,,0,,318,,188,,0,,
01/11/2014,1900.30,,13396,,118,,329,,388,,0,,318,,188,,0,,
01/12/2014,1900.58,,13602,,206,,330,,435,,1,,320,,190,,0,,
01/13/2014,1900.56,,13587,,-15,,546,,539,,1,,321,,191,,0,,
01/14/2014,1900.58,,13602,,--,,562,,570,,0,,320,,190,,0,,
01/15/2014,1900.26,,13366,,-236,,531,,412,,0,,312,,182,,0,,
01/16/2014,1900.40,,13469,,103,,525,,577,,0,,312,,182,,0,,
01/17/2014,1900.53,,13565,,96,,555,,604,,1,,310,,180,,0,,
01/18/2014,1900.71,,13698,,133,,438,,505,,0,,313,,183,,0,,
01/19/2014,1900.68,,13675,,-23,,331,,320,,1,,315,,185,,0,,
01/20/2014,1900.46,,13514,,-161,,606,,526,,1,,313,,183,,0,,
01/21/2014,1900.27,,13374,,-140,,639,,568,,0,,312,,182,,0,,
01/22/2014,1900.40,,13469,,95,,537,,586,,1,,312,,182,,0,,
01/23/2014,1900.58,,13602,,133,,956,,1023,,0,,313,,183,,45,,
01/24/2014,1900.46,,13514,,-88,,762,,719,,1,,313,,183,,80,,
01/25/2014,1900.20,,13322,,-192,,528,,431,,0,,315,,185,,80,,
01/26/2014,1900.37,,13447,,125,,329,,392,,0,,312,,182,,80,,
01/27/2014,1900.84,,13793,,346,,434,,609,,1,,323,,185,,33,,
01/28/2014,1900.66,,13661,,-132,,510,,444,,1,,298,,144,,0,,
01/29/2014,1900.68,,13675,,14,,515,,523,,1,,304,,150,,0,,
01/30/2014,1900.74,,13720,,45,,584,,607,,0,,305,,151,,0,,
01/31/2014,1900.26,,13366,,-354,,619,,442,,1,,305,,151,,0,,
02/01/2014,1900.74,,13720,,354,,536,,715,,1,,304,,150,,0,,
02/02/2014,1900.79,,13756,,36,,533,,552,,1,,306,,152,,0,,
02/03/2014,1900.57,,13595,,-161,,604,,523,,0,,307,,153,,0,,
02/04/2014,1900.50,,13543,,-52,,645,,619,,0,,307,,153,,0,,
02/05/2014,1900.70,,13690,,147,,649,,723,,0,,306,,152,,0,,
02/06/2014,1900.66,,13661,,-29,,652,,637,,0,,306,,152,,0,,
02/07/2014,1900.79,,13756,,95,,585,,635,,2,,306,,152,,0,,
02/08/2014,1901.11,,13993,,237,,322,,442,,1,,308,,154,,0,,
02/09/2014,1901.27,,14113,,120,,322,,383,,1,,308,,154,,0,,
02/10/2014,1901.04,,13941,,-172,,410,,323,,0,,302,,148,,0,,
02/11/2014,1901.65,,14397,,456,,391,,622,,1,,305,,152,,0,,
02/12/2014,1901.48,,14270,,-127,,320,,257,,1,,306,,152,,0,,
02/13/2014,1901.60,,14360,,90,,496,,542,,1,,306,,152,,0,,
02/14/2014,1901.62,,14375,,15,,319,,328,,1,,305,,151,,0,,
02/15/2014,1901.66,,14405,,30,,320,,335,,0,,306,,152,,0,,
02/16/2014,1901.48,,14270,,-135,,320,,253,,1,,306,,152,,0,,
02/17/2014,1901.52,,14300,,30,,439,,456,,2,,309,,155,,0,,
02/18/2014,1901.48,,14270,,-30,,319,,304,,0,,305,,151,,0,,
02/19/2014,1901.72,,14450,,180,,312,,406,,3,,298,,144,,0,,
02/20/2014,1901.61,,14367,,-83,,307,,267,,2,,293,,140,,0,,
02/21/2014,1901.68,,14420,,53,,318,,347,,2,,304,,151,,0,,
02/22/2014,1901.52,,14300,,-120,,330,,270,,0,,316,,162,,0,,
02/23/2014,1901.34,,14165,,-135,,328,,262,,2,,314,,160,,0,,
02/24/2014,1901.24,,14091,,-74,,327,,292,,2,,313,,159,,0,,
02/25/2014,1901.20,,14061,,-30,,327,,316,,4,,313,,159,,0,,
02/26/2014,1901.12,,14001,,-60,,352,,322,,0,,313,,159,,0,,
02/27/2014,1901.20,,14061,,60,,356,,386,,0,,308,,154,,0,,
02/28/2014,1901.31,,14143,,82,,339,,380,,0,,308,,154,,0,,
03/01/2014,1901.36,,14180,,37,,329,,348,,0,,308,,154,,0,,
03/02/2014,1901.78,,14494,,314,,998,,1158,,2,,310,,156,,0,,
03/03/2014,1901.28,,14120,,-374,,1197,,1008,,0,,311,,158,,0,,
03/04/2014,1901.44,,14240,,120,,323,,383,,0,,310,,156,,0,,
03/05/2014,1901.59,,14352,,112,,330,,387,,1,,316,,163,,0,,
03/06/2014,1901.64,,14390,,38,,332,,352,,1,,316,,162,,0,,
03/07/2014,1901.69,,14427,,37,,332,,352,,1,,316,,162,,0,,
03/08/2014,1901.72,,14450,,23,,332,,346,,2,,316,,162,,0,,
03/09/2014,1901.78,,14494,,44,,335,,359,,2,,319,,166,,0,,
03/10/2014,1901.50,,14285,,-209,,336,,233,,2,,320,,166,,0,,
03/11/2014,1901.88,,14569,,284,,333,,479,,3,,317,,163,,0,,
03/12/2014,1901.50,,14285,,-284,,317,,177,,3,,301,,162,,0,,
03/13/2014,1900.77,,13742,,-543,,302,,30,,2,,288,,149,,0,,
03/14/2014,1901.01,,13918,,176,,302,,394,,3,,288,,149,,0,,
03/15/2014,1901.24,,14091,,173,,304,,394,,3,,290,,151,,0,,
03/16/2014,1901.22,,14076,,-15,,307,,302,,3,,292,,153,,0,,
03/17/2014,1901.42,,14225,,149,,312,,391,,4,,298,,159,,0,,
03/18/2014,1901.35,,14173,,-52,,337,,315,,4,,296,,157,,0,,
03/19/2014,1901.36,,14180,,7,,310,,317,,3,,290,,153,,0,,
03/20/2014,1901.20,,14061,,-119,,309,,252,,3,,293,,154,,0,,
03/21/2014,1901.16,,14031,,-30,,762,,749,,2,,293,,154,,0,,
03/22/2014,1900.85,,13801,,-230,,727,,614,,3,,293,,154,,0,,
03/23/2014,1900.74,,13720,,-81,,791,,753,,3,,291,,152,,0,,
03/24/2014,1900.60,,13617,,-103,,812,,763,,3,,289,,150,,0,,
03/25/2014,1900.81,,13771,,154,,739,,820,,3,,289,,150,,0,,
03/26/2014,1900.66,,13661,,-110,,760,,706,,1,,295,,156,,0,,
03/27/2014,1901.07,,13963,,302,,817,,972,,3,,299,,160,,0,,
03/28/2014,1901.48,,14270,,307,,793,,950,,2,,300,,161,,0,,
03/29/2014,1901.32,,14150,,-120,,882,,823,,1,,303,,164,,0,,
03/30/2014,1901.30,,14135,,-15,,653,,647,,2,,301,,162,,0,,
03/31/2014,1901.57,,14337,,202,,797,,901,,2,,304,,165,,0,,
04/01/2014,1901.27,,14113,,-224,,793,,681,,1,,303,,164,,0,,
04/02/2014,1901.63,,14382,,269,,793,,930,,1,,299,,160,,0,,
04/03/2014,1901.37,,14188,,-194,,950,,854,,2,,321,,182,,0,,
04/04/2014,1901.61,,14367,,179,,1703,,1795,,2,,319,,180,,0,,
04/05/2014,1901.24,,14091,,-276,,1720,,1582,,1,,316,,177,,0,,
04/06/2014,1901.89,,14577,,486,,1732,,1981,,4,,316,,177,,0,,
04/07/2014,1901.25,,14098,,-479,,1785,,1547,,3,,314,,177,,0,,
04/08/2014,1901.78,,14494,,396,,1753,,1957,,4,,317,,178,,0,,
04/09/2014,1901.40,,14210,,-284,,1796,,1659,,6,,313,,174,,0,,
04/10/2014,1901.59,,14352,,142,,1758,,1834,,4,,318,,179,,0,,
04/11/2014,1901.53,,14307,,-45,,1745,,1726,,4,,315,,176,,0,,
04/12/2014,1901.52,,14300,,-7,,1788,,1788,,4,,315,,176,,0,,
04/13/2014,1901.54,,14315,,15,,1791,,1804,,5,,315,,176,,0,,
04/14/2014,1901.50,,14285,,-30,,1657,,1647,,5,,314,,175,,0,,
04/15/2014,1901.25,,14098,,-187,,1781,,1691,,4,,317,,178,,0,,
04/16/2014,1901.46,,14255,,157,,1800,,1884,,5,,317,,178,,0,,
04/17/2014,1901.23,,14083,,-172,,1839,,1756,,4,,318,,179,,0,,
04/18/2014,1901.50,,14285,,202,,1828,,1935,,5,,317,,178,,0,,
04/19/2014,1901.38,,14195,,-90,,1901,,1860,,4,,315,,176,,0,,
