Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,RIVREL , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,
05/06/2004,1901.83,,14532,,322,,3024,,3191,,5,,2454,,2344,,80,,
05/07/2004,--,,--,,--,,--,,--,,--,,--,,--,,--,,
05/08/2004,--,,--,,--,,--,,--,,--,,--,,--,,--,,
05/09/2004,1901.72,,14450,,--,,2618,,2658,,6,,2500,,2390,,80,,
05/10/2004,1901.53,,14307,,-143,,2667,,2600,,5,,2500,,2390,,80,,
05/11/2004,1901.20,,14061,,-246,,2514,,2396,,6,,2500,,2390,,80,,
05/12/2004,1901.47,,14263,,202,,2953,,3059,,4,,2835,,2718,,80,,
05/13/2004,1901.62,,14375,,112,,3118,,3178,,4,,3000,,2880,,80,,
05/14/2004,1901.81,,14517,,--,,4035,,4112,,5,,3917,,3797,,80,,
05/15/2004,1901.20,,14061,,-456,,4932,,4707,,5,,4816,,4696,,80,,
05/16/2004,1901.25,,14098,,37,,6118,,6144,,7,,6000,,5880,,80,,
05/17/2004,1901.08,,13971,,-127,,6266,,6207,,5,,6000,,5880,,68,,
05/18/2004,1901.31,,14143,,172,,6118,,6209,,4,,6000,,5880,,47,,
05/19/2004,1901.28,,14120,,-23,,6121,,6113,,4,,6000,,5880,,80,,
05/20/2004,1901.17,,14038,,-82,,6142,,6104,,3,,6000,,5880,,80,,
05/21/2004,1901.26,,14105,,67,,6127,,6164,,3,,6000,,5880,,80,,
05/22/2004,1901.48,,14270,,165,,6118,,6203,,2,,6000,,5880,,80,,
05/23/2004,1901.39,,14203,,-67,,6118,,6090,,6,,6000,,5880,,80,,
05/24/2004,1901.28,,14120,,-83,,6118,,6082,,6,,6000,,5880,,80,,
05/25/2004,1901.19,,14053,,-67,,6114,,6085,,5,,5996,,5876,,80,,
05/26/2004,1901.11,,13993,,-60,,5818,,5793,,5,,5700,,5580,,80,,
05/27/2004,1901.20,,14061,,68,,5518,,5559,,7,,5400,,5280,,80,,
05/28/2004,1901.45,,14248,,187,,5318,,5415,,3,,5200,,5080,,80,,
05/29/2004,1901.20,,14061,,-187,,4918,,4829,,5,,4800,,4680,,80,,
05/30/2004,1900.76,,13734,,-327,,4618,,4459,,6,,4500,,4380,,80,,
05/31/2004,1901.62,,14375,,641,,4614,,4943,,6,,4496,,4376,,80,,
06/01/2004,1901.39,,14203,,-172,,4925,,4844,,6,,4200,,4080,,80,,
06/02/2004,1901.83,,14532,,329,,4021,,4195,,8,,3900,,3780,,80,,
06/03/2004,1901.67,,14412,,-120,,4284,,4230,,6,,3606,,3486,,80,,
06/04/2004,1901.70,,14435,,23,,4102,,4120,,6,,3306,,3186,,80,,
06/05/2004,1901.41,,14218,,-217,,4707,,4604,,6,,3480,,3360,,80,,
06/06/2004,1901.83,,14532,,314,,3938,,4103,,7,,3000,,2880,,80,,
06/07/2004,1901.40,,14210,,-322,,4283,,4128,,7,,3000,,2937,,23,,
06/08/2004,1901.61,,14367,,157,,4047,,4132,,6,,2994,,2954,,0,,
06/09/2004,1901.32,,14150,,-217,,4272,,4169,,6,,2802,,2762,,0,,
06/10/2004,1901.41,,14218,,68,,4159,,4198,,5,,2794,,2754,,0,,
06/11/2004,1901.62,,14375,,157,,4038,,4123,,6,,2602,,2562,,0,,
06/12/2004,1901.24,,14091,,-284,,4319,,4182,,6,,2594,,2554,,0,,
06/13/2004,1901.24,,14091,,0,,4075,,4082,,7,,2402,,2362,,0,,
06/14/2004,1901.25,,14098,,7,,4122,,4133,,7,,2398,,2358,,0,,
06/15/2004,1901.30,,14135,,37,,4047,,4073,,7,,2298,,2258,,0,,
06/16/2004,1901.32,,14150,,15,,4135,,4150,,7,,2198,,2158,,0,,
06/17/2004,1901.17,,14038,,-112,,4260,,4212,,8,,2098,,2058,,0,,
06/18/2004,1900.58,,13602,,-436,,4346,,4133,,7,,2000,,1960,,0,,
06/19/2004,1901.00,,13911,,309,,3988,,4151,,7,,2000,,1960,,0,,
06/20/2004,1900.85,,13801,,-110,,4175,,4127,,7,,2000,,1960,,0,,
06/21/2004,1900.47,,13521,,-280,,4204,,4069,,6,,2000,,1960,,0,,
06/22/2004,1900.62,,13631,,110,,4039,,4101,,7,,2000,,1960,,0,,
06/23/2004,1900.52,,13558,,-73,,4092,,4062,,7,,2000,,1960,,0,,
06/24/2004,1900.39,,13462,,-96,,4151,,4110,,7,,2000,,1960,,0,,
06/25/2004,1900.82,,13779,,317,,3941,,4108,,7,,2000,,1960,,0,,
06/26/2004,1900.94,,13867,,88,,4056,,4106,,6,,2000,,1960,,0,,
06/27/2004,1900.94,,13867,,0,,4095,,4102,,7,,2000,,1960,,0,,
06/28/2004,1900.47,,13521,,-346,,4258,,4090,,6,,2000,,1960,,0,,
06/29/2004,1900.88,,13823,,302,,3924,,4083,,7,,2000,,1940,,20,,
06/30/2004,1900.88,,13823,,0,,4036,,4042,,6,,2000,,1960,,0,,
07/01/2004,1900.91,,13845,,22,,4051,,4067,,5,,2000,,1960,,0,,
07/02/2004,1900.94,,13867,,22,,4039,,4056,,6,,2000,,1917,,43,,
07/03/2004,1900.90,,13837,,-30,,4105,,4096,,6,,2000,,1880,,80,,
07/04/2004,1900.84,,13793,,-44,,4105,,4090,,7,,2000,,1880,,80,,
07/05/2004,1900.72,,13705,,-88,,4127,,4090,,7,,2000,,1880,,80,,
07/06/2004,1900.95,,13874,,169,,4053,,4145,,7,,2000,,1880,,80,,
07/07/2004,1901.24,,14091,,217,,3397,,3513,,7,,2000,,1880,,80,,
07/08/2004,1901.07,,13963,,-128,,4282,,4224,,7,,2000,,1880,,80,,
07/09/2004,1900.96,,13882,,-81,,4296,,4264,,9,,1983,,1863,,80,,
07/10/2004,1901.24,,14091,,209,,4146,,4258,,7,,1708,,1588,,80,,
07/11/2004,1901.71,,14442,,351,,3550,,3733,,6,,1500,,1380,,80,,
07/12/2004,1901.45,,14248,,-194,,3209,,3118,,7,,1346,,1226,,80,,
07/13/2004,1901.29,,14128,,-120,,3858,,3805,,7,,1196,,1076,,80,,
07/14/2004,1900.92,,13852,,-276,,3617,,3485,,7,,1054,,934,,80,,
07/15/2004,1901.30,,14135,,283,,3043,,3194,,8,,950,,830,,80,,
07/16/2004,1901.33,,14158,,23,,3084,,3103,,7,,850,,730,,80,,
07/17/2004,1901.28,,14120,,-38,,2894,,2883,,8,,750,,630,,80,,
07/18/2004,1900.89,,13830,,-290,,2993,,2854,,7,,675,,555,,80,,
07/19/2004,1901.31,,14143,,313,,2595,,2760,,7,,600,,480,,80,,
07/20/2004,1901.05,,13948,,-195,,2975,,2881,,4,,550,,430,,80,,
07/21/2004,1900.80,,13764,,-184,,3146,,3060,,7,,500,,380,,80,,
07/22/2004,1900.98,,13896,,132,,2799,,2873,,7,,450,,330,,80,,
07/23/2004,1900.62,,13631,,-265,,3779,,3652,,7,,450,,330,,80,,
07/24/2004,1900.58,,13602,,-29,,2841,,2833,,7,,523,,403,,80,,
07/25/2004,1900.63,,13639,,37,,2775,,2801,,7,,450,,330,,80,,
07/26/2004,1901.10,,13986,,347,,2667,,2850,,8,,450,,330,,80,,
07/27/2004,1901.10,,13986,,0,,2667,,2676,,9,,450,,330,,67,,
07/28/2004,1901.20,,14061,,75,,2667,,2713,,8,,450,,383,,27,,
07/29/2004,1900.91,,13845,,-216,,2820,,2719,,8,,450,,370,,40,,
07/30/2004,1901.25,,14098,,253,,3235,,3371,,8,,450,,330,,80,,
07/31/2004,1901.04,,13941,,-157,,2395,,2322,,6,,450,,330,,80,,
08/01/2004,1901.49,,14278,,337,,2683,,2860,,7,,450,,330,,80,,
08/02/2004,1901.36,,14180,,-98,,2932,,2890,,7,,450,,330,,80,,
08/03/2004,1901.13,,14008,,-172,,2790,,2710,,7,,450,,330,,80,,
08/04/2004,1900.88,,13823,,-185,,2905,,2818,,6,,450,,330,,80,,
08/05/2004,1901.20,,14061,,238,,2296,,2423,,7,,465,,345,,80,,
08/06/2004,1901.13,,14008,,-53,,2373,,2351,,5,,453,,333,,80,,
08/07/2004,1901.07,,13963,,-45,,2479,,2462,,6,,458,,338,,80,,
08/08/2004,1901.60,,14360,,397,,2459,,2666,,7,,470,,350,,80,,
08/09/2004,1901.59,,14352,,-8,,2389,,2392,,7,,477,,357,,80,,
08/10/2004,1901.33,,14158,,-194,,2385,,2294,,7,,469,,349,,80,,
08/11/2004,1901.09,,13978,,-180,,2472,,2388,,7,,477,,357,,80,,
08/12/2004,1901.20,,14061,,83,,2458,,2507,,7,,489,,369,,80,,
08/13/2004,1901.54,,14315,,254,,2441,,2576,,7,,529,,409,,80,,
08/14/2004,1900.72,,13705,,-610,,2537,,2237,,8,,487,,394,,53,,
08/15/2004,1900.34,,13425,,-280,,2132,,1999,,8,,450,,410,,0,,
08/16/2004,1901.28,,14120,,695,,1788,,2144,,6,,450,,373,,37,,
08/17/2004,1901.44,,14240,,120,,642,,708,,6,,532,,412,,80,,
08/18/2004,1901.41,,14218,,-22,,652,,647,,6,,542,,422,,80,,
08/19/2004,1901.49,,14278,,60,,542,,577,,5,,432,,312,,80,,
08/20/2004,1901.10,,13986,,-292,,543,,402,,6,,432,,312,,80,,
08/21/2004,1901.37,,14188,,202,,1532,,1641,,7,,432,,312,,80,,
08/22/2004,1901.39,,14203,,15,,2581,,2596,,7,,527,,407,,80,,
08/23/2004,1900.88,,13823,,-380,,3830,,3642,,4,,1522,,1402,,80,,
08/24/2004,1901.80,,14509,,686,,3457,,3807,,4,,1558,,1438,,80,,
08/25/2004,1900.65,,13653,,-856,,2713,,2287,,6,,1511,,1391,,80,,
08/26/2004,1901.05,,13948,,295,,2978,,3130,,3,,1566,,1500,,26,,
08/27/2004,1901.56,,14330,,382,,2714,,2913,,6,,1530,,1447,,43,,
08/28/2004,1901.57,,14337,,7,,2725,,2735,,6,,1547,,1427,,80,,
08/29/2004,1901.46,,14255,,-82,,2583,,2548,,6,,1470,,1350,,80,,
08/30/2004,1901.07,,13963,,-292,,2759,,2618,,6,,1438,,1318,,80,,
08/31/2004,1901.34,,14165,,202,,3447,,3556,,7,,1430,,1310,,80,,
09/01/2004,1901.22,,14076,,-89,,3278,,3240,,7,,1343,,1223,,80,,
09/02/2004,1901.58,,14345,,269,,3321,,3464,,7,,1350,,1230,,80,,
09/03/2004,1901.52,,14300,,-45,,2341,,2326,,8,,1290,,1142,,80,,
09/04/2004,1901.63,,14382,,82,,2434,,2480,,5,,1381,,1231,,80,,
09/05/2004,1900.98,,13896,,-486,,2654,,2414,,5,,1254,,1104,,80,,
09/06/2004,1900.82,,13779,,-117,,2261,,2208,,6,,1231,,1079,,80,,
09/07/2004,1900.80,,13764,,-15,,2204,,2201,,5,,1146,,991,,80,,
09/08/2004,1901.44,,14240,,476,,2201,,2446,,5,,1191,,1036,,60,,
09/09/2004,1901.22,,14076,,-164,,2521,,2444,,6,,1102,,947,,80,,
09/10/2004,1901.10,,13986,,-90,,2321,,2282,,6,,1100,,945,,80,,
09/11/2004,1900.96,,13882,,-104,,2310,,2263,,5,,1021,,866,,80,,
09/12/2004,1901.00,,13911,,29,,2119,,2139,,5,,814,,659,,80,,
09/13/2004,1901.27,,14113,,202,,1929,,2038,,7,,516,,361,,80,,
09/14/2004,1901.00,,13911,,-202,,1757,,1659,,4,,476,,321,,80,,
09/15/2004,1901.05,,13948,,37,,1937,,1960,,4,,482,,327,,80,,
09/16/2004,1901.35,,14173,,225,,1734,,1852,,5,,482,,327,,80,,
09/17/2004,1901.14,,14016,,-157,,1811,,1737,,5,,467,,312,,80,,
09/18/2004,1900.80,,13764,,-252,,1649,,1527,,5,,469,,314,,80,,
09/19/2004,1901.14,,14016,,252,,2203,,2335,,5,,465,,310,,80,,
09/20/2004,1901.08,,13971,,-45,,2264,,2246,,5,,475,,320,,80,,
09/21/2004,1901.44,,14240,,269,,2251,,2391,,4,,479,,328,,76,,
09/22/2004,1901.42,,14225,,-15,,2168,,2164,,4,,491,,336,,80,,
09/23/2004,1901.56,,14330,,105,,2422,,2479,,4,,490,,335,,80,,
09/24/2004,1901.48,,14270,,-60,,2260,,2234,,4,,457,,302,,80,,
09/25/2004,1901.50,,14285,,15,,2783,,2795,,4,,461,,306,,80,,
09/26/2004,1901.56,,14330,,45,,2743,,2771,,5,,447,,292,,80,,
09/27/2004,1901.50,,14285,,-45,,3858,,3839,,4,,445,,290,,80,,
09/28/2004,1901.31,,14143,,-142,,3945,,3877,,4,,449,,294,,80,,
09/29/2004,1901.48,,14270,,127,,3906,,3974,,4,,445,,290,,80,,
09/30/2004,1901.34,,14165,,-105,,3907,,3858,,4,,441,,286,,80,,
10/01/2004,1901.52,,14300,,135,,3902,,3974,,4,,441,,286,,80,,
10/02/2004,1901.68,,14420,,120,,3890,,3953,,3,,442,,287,,80,,
10/03/2004,1901.80,,14509,,89,,3903,,3952,,4,,442,,287,,80,,
10/04/2004,1901.59,,14352,,-157,,3767,,3692,,4,,441,,286,,80,,
10/05/2004,1901.60,,14360,,8,,3914,,3922,,4,,441,,286,,80,,
10/06/2004,1901.55,,14322,,-38,,3863,,3848,,4,,441,,286,,80,,
10/07/2004,1901.56,,14330,,8,,3901,,3908,,3,,441,,286,,80,,
10/08/2004,1901.48,,14270,,-60,,3891,,3865,,4,,432,,284,,80,,
10/09/2004,1901.44,,14240,,-30,,3856,,3845,,4,,434,,299,,80,,
10/10/2004,1901.55,,14322,,82,,3897,,3938,,0,,437,,302,,80,,
10/11/2004,1901.54,,14315,,-7,,3870,,3869,,3,,438,,303,,80,,
10/12/2004,1901.68,,14420,,105,,3869,,3925,,3,,437,,302,,80,,
10/13/2004,1901.50,,14285,,-135,,3872,,3807,,3,,442,,307,,80,,
10/14/2004,1901.65,,14397,,112,,3905,,3965,,4,,465,,330,,80,,
10/15/2004,1901.32,,14150,,-247,,3933,,3811,,3,,472,,337,,80,,
10/16/2004,1901.15,,14023,,-127,,3720,,3659,,3,,262,,127,,80,,
10/17/2004,1901.58,,14345,,322,,3756,,3919,,1,,300,,165,,80,,
10/18/2004,1901.36,,14180,,-165,,3761,,3679,,1,,300,,165,,80,,
10/19/2004,1901.60,,14360,,180,,3194,,3285,,0,,300,,165,,76,,
10/20/2004,1900.56,,13587,,-773,,1476,,1086,,0,,268,,133,,80,,
10/21/2004,1901.25,,14098,,511,,1333,,1592,,1,,300,,165,,80,,
10/22/2004,1901.00,,13911,,-187,,1464,,1371,,1,,275,,140,,80,,
10/23/2004,1901.24,,14091,,180,,2285,,2376,,0,,284,,149,,80,,
10/24/2004,1901.10,,13986,,-105,,2370,,2319,,2,,284,,149,,80,,
10/25/2004,1901.00,,13911,,-75,,2273,,2237,,2,,284,,149,,80,,
10/26/2004,1900.98,,13896,,-15,,2312,,2306,,2,,300,,215,,30,,
10/27/2004,1901.18,,14046,,150,,2295,,2372,,1,,377,,322,,0,,
10/28/2004,1901.09,,13978,,-68,,2433,,2400,,1,,372,,317,,0,,
10/29/2004,1901.06,,13956,,-22,,2411,,2401,,1,,346,,291,,0,,
10/30/2004,1901.17,,14038,,82,,2302,,2344,,1,,300,,245,,0,,
10/31/2004,1901.29,,14128,,90,,589,,636,,2,,375,,318,,0,,
11/01/2004,1901.45,,14248,,120,,380,,442,,2,,360,,305,,0,,
11/02/2004,1901.55,,14322,,74,,386,,423,,0,,361,,306,,0,,
11/03/2004,1901.37,,14188,,-134,,391,,323,,0,,361,,306,,0,,
11/04/2004,1901.22,,14076,,-112,,374,,320,,2,,345,,292,,0,,
11/05/2004,1901.14,,14016,,-60,,390,,362,,2,,360,,305,,0,,
11/06/2004,1901.28,,14120,,104,,330,,383,,1,,300,,245,,0,,
11/07/2004,1901.41,,14218,,98,,360,,410,,1,,360,,305,,0,,
11/08/2004,1901.48,,14270,,52,,361,,388,,1,,361,,306,,0,,
11/09/2004,1900.86,,13808,,-462,,304,,73,,2,,304,,249,,0,,
11/10/2004,1901.30,,14135,,327,,359,,524,,0,,359,,304,,0,,
11/11/2004,1901.22,,14076,,-59,,360,,330,,0,,360,,305,,0,,
11/12/2004,1901.04,,13941,,-135,,360,,293,,1,,360,,305,,0,,
11/13/2004,1901.20,,14061,,120,,360,,421,,1,,360,,305,,0,,
11/14/2004,1901.23,,14083,,22,,360,,372,,1,,360,,305,,0,,
11/15/2004,1901.28,,14120,,37,,300,,320,,1,,300,,245,,0,,
11/16/2004,1901.29,,14128,,8,,391,,395,,0,,360,,305,,0,,
11/17/2004,1901.15,,14023,,-105,,391,,338,,0,,360,,305,,0,,
11/18/2004,1901.27,,14113,,90,,391,,437,,1,,360,,305,,0,,
11/19/2004,1901.30,,14135,,22,,391,,403,,1,,360,,305,,0,,
11/20/2004,1901.26,,14105,,-30,,391,,377,,1,,360,,305,,0,,
11/21/2004,1901.21,,14068,,-37,,300,,281,,0,,300,,245,,0,,
11/22/2004,1901.40,,14210,,142,,300,,374,,2,,300,,245,,0,,
11/23/2004,1901.36,,14180,,-30,,300,,286,,1,,300,,245,,0,,
11/24/2004,1901.38,,14195,,15,,300,,308,,0,,300,,245,,0,,
11/25/2004,1901.32,,14150,,-45,,300,,277,,0,,300,,245,,0,,
11/26/2004,1901.31,,14143,,-7,,300,,296,,0,,300,,245,,0,,
11/27/2004,1901.32,,14150,,7,,300,,306,,2,,300,,245,,0,,
11/28/2004,1901.05,,13948,,-202,,300,,198,,0,,300,,245,,0,,
11/29/2004,1900.95,,13874,,-74,,359,,324,,2,,359,,304,,0,,
11/30/2004,1901.04,,13941,,67,,300,,334,,0,,300,,245,,0,,
12/01/2004,1901.32,,14150,,209,,406,,512,,1,,375,,320,,0,,
12/02/2004,1901.34,,14165,,15,,331,,339,,0,,300,,245,,0,,
12/03/2004,1901.30,,14135,,-30,,377,,362,,0,,377,,322,,0,,
12/04/2004,1901.28,,14120,,-15,,408,,400,,0,,377,,322,,0,,
12/05/2004,1901.33,,14158,,38,,377,,396,,0,,377,,322,,0,,
12/06/2004,1901.32,,14150,,-8,,300,,299,,3,,300,,245,,0,,
12/07/2004,1901.37,,14188,,38,,392,,411,,0,,361,,306,,0,,
12/08/2004,1901.64,,14390,,202,,374,,476,,0,,343,,288,,0,,
12/09/2004,1901.37,,14188,,-202,,363,,261,,0,,337,,282,,0,,
12/10/2004,1901.43,,14233,,45,,356,,379,,0,,337,,282,,0,,
12/11/2004,1901.32,,14150,,-83,,355,,313,,0,,337,,282,,0,,
12/12/2004,1901.29,,14128,,-22,,367,,356,,0,,337,,282,,0,,
12/13/2004,1901.26,,14105,,-23,,336,,324,,0,,336,,281,,0,,
12/14/2004,1901.46,,14255,,150,,336,,412,,0,,336,,281,,0,,
12/15/2004,1901.36,,14180,,-75,,337,,299,,0,,337,,282,,0,,
12/16/2004,1901.26,,14105,,-75,,333,,295,,0,,333,,278,,0,,
12/17/2004,1901.20,,14061,,-44,,353,,331,,0,,353,,298,,0,,
12/18/2004,1901.17,,14038,,-23,,385,,373,,0,,353,,298,,0,,
12/19/2004,1901.17,,14038,,0,,370,,370,,0,,370,,315,,0,,
12/20/2004,1901.08,,13971,,-67,,353,,319,,0,,353,,298,,0,,
12/21/2004,1901.17,,14038,,67,,353,,388,,1,,353,,298,,0,,
12/22/2004,1901.11,,13993,,-45,,356,,333,,0,,356,,301,,0,,
12/23/2004,1901.23,,14083,,90,,332,,377,,0,,300,,195,,50,,
12/24/2004,1901.17,,14038,,-45,,300,,277,,0,,300,,165,,80,,
12/25/2004,1901.09,,13978,,-60,,300,,270,,0,,300,,165,,80,,
12/26/2004,1901.15,,14023,,45,,300,,324,,1,,300,,165,,80,,
12/27/2004,1901.80,,14509,,486,,305,,550,,0,,305,,170,,69,,
12/28/2004,1901.69,,14427,,-82,,314,,273,,0,,314,,179,,0,,
12/29/2004,1901.22,,14076,,-351,,318,,141,,0,,300,,165,,0,,
12/30/2004,1900.76,,13734,,-342,,338,,166,,0,,320,,185,,0,,
12/31/2004,1900.76,,13734,,0,,318,,319,,1,,300,,165,,0,,
01/01/2005,1901.15,,14023,,289,,320,,466,,0,,320,,185,,0,,
01/02/2005,1901.37,,14188,,165,,320,,403,,0,,320,,185,,0,,
01/03/2005,1901.25,,14098,,-90,,320,,275,,0,,320,,185,,0,,
01/04/2005,1900.64,,13646,,-452,,320,,94,,2,,320,,185,,0,,
01/05/2005,1900.98,,13896,,250,,320,,446,,0,,320,,185,,0,,
01/06/2005,1900.91,,13845,,-51,,314,,288,,0,,314,,179,,0,,
01/07/2005,1900.73,,13712,,-133,,305,,238,,0,,305,,170,,0,,
01/08/2005,1901.08,,13971,,259,,300,,431,,0,,300,,165,,0,,
01/09/2005,1901.66,,14405,,434,,305,,524,,0,,305,,170,,0,,
01/10/2005,1901.60,,14360,,-45,,305,,282,,0,,305,,170,,0,,
01/11/2005,1901.56,,14330,,-30,,305,,290,,0,,305,,170,,0,,
01/12/2005,1901.46,,14255,,-75,,305,,267,,0,,305,,170,,0,,
01/13/2005,1900.84,,13793,,-462,,317,,84,,0,,317,,182,,0,,
01/14/2005,1900.85,,13801,,8,,901,,906,,1,,901,,766,,0,,
01/15/2005,1900.85,,13801,,0,,300,,301,,1,,300,,165,,0,,
01/16/2005,1900.98,,13896,,95,,446,,494,,0,,446,,311,,0,,
01/17/2005,1901.17,,14038,,142,,311,,384,,1,,311,,176,,0,,
01/18/2005,1901.17,,14038,,0,,312,,312,,0,,312,,182,,0,,
01/19/2005,1900.54,,13572,,-466,,319,,84,,0,,319,,184,,41,,
01/20/2005,1900.82,,13779,,207,,305,,409,,0,,305,,170,,80,,
01/21/2005,1901.11,,13993,,214,,301,,409,,0,,295,,163,,78,,
01/22/2005,1901.36,,14180,,187,,314,,408,,0,,300,,165,,80,,
01/23/2005,1901.42,,14225,,45,,314,,337,,0,,300,,165,,80,,
01/24/2005,1901.45,,14248,,23,,314,,327,,1,,300,,165,,80,,
01/25/2005,1901.56,,14330,,82,,314,,356,,1,,300,,165,,80,,
01/26/2005,1900.60,,13617,,-713,,318,,--,,0,,304,,169,,80,,
01/27/2005,1901.15,,14023,,406,,324,,529,,0,,310,,175,,80,,
01/28/2005,1901.11,,13993,,-30,,324,,310,,1,,310,,175,,80,,
01/29/2005,1900.98,,13896,,-97,,314,,265,,0,,300,,165,,80,,
01/30/2005,1900.94,,13867,,-29,,324,,310,,1,,310,,175,,80,,
01/31/2005,1901.34,,14165,,298,,324,,475,,1,,310,,175,,80,,
02/01/2005,1900.35,,13433,,-732,,340,,-29,,0,,308,,173,,44,,
02/02/2005,1901.16,,14031,,598,,370,,672,,1,,301,,168,,47,,
02/03/2005,1901.04,,13941,,-90,,319,,275,,1,,305,,170,,80,,
02/04/2005,1900.55,,13580,,-361,,319,,138,,1,,305,,170,,80,,
02/05/2005,1900.70,,13690,,110,,319,,374,,0,,305,,170,,80,,
02/06/2005,1900.77,,13742,,52,,319,,346,,1,,305,,170,,80,,
02/07/2005,1900.57,,13595,,-147,,381,,308,,1,,305,,170,,80,,
02/08/2005,1900.79,,13756,,161,,416,,498,,1,,305,,170,,80,,
02/09/2005,1900.74,,13720,,-36,,416,,399,,1,,305,,170,,80,,
02/10/2005,1901.06,,13956,,236,,411,,531,,1,,300,,165,,80,,
02/11/2005,1900.92,,13852,,-104,,305,,255,,2,,305,,170,,80,,
02/12/2005,1900.82,,13779,,-73,,305,,269,,1,,305,,170,,80,,
02/13/2005,1900.72,,13705,,-74,,305,,268,,0,,305,,170,,80,,
02/14/2005,1900.79,,13756,,51,,305,,331,,0,,305,,170,,80,,
02/15/2005,1900.81,,13771,,15,,305,,313,,0,,305,,170,,80,,
02/16/2005,1900.84,,13793,,22,,305,,316,,0,,305,,170,,80,,
02/17/2005,1900.71,,13698,,-95,,305,,257,,0,,305,,170,,80,,
02/18/2005,1900.92,,13852,,154,,305,,384,,1,,305,,170,,80,,
02/19/2005,1900.65,,13653,,-199,,305,,206,,1,,305,,170,,80,,
02/20/2005,1900.91,,13845,,192,,305,,402,,0,,305,,170,,80,,
02/21/2005,1900.96,,13882,,37,,716,,736,,1,,300,,165,,80,,
02/22/2005,1901.05,,13948,,66,,305,,340,,2,,305,,170,,80,,
02/23/2005,1900.99,,13904,,-44,,421,,401,,2,,309,,174,,80,,
02/24/2005,1901.00,,13911,,7,,300,,306,,2,,300,,165,,80,,
02/25/2005,1900.86,,13808,,-103,,412,,362,,2,,300,,165,,80,,
02/26/2005,1900.71,,13698,,-110,,412,,358,,1,,300,,165,,80,,
02/27/2005,1900.84,,13793,,95,,412,,462,,2,,300,,165,,80,,
02/28/2005,1900.83,,13786,,-7,,404,,400,,0,,300,,165,,80,,
03/01/2005,1901.28,,14120,,334,,383,,551,,0,,301,,165,,80,,
03/02/2005,1901.56,,14330,,210,,339,,445,,0,,310,,165,,80,,
03/03/2005,1900.75,,13727,,-603,,399,,97,,2,,310,,165,,80,,
03/04/2005,1900.63,,13639,,-88,,394,,351,,1,,305,,165,,80,,
03/05/2005,1900.77,,13742,,103,,389,,443,,2,,300,,165,,80,,
03/06/2005,1900.74,,13720,,-22,,402,,393,,2,,313,,178,,80,,
03/07/2005,1901.08,,13971,,251,,388,,517,,2,,299,,164,,80,,
03/08/2005,1901.05,,13948,,-23,,416,,406,,2,,304,,169,,80,,
03/09/2005,1901.12,,14001,,53,,412,,441,,2,,297,,162,,80,,
03/10/2005,1900.80,,13764,,-237,,418,,302,,3,,303,,168,,80,,
03/11/2005,1900.61,,13624,,-140,,413,,345,,3,,298,,163,,80,,
03/12/2005,1900.99,,13904,,280,,420,,563,,2,,305,,170,,80,,
03/13/2005,1900.94,,13867,,-37,,412,,396,,3,,297,,162,,80,,
03/14/2005,1900.54,,13572,,-295,,414,,270,,5,,299,,164,,80,,
03/15/2005,1901.01,,13918,,346,,745,,922,,3,,322,,187,,80,,
03/16/2005,1901.05,,13948,,30,,421,,439,,3,,325,,190,,80,,
03/17/2005,1900.66,,13661,,-287,,424,,281,,2,,326,,191,,80,,
03/18/2005,1901.07,,13963,,302,,426,,580,,2,,326,,191,,80,,
03/19/2005,1901.04,,13941,,-22,,426,,417,,2,,326,,191,,80,,
03/20/2005,1900.80,,13764,,-177,,403,,315,,1,,303,,168,,80,,
03/21/2005,1901.06,,13956,,192,,398,,496,,1,,300,,165,,80,,
03/22/2005,1901.61,,14367,,411,,397,,605,,1,,300,,165,,80,,
03/23/2005,1901.26,,14105,,-262,,410,,279,,1,,313,,178,,80,,
03/24/2005,1901.36,,14180,,75,,411,,452,,3,,314,,179,,80,,
03/25/2005,1901.22,,14076,,-104,,400,,350,,2,,303,,168,,80,,
03/26/2005,1901.16,,14031,,-45,,397,,374,,0,,300,,165,,80,,
03/27/2005,1901.18,,14046,,15,,397,,406,,1,,300,,165,,80,,
03/28/2005,1901.66,,14405,,359,,397,,578,,0,,300,,165,,80,,
03/29/2005,1901.58,,14345,,-60,,408,,381,,3,,311,,192,,80,,
03/30/2005,1901.49,,14278,,-67,,423,,392,,3,,326,,216,,80,,
03/31/2005,1901.36,,14180,,-98,,423,,376,,2,,326,,216,,80,,
04/01/2005,1901.22,,14076,,-104,,397,,347,,2,,300,,190,,80,,
04/02/2005,1901.10,,13986,,-90,,397,,354,,2,,300,,190,,80,,
04/03/2005,1901.16,,14031,,45,,423,,449,,3,,326,,216,,80,,
04/04/2005,1900.59,,13609,,-422,,866,,653,,0,,319,,209,,80,,
04/05/2005,1900.80,,13764,,155,,1456,,1536,,2,,314,,204,,80,,
04/06/2005,1900.95,,13874,,110,,972,,1029,,2,,323,,213,,80,,
04/07/2005,1901.06,,13956,,82,,473,,518,,4,,327,,208,,80,,
