04/14/2015,Reservoircapacityupdatedfrom77,600to97,800frominformationfoundathttp://ce-npdp-serv2.stanford.edu/DamDirectory/DamDetail.jsp?npdp_id=CA00263,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
02/18/2008,21127,,51,,92,,0.00,,
02/19/2008,21230,,103,,111,,0.00,,
02/20/2008,21356,,126,,131,,0.52,,
02/21/2008,21413,,57,,126,,0.07,,
02/22/2008,21452,,39,,125,,0.58,,
02/23/2008,21538,,86,,123,,0.27,,
02/24/2008,21764,,226,,122,,1.66,,
02/25/2008,21877,,113,,120,,1.22,,
02/26/2008,21982,,105,,121,,0.00,,
02/27/2008,22034,,52,,121,,0.00,,
02/28/2008,22147,,113,,121,,0.00,,
02/29/2008,22230,,--,,122,,0.00,,
03/01/2008,22422,,192,,118,,0.00,,
03/02/2008,22594,,172,,119,,0.00,,
03/03/2008,22704,,110,,119,,0.00,,
03/04/2008,22836,,132,,119,,0.00,,
03/05/2008,23034,,198,,119,,0.00,,
03/06/2008,23219,,185,,138,,0.00,,
03/07/2008,23677,,458,,133,,0.00,,
03/08/2008,23979,,302,,133,,0.00,,
03/09/2008,24260,,281,,131,,0.00,,
03/10/2008,24412,,152,,201,,0.00,,
03/11/2008,24457,,45,,242,,0.00,,
03/12/2008,24565,,108,,253,,0.00,,
03/13/2008,24816,,251,,248,,0.61,,
03/14/2008,25095,,279,,250,,0.02,,
03/15/2008,25154,,59,,250,,0.20,,
03/16/2008,25280,,126,,250,,0.00,,
03/17/2008,25497,,217,,251,,0.00,,
03/18/2008,25673,,176,,350,,0.00,,
03/19/2008,25978,,305,,350,,0.00,,
03/20/2008,26284,,306,,352,,0.00,,
03/21/2008,26595,,311,,353,,0.00,,
03/22/2008,26810,,215,,353,,0.00,,
03/23/2008,26985,,175,,353,,0.00,,
03/24/2008,27478,,493,,353,,0.00,,
03/25/2008,27682,,204,,268,,0.00,,
03/26/2008,27802,,120,,380,,0.00,,
03/27/2008,28030,,228,,458,,0.00,,
03/28/2008,28640,,610,,388,,0.00,,
03/29/2008,28682,,42,,460,,0.03,,
03/30/2008,28944,,262,,460,,0.01,,
03/31/2008,29306,,362,,458,,0.00,,
04/01/2008,29646,,340,,458,,0.00,,
04/02/2008,29626,,-20,,457,,0.00,,
04/03/2008,29462,,-164,,456,,0.00,,
04/04/2008,29283,,-179,,464,,0.00,,
04/05/2008,29066,,-217,,466,,0.00,,
04/06/2008,28930,,-136,,464,,0.00,,
04/07/2008,28902,,-28,,462,,0.00,,
04/08/2008,28907,,5,,459,,0.00,,
04/09/2008,29142,,235,,460,,0.00,,
04/10/2008,29523,,381,,460,,0.00,,
04/11/2008,30081,,558,,459,,0.00,,
04/12/2008,30713,,632,,461,,0.00,,
04/13/2008,31418,,705,,460,,0.00,,
04/14/2008,32272,,854,,460,,0.00,,
04/15/2008,33203,,931,,460,,0.00,,
04/16/2008,33620,,417,,460,,0.00,,
04/17/2008,34334,,714,,466,,0.00,,
04/18/2008,35241,,907,,464,,0.00,,
04/19/2008,36091,,850,,464,,0.00,,
04/20/2008,36902,,811,,465,,0.00,,
04/21/2008,37753,,851,,466,,0.00,,
04/22/2008,38707,,954,,465,,0.00,,
04/23/2008,39577,,870,,460,,0.22,,
04/24/2008,40177,,600,,461,,0.04,,
04/25/2008,40911,,734,,462,,0.00,,
04/26/2008,41617,,706,,465,,0.00,,
04/27/2008,42533,,916,,465,,0.00,,
04/28/2008,43376,,843,,465,,0.00,,
04/29/2008,44172,,796,,466,,0.00,,
04/30/2008,45053,,881,,463,,0.00,,
05/01/2008,46027,,974,,490,,0.00,,
05/02/2008,46915,,888,,500,,0.00,,
05/03/2008,47803,,888,,500,,0.00,,
05/04/2008,48708,,905,,499,,0.00,,
05/05/2008,49602,,894,,522,,0.10,,
05/06/2008,50491,,889,,499,,0.02,,
05/07/2008,51403,,912,,493,,0.00,,
05/08/2008,52178,,775,,484,,0.00,,
05/09/2008,52547,,369,,485,,0.00,,
05/10/2008,52888,,341,,403,,0.00,,
05/11/2008,53242,,354,,401,,0.00,,
05/12/2008,53631,,389,,400,,0.00,,
05/13/2008,53930,,299,,399,,0.00,,
05/14/2008,54545,,615,,399,,0.00,,
05/15/2008,55094,,549,,401,,0.00,,
05/16/2008,55567,,473,,401,,0.00,,
05/17/2008,56278,,711,,403,,0.00,,
05/18/2008,56861,,583,,405,,0.00,,
05/19/2008,57482,,621,,403,,0.00,,
05/20/2008,57917,,435,,403,,0.00,,
05/21/2008,57781,,-136,,403,,0.00,,
05/22/2008,57805,,24,,401,,0.00,,
05/23/2008,58070,,265,,398,,0.00,,
05/24/2008,58182,,112,,402,,1.11,,
05/25/2008,58277,,95,,401,,0.36,,
05/26/2008,58253,,-24,,402,,0.47,,
05/27/2008,58418,,165,,401,,0.00,,
05/28/2008,59057,,639,,301,,0.66,,
05/29/2008,59420,,363,,306,,0.13,,
05/30/2008,59675,,255,,275,,0.00,,
05/31/2008,59824,,149,,252,,0.00,,
06/01/2008,60033,,209,,253,,0.00,,
06/02/2008,60403,,370,,251,,0.00,,
06/03/2008,60702,,299,,252,,0.00,,
06/04/2008,61277,,575,,253,,0.00,,
06/05/2008,62113,,836,,250,,0.00,,
06/06/2008,63238,,1125,,250,,0.00,,
06/07/2008,64342,,1104,,250,,0.00,,
06/08/2008,65464,,1122,,250,,0.00,,
06/09/2008,66382,,918,,316,,0.00,,
06/10/2008,67287,,905,,349,,0.00,,
06/11/2008,68133,,846,,350,,0.00,,
06/12/2008,68996,,863,,351,,0.00,,
06/13/2008,69851,,855,,356,,0.00,,
06/14/2008,70792,,941,,361,,0.00,,
06/15/2008,71979,,1187,,341,,0.00,,
06/16/2008,73181,,1202,,347,,0.00,,
06/17/2008,74272,,1091,,330,,0.00,,
06/18/2008,75222,,950,,349,,0.00,,
06/19/2008,76099,,877,,348,,0.00,,
06/20/2008,76777,,678,,441,,0.00,,
06/21/2008,77254,,477,,529,,0.00,,
06/22/2008,77772,,518,,576,,0.00,,
06/23/2008,78325,,553,,501,,0.00,,
06/24/2008,78859,,534,,496,,0.00,,
06/25/2008,79612,,753,,391,,0.00,,
06/26/2008,80130,,518,,495,,0.00,,
06/27/2008,80648,,518,,496,,0.00,,
06/28/2008,80988,,340,,494,,0.00,,
06/29/2008,81275,,287,,494,,0.00,,
06/30/2008,81416,,141,,492,,0.00,,
07/01/2008,51469,,-121,,494,,0.00,,
07/02/2008,81174,,-121,,493,,0.00,,
07/03/2008,80768,,-406,,489,,0.00,,
07/04/2008,80369,,-399,,491,,0.00,,
07/05/2008,79957,,-412,,490,,0.00,,
07/06/2008,79539,,-418,,491,,0.00,,
07/07/2008,79109,,-430,,490,,0.00,,
07/08/2008,78621,,-488,,496,,0.00,,
07/09/2008,78147,,-474,,511,,0.00,,
07/10/2008,77621,,-526,,532,,0.00,,
07/11/2008,77143,,-478,,533,,0.00,,
07/12/2008,76666,,-477,,533,,0.00,,
07/13/2008,76236,,-430,,534,,0.00,,
07/14/2008,75826,,-410,,529,,0.00,,
07/15/2008,75443,,-383,,530,,0.00,,
07/16/2008,74782,,-661,,533,,0.00,,
07/17/2008,74363,,-419,,532,,0.00,,
07/18/2008,73925,,-438,,539,,0.00,,
07/19/2008,73527,,-398,,539,,0.00,,
07/20/2008,72918,,-609,,539,,0.00,,
07/21/2008,72349,,-569,,536,,0.00,,
07/22/2008,72018,,-331,,538,,0.00,,
07/23/2008,71617,,-401,,536,,0.00,,
07/24/2008,71261,,-356,,542,,0.00,,
07/25/2008,70855,,-406,,550,,0.00,,
07/26/2008,70432,,-423,,550,,0.00,,
07/27/2008,69838,,-594,,550,,0.00,,
07/28/2008,69397,,-441,,553,,0.00,,
07/29/2008,68939,,-458,,550,,0.00,,
07/30/2008,68495,,-444,,556,,0.00,,
07/31/2008,68064,,-431,,545,,0.00,,
08/01/2008,67628,,-436,,545,,0.00,,
08/02/2008,67199,,-429,,546,,0.00,,
08/03/2008,66704,,-495,,546,,0.00,,
08/04/2008,66259,,-445,,545,,0.00,,
08/05/2008,65821,,-438,,545,,0.00,,
08/06/2008,65402,,-419,,546,,0.00,,
08/07/2008,64966,,-436,,546,,0.00,,
08/08/2008,64488,,-478,,545,,0.00,,
08/09/2008,63701,,-787,,547,,0.00,,
08/10/2008,62790,,-911,,550,,0.00,,
08/11/2008,64698,,1908,,548,,0.00,,
08/12/2008,61944,,-2754,,544,,0.00,,
08/13/2008,61728,,-216,,546,,0.00,,
08/14/2008,61505,,-223,,546,,0.00,,
08/15/2008,61193,,-312,,546,,0.00,,
08/16/2008,60893,,-300,,545,,0.00,,
08/17/2008,60409,,-484,,545,,0.00,,
08/18/2008,59985,,-424,,530,,0.00,,
08/19/2008,59598,,-387,,543,,0.00,,
08/20/2008,59218,,-380,,540,,0.00,,
08/21/2008,58838,,-380,,549,,0.00,,
08/22/2008,58589,,-249,,549,,0.00,,
08/23/2008,58459,,-130,,544,,0.00,,
08/24/2008,58088,,-371,,550,,0.00,,
08/25/2008,57764,,-324,,549,,0.00,,
08/26/2008,57511,,-253,,547,,0.00,,
08/27/2008,57282,,-229,,543,,0.00,,
08/28/2008,57101,,-181,,544,,0.00,,
08/29/2008,56849,,-252,,543,,0.00,,
08/30/2008,56674,,-175,,542,,0.00,,
08/31/2008,56114,,-560,,542,,0.00,,
09/01/2008,55539,,-575,,544,,0.00,,
09/02/2008,54966,,-573,,543,,0.00,,
09/03/2008,54378,,-588,,545,,0.00,,
09/04/2008,53837,,-541,,549,,0.00,,
09/05/2008,53123,,-714,,549,,0.00,,
09/06/2008,52575,,-548,,547,,0.00,,
09/07/2008,51759,,-816,,547,,0.00,,
09/08/2008,51245,,-514,,548,,0.00,,
09/09/2008,50547,,-698,,546,,0.00,,
09/10/2008,49847,,-700,,548,,0.00,,
09/11/2008,49135,,-712,,541,,0.00,,
09/12/2008,48260,,-875,,545,,0.00,,
09/13/2008,47358,,-902,,544,,0.00,,
09/14/2008,46473,,-885,,543,,0.00,,
09/15/2008,45924,,-549,,538,,0.00,,
09/16/2008,45393,,-531,,529,,0.00,,
09/17/2008,44768,,-625,,528,,0.00,,
09/18/2008,44241,,-527,,526,,0.00,,
09/19/2008,43738,,-503,,1526,,0.00,,
09/20/2008,42972,,-766,,523,,0.00,,
09/21/2008,42290,,-682,,521,,0.00,,
09/22/2008,41817,,-473,,529,,0.00,,
09/23/2008,41433,,-384,,340,,0.00,,
09/24/2008,41020,,-413,,347,,0.00,,
09/25/2008,32952,,-8068,,124,,0.00,,
09/26/2008,40166,,7214,,521,,0.00,,
09/27/2008,39685,,-481,,517,,0.00,,
09/28/2008,39125,,-560,,519,,0.00,,
09/29/2008,38722,,-403,,518,,0.00,,
09/30/2008,38318,,-404,,518,,0.00,,
10/01/2008,37616,,-702,,515,,0.00,,
10/02/2008,37164,,-452,,522,,0.00,,
10/03/2008,36463,,-701,,521,,0.00,,
10/04/2008,35881,,-582,,469,,0.80,,
10/05/2008,35276,,-605,,459,,0.25,,
10/06/2008,34468,,-808,,454,,0.00,,
10/07/2008,33649,,-819,,452,,0.00,,
10/08/2008,32812,,-837,,453,,0.00,,
10/09/2008,32021,,-791,,450,,0.00,,
10/10/2008,31207,,-814,,449,,0.00,,
10/11/2008,30518,,-689,,385,,0.00,,
10/12/2008,29820,,-698,,386,,0.00,,
10/13/2008,29184,,-636,,363,,0.00,,
10/14/2008,28594,,-590,,343,,0.00,,
10/15/2008,27951,,-643,,345,,0.00,,
10/16/2008,27358,,-593,,348,,0.00,,
10/17/2008,26920,,-438,,347,,0.00,,
10/18/2008,26673,,-247,,347,,0.00,,
10/19/2008,26329,,-344,,348,,0.00,,
10/20/2008,25982,,-347,,348,,0.00,,
10/21/2008,25751,,-231,,348,,0.00,,
10/22/2008,25425,,-326,,348,,0.00,,
10/23/2008,25154,,-271,,345,,0.00,,
10/24/2008,24933,,--,,345,,0.00,,
10/25/2008,24659,,-274,,345,,0.00,,
10/26/2008,24623,,-36,,214,,0.00,,
10/27/2008,24722,,99,,135,,0.00,,
10/28/2008,24884,,162,,134,,0.00,,
10/29/2008,25050,,166,,134,,0.00,,
10/30/2008,25285,,235,,134,,0.00,,
10/31/2008,25375,,90,,132,,0.63,,
11/01/2008,25565,,190,,130,,0.31,,
11/02/2008,26046,,481,,132,,2.85,,
11/03/2008,26471,,425,,135,,0.28,,
11/04/2008,26916,,445,,135,,1.92,,
11/05/2008,27109,,193,,54,,0.00,,
11/06/2008,27427,,318,,132,,0.00,,
11/07/2008,27640,,213,,133,,0.00,,
11/08/2008,27770,,130,,135,,0.00,,
11/09/2008,27765,,-5,,135,,0.51,,
11/10/2008,27863,,98,,135,,0.00,,
11/11/2008,27983,,120,,135,,0.00,,
11/12/2008,28085,,102,,135,,0.00,,
11/13/2008,28128,,43,,136,,0.00,,
11/14/2008,28295,,167,,136,,0.00,,
11/15/2008,28328,,33,,136,,0.00,,
11/16/2008,28397,,69,,136,,0.00,,
11/17/2008,28239,,-158,,126,,0.00,,
11/18/2008,28044,,-195,,140,,0.00,,
11/19/2008,27876,,-168,,139,,0.00,,
11/20/2008,27696,,-180,,137,,0.00,,
11/21/2008,27515,,-181,,140,,0.00,,
11/22/2008,27367,,-148,,248,,0.00,,
11/23/2008,27188,,-179,,387,,0.00,,
11/24/2008,26888,,-300,,388,,0.00,,
11/25/2008,26733,,-155,,387,,0.00,,
11/26/2008,26448,,-285,,385,,0.14,,
11/27/2008,26096,,-352,,338,,0.16,,
11/28/2008,25746,,-350,,391,,0.00,,
11/29/2008,25371,,-375,,388,,0.00,,
11/30/2008,25131,,-240,,388,,0.00,,
12/01/2008,25001,,-130,,352,,0.00,,
12/02/2008,25050,,49,,271,,0.00,,
12/03/2008,25193,,143,,285,,0.00,,
12/04/2008,25456,,263,,208,,0.00,,
12/05/2008,25755,,299,,--,,--,,
12/06/2008,25978,,223,,145,,0.00,,
12/07/2008,26037,,59,,222,,0.00,,
12/08/2008,25923,,-114,,322,,0.00,,
12/09/2008,25706,,-217,,320,,0.00,,
12/10/2008,25529,,-177,,313,,0.00,,
12/11/2008,25380,,-149,,314,,0.00,,
12/12/2008,25136,,-244,,313,,0.00,,
12/13/2008,24732,,-404,,313,,0.19,,
12/14/2008,24520,,-212,,314,,0.12,,
12/15/2008,24547,,27,,313,,0.42,,
12/16/2008,24592,,45,,317,,0.70,,
12/17/2008,24502,,-90,,310,,0.00,,
12/18/2008,24430,,-72,,315,,0.00,,
12/19/2008,24274,,-156,,316,,0.32,,
12/20/2008,23974,,-300,,314,,0.00,,
12/21/2008,23677,,-297,,313,,0.00,,
12/22/2008,23526,,-151,,313,,1.24,,
12/23/2008,23379,,-147,,314,,0.41,,
12/24/2008,23206,,-173,,313,,0.03,,
12/25/2008,22941,,-265,,309,,1.50,,
12/26/2008,22594,,-347,,314,,0.15,,
12/27/2008,22252,,-342,,312,,0.00,,
12/28/2008,21934,,-318,,315,,0.00,,
12/29/2008,21664,,-270,,318,,0.00,,
12/30/2008,21769,,105,,134,,0.00,,
12/31/2008,21716,,-53,,146,,0.00,,
01/01/2009,21508,,-208,,146,,0.00,,
01/02/2009,21413,,-95,,145,,0.17,,
01/03/2009,21292,,-121,,145,,0.49,,
01/04/2009,21270,,-22,,145,,0.00,,
01/05/2009,21300,,30,,147,,0.11,,
01/06/2009,21396,,96,,150,,0.08,,
01/07/2009,21230,,-166,,150,,0.00,,
01/08/2009,21179,,-51,,149,,0.00,,
01/09/2009,21007,,-172,,150,,0.00,,
01/10/2009,20826,,-181,,150,,0.00,,
01/11/2009,20659,,-167,,150,,0.00,,
01/12/2009,20501,,-158,,150,,0.00,,
01/13/2009,20531,,30,,150,,0.00,,
01/14/2009,20629,,98,,149,,0.00,,
01/15/2009,20977,,348,,150,,0.00,,
01/16/2009,21114,,137,,150,,0.00,,
01/17/2009,21131,,17,,150,,0.00,,
01/18/2009,21266,,135,,150,,0.00,,
01/19/2009,21686,,420,,150,,0.00,,
01/20/2009,21890,,204,,150,,0.00,,
01/21/2009,21951,,61,,150,,0.00,,
01/22/2009,21999,,48,,150,,1.12,,
01/23/2009,22976,,977,,139,,0.71,,
01/24/2009,23699,,723,,128,,2.55,,
01/25/2009,24376,,677,,132,,0.40,,
01/26/2009,25165,,789,,140,,0.23,,
01/27/2009,25833,,668,,145,,0.02,,
01/28/2009,26393,,560,,141,,0.00,,
01/29/2009,23865,,-2528,,144,,0.00,,
01/30/2009,27308,,3443,,144,,0.00,,
01/31/2009,27626,,318,,--,,--,,
02/01/2009,27594,,-32,,147,,0.00,,
02/02/2009,28155,,561,,144,,0.00,,
02/03/2009,28902,,747,,141,,0.00,,
02/04/2009,29509,,607,,136,,0.00,,
02/05/2009,30038,,529,,197,,0.00,,
02/06/2009,30604,,566,,299,,0.32,,
02/07/2009,30665,,61,,298,,0.29,,
02/08/2009,30628,,-37,,300,,0.00,,
02/09/2009,30953,,325,,295,,1.04,,
02/10/2009,31491,,538,,296,,0.02,,
02/11/2009,31428,,-63,,295,,0.36,,
02/12/2009,31428,,0,,296,,0.58,,
02/13/2009,31828,,400,,294,,0.57,,
02/14/2009,31939,,111,,296,,0.26,,
02/15/2009,31750,,-189,,294,,0.02,,
02/16/2009,32088,,338,,295,,0.44,,
02/17/2009,32297,,209,,295,,0.83,,
02/18/2009,32302,,5,,401,,0.19,,
02/19/2009,32297,,-5,,455,,0.00,,
02/20/2009,32336,,39,,455,,0.00,,
02/21/2009,32224,,-112,,476,,0.00,,
02/22/2009,31755,,-469,,468,,0.14,,
02/23/2009,32520,,765,,385,,1.28,,
02/24/2009,33243,,723,,382,,0.30,,
02/25/2009,33649,,406,,401,,0.06,,
02/26/2009,33915,,266,,413,,0.28,,
02/27/2009,34186,,271,,413,,0.00,,
02/28/2009,34750,,564,,419,,0.00,,
03/01/2009,34993,,243,,416,,0.00,,
03/02/2009,36801,,1808,,297,,1.76,,
03/03/2009,38974,,2173,,254,,1.37,,
03/04/2009,40587,,1613,,291,,2.25,,
03/05/2009,41800,,1213,,338,,0.00,,
03/06/2009,42914,,1114,,374,,0.03,,
03/07/2009,43782,,868,,391,,0.00,,
03/08/2009,44332,,550,,399,,0.00,,
03/09/2009,45145,,813,,407,,0.00,,
03/10/2009,45242,,97,,550,,0.00,,
03/11/2009,45479,,237,,615,,0.00,,
03/12/2009,45425,,-54,,615,,0.00,,
03/13/2009,45209,,-216,,615,,0.00,,
03/14/2009,45193,,-16,,615,,0.00,,
03/15/2009,45118,,-75,,613,,0.00,,
03/16/2009,45199,,81,,615,,0.00,,
03/17/2009,45182,,-17,,615,,0.00,,
03/18/2009,45686,,504,,615,,0.00,,
03/19/2009,46119,,433,,615,,0.00,,
03/20/2009,46910,,791,,617,,0.00,,
03/21/2009,47681,,771,,620,,0.00,,
03/22/2009,48349,,668,,622,,1.27,,
03/23/2009,48924,,575,,625,,0.10,,
03/24/2009,49152,,228,,625,,0.00,,
03/25/2009,49462,,310,,628,,0.00,,
03/26/2009,49852,,390,,630,,0.00,,
03/27/2009,50295,,443,,630,,0.00,,
03/28/2009,50688,,393,,631,,0.00,,
03/29/2009,51296,,608,,635,,0.00,,
03/30/2009,51781,,485,,635,,0.00,,
03/31/2009,51894,,113,,636,,0.00,,
04/01/2009,52014,,120,,635,,0.00,,
04/02/2009,52280,,266,,637,,0.00,,
04/03/2009,52826,,546,,638,,0.00,,
04/04/2009,52524,,-302,,639,,0.00,,
04/05/2009,52991,,467,,638,,0.00,,
04/06/2009,53683,,692,,641,,0.00,,
04/07/2009,54447,,764,,645,,0.00,,
04/08/2009,55123,,676,,648,,1.23,,
04/09/2009,55667,,544,,650,,0.02,,
04/10/2009,56155,,488,,650,,0.29,,
04/11/2009,56318,,163,,650,,0.04,,
04/12/2009,56884,,566,,653,,0.00,,
04/13/2009,57458,,574,,655,,0.00,,
04/14/2009,58247,,789,,657,,0.00,,
04/15/2009,58927,,680,,660,,0.04,,
04/16/2009,59420,,493,,660,,0.00,,
04/17/2009,60092,,672,,662,,0.00,,
04/18/2009,60911,,819,,665,,0.00,,
04/19/2009,61589,,678,,669,,0.00,,
04/20/2009,62560,,971,,671,,0.00,,
04/21/2009,63658,,1098,,672,,0.00,,
04/22/2009,64696,,1038,,676,,0.00,,
04/23/2009,65446,,750,,680,,0.00,,
04/24/2009,66413,,967,,683,,0.00,,
04/25/2009,67082,,669,,681,,0.35,,
04/26/2009,67572,,490,,686,,0.00,,
04/27/2009,67593,,21,,695,,0.00,,
04/28/2009,68264,,671,,720,,0.00,,
04/29/2009,68751,,487,,729,,0.00,,
04/30/2009,69222,,471,,685,,0.00,,
05/01/2009,69971,,749,,688,,0.08,,
05/02/2009,72553,,2582,,681,,2.19,,
05/03/2009,74717,,2164,,705,,0.56,,
05/04/2009,76184,,1467,,687,,0.08,,
05/05/2009,77424,,1240,,718,,0.14,,
05/06/2009,78542,,1118,,718,,0.00,,
05/07/2009,79361,,819,,717,,0.00,,
05/08/2009,80202,,841,,723,,0.00,,
05/09/2009,80928,,726,,725,,0.00,,
05/10/2009,81595,,667,,728,,0.00,,
05/11/2009,82206,,611,,735,,0.00,,
05/12/2009,84297,,2091,,732,,0.00,,
05/13/2009,88085,,3788,,717,,0.00,,
05/14/2009,90633,,2548,,1168,,0.00,,
05/15/2009,91508,,875,,2061,,0.00,,
05/16/2009,91684,,176,,2671,,0.00,,
05/17/2009,92014,,330,,2833,,0.00,,
05/18/2009,92548,,534,,2877,,0.00,,
05/19/2009,92774,,226,,2901,,0.07,,
05/20/2009,93035,,261,,2923,,0.00,,
05/21/2009,92872,,-163,,2829,,0.00,,
05/22/2009,92682,,-190,,2554,,0.00,,
05/23/2009,92837,,155,,2274,,0.00,,
05/24/2009,93140,,303,,2114,,0.00,,
05/25/2009,93614,,474,,1971,,0.00,,
05/26/2009,94137,,523,,1605,,0.00,,
05/27/2009,95053,,916,,1199,,0.00,,
05/28/2009,96173,,1120,,609,,0.00,,
05/29/2009,97098,,925,,1208,,0.22,,
05/30/2009,97140,,42,,1590,,0.06,,
05/31/2009,96989,,-151,,1715,,0.04,,
06/01/2009,97162,,173,,1566,,0.00,,
06/02/2009,97450,,288,,1389,,0.00,,
06/03/2009,97471,,21,,1220,,0.00,,
06/04/2009,97564,,93,,989,,0.05,,
06/05/2009,97564,,0,,910,,0.39,,
06/06/2009,97622,,58,,977,,0.15,,
06/07/2009,97435,,-187,,936,,0.20,,
06/08/2009,97227,,-208,,782,,0.00,,
06/09/2009,97378,,151,,845,,0.00,,
06/10/2009,97593,,215,,957,,0.00,,
06/11/2009,97694,,101,,987,,0.00,,
06/12/2009,97521,,-173,,1074,,0.00,,
06/13/2009,97392,,-129,,1006,,0.00,,
06/14/2009,97277,,-115,,871,,0.00,,
06/15/2009,97277,,0,,769,,0.00,,
06/16/2009,97435,,158,,787,,0.00,,
06/17/2009,97478,,43,,936,,0.00,,
06/18/2009,97593,,115,,1083,,0.00,,
06/19/2009,97478,,-115,,1218,,0.00,,
06/20/2009,97371,,-107,,1147,,0.00,,
06/21/2009,97378,,7,,962,,0.00,,
06/22/2009,97643,,265,,840,,0.00,,
06/23/2009,97629,,-14,,913,,0.00,,
06/24/2009,97443,,-186,,913,,0.00,,
06/25/2009,97414,,-29,,843,,0.00,,
06/26/2009,97335,,-79,,809,,0.00,,
06/27/2009,97363,,28,,809,,0.00,,
06/28/2009,97378,,15,,809,,0.00,,
06/29/2009,97313,,-65,,809,,0.00,,
06/30/2009,97263,,-50,,807,,0.00,,
07/01/2009,97147,,-116,,807,,0.00,,
07/02/2009,97255,,108,,758,,0.00,,
07/03/2009,97313,,58,,707,,0.00,,
07/04/2009,97003,,-310,,707,,0.00,,
07/05/2009,97083,,80,,706,,0.00,,
07/06/2009,96846,,-237,,706,,0.00,,
07/07/2009,96624,,-222,,705,,0.00,,
07/08/2009,96215,,-409,,704,,0.00,,
07/09/2009,96116,,-99,,704,,0.00,,
07/10/2009,95938,,-178,,703,,0.00,,
07/11/2009,95795,,-143,,634,,0.00,,
07/12/2009,95773,,-22,,605,,0.00,,
07/13/2009,95616,,-157,,592,,0.00,,
07/14/2009,95666,,50,,583,,0.00,,
07/15/2009,95737,,71,,583,,0.00,,
07/16/2009,95566,,-171,,580,,0.00,,
07/17/2009,95652,,86,,582,,0.00,,
07/18/2009,95400,e,-252,,582,,0.00,,
07/19/2009,95154,,-246,,580,,0.00,,
07/20/2009,95011,,-143,,580,,0.00,,
07/21/2009,95246,,235,,583,,0.00,,
07/22/2009,95039,,-207,,585,,0.00,,
07/23/2009,94613,,-426,,585,,0.00,,
07/24/2009,94265,,-348,,586,,0.00,,
07/25/2009,93840,,-425,,583,,0.00,,
07/26/2009,93267,,-573,,585,,0.00,,
07/27/2009,92865,,-402,,591,,0.00,,
07/28/2009,92401,,-464,,593,,0.00,,
07/29/2009,91522,,-879,,589,,0.00,,
07/30/2009,90815,,-707,,595,,0.00,,
07/31/2009,90089,,-726,,594,,0.00,,
08/01/2009,89401,,-688,,595,,0.00,,
08/02/2009,88535,,-866,,595,,0.00,,
08/03/2009,87775,,-760,,595,,0.00,,
08/04/2009,87136,,-639,,595,,0.00,,
08/05/2009,86478,,-658,,595,,0.00,,
08/06/2009,85514,,-964,,596,,0.00,,
08/07/2009,84636,,-878,,597,,0.00,,
08/08/2009,83694,,-942,,600,,0.00,,
08/09/2009,82945,,-749,,598,,0.00,,
08/10/2009,82313,,-632,,596,,0.00,,
08/11/2009,81456,,-857,,591,,0.00,,
08/12/2009,80734,,-722,,590,,0.00,,
08/13/2009,79970,,-764,,589,,0.00,,
08/14/2009,79043,,-927,,586,,0.00,,
08/15/2009,78002,,-1041,,589,,0.00,,
08/16/2009,76960,,-1042,,587,,0.00,,
08/17/2009,76105,,-855,,590,,0.00,,
08/18/2009,75203,,-902,,587,,0.00,,
08/19/2009,74356,,-847,,586,,0.00,,
08/20/2009,73681,,-675,,589,,0.00,,
08/21/2009,72624,,-1057,,590,,0.00,,
08/22/2009,71590,,-1034,,588,,0.00,,
08/23/2009,70551,,-1039,,589,,0.09,,
08/24/2009,69580,,-971,,588,,0.00,,
08/25/2009,68527,,-1053,,590,,0.00,,
08/26/2009,67579,,-948,,588,,0.00,,
08/27/2009,66741,,-838,,584,,0.00,,
08/28/2009,65569,,-1172,,587,,0.00,,
08/29/2009,64770,,-799,,585,,0.00,,
08/30/2009,63901,,-869,,581,,0.00,,
08/31/2009,62977,,-924,,580,,0.00,,
09/01/2009,62131,,-846,,581,,0.00,,
09/02/2009,61127,,-1004,,582,,0.00,,
09/03/2009,60074,,-1053,,576,,0.00,,
09/04/2009,59046,,-1028,,579,,0.00,,
09/05/2009,57993,,-1053,,578,,0.00,,
09/06/2009,56955,,-1038,,578,,0.00,,
09/07/2009,55905,,-1050,,575,,0.00,,
09/08/2009,54874,,-1031,,578,,0.00,,
09/09/2009,53815,,-1059,,575,,0.00,,
09/10/2009,52803,,-1012,,561,,0.00,,
09/11/2009,51787,,-1016,,561,,0.00,,
09/12/2009,50783,,-1004,,560,,0.00,,
09/13/2009,49764,,-1019,,557,,0.00,,
09/14/2009,48752,,-1012,,559,,0.00,,
09/15/2009,47736,,-1016,,559,,0.00,,
09/16/2009,46729,,-1007,,560,,0.00,,
09/17/2009,45686,,-1043,,565,,0.00,,
09/18/2009,44719,,-967,,561,,0.00,,
09/19/2009,43706,,-1013,,562,,0.00,,
09/20/2009,42734,,-972,,548,,0.00,,
09/21/2009,41722,,-1012,,561,,0.00,,
09/22/2009,40702,,-1020,,563,,0.00,,
09/23/2009,39680,,-1022,,564,,0.00,,
09/24/2009,38656,,-1024,,562,,0.00,,
09/25/2009,37641,,-1015,,564,,0.00,,
