04/14/2015,Reservoircapacityupdatedfrom77,600to97,800frominformationfoundathttp://ce-npdp-serv2.stanford.edu/DamDirectory/DamDetail.jsp?npdp_id=CA00263,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
05/04/2011,81154,,1429,,1694,,0.00,,
05/05/2011,82098,,944,,2332,,0.00,,
05/06/2011,82818,,720,,3014,,0.00,,
05/07/2011,83120,,302,,3412,,0.00,,
05/08/2011,83195,,75,,3607,,0.00,,
05/09/2011,82434,,-761,,3232,,0.00,,
05/10/2011,81649,,-785,,2567,,0.00,,
05/11/2011,81456,,-193,,2249,,0.00,,
05/12/2011,81770,,314,,2308,,0.00,,
05/13/2011,82360,,590,,2645,,0.00,,
05/14/2011,82818,,458,,3107,,0.00,,
05/15/2011,82656,,-162,,3190,,0.92,,
05/16/2011,81971,,-685,,2752,,0.10,,
05/17/2011,81369,,-602,,2305,,0.16,,
05/18/2011,80961,,-408,,2038,,1.10,,
05/19/2011,80668,,-293,,1822,,0.10,,
05/20/2011,80555,,-113,,1722,,0.00,,
05/21/2011,80828,,273,,1742,,0.00,,
05/22/2011,81261,,433,,2104,,0.00,,
05/23/2011,81535,,274,,2218,,0.00,,
05/24/2011,81562,,27,,2273,,0.00,,
05/25/2011,81616,,54,,2319,,0.00,,
05/26/2011,81489,,-127,,2282,,0.00,,
05/27/2011,81369,,-120,,2222,,0.00,,
05/28/2011,81409,,40,,2150,,0.00,,
05/29/2011,81141,,-268,,2119,,0.40,,
05/30/2011,80882,,-259,,1935,,0.11,,
05/31/2011,80721,,-161,,1828,,0.00,,
06/01/2011,80726,,5,,1788,,0.00,,
06/02/2011,80435,,-291,,1700,,0.00,,
06/03/2011,80349,,-86,,1597,,0.00,,
06/04/2011,80302,,-47,,1550,,0.00,,
06/05/2011,80675,,373,,1641,,0.34,,
06/06/2011,81589,,914,,1956,,0.76,,
06/07/2011,81335,,-254,,2199,,0.02,,
06/08/2011,81416,,81,,2170,,0.00,,
06/09/2011,81897,,481,,2345,,0.00,,
06/10/2011,82548,,651,,2749,,0.00,,
06/11/2011,82999,,451,,3231,,0.00,,
06/12/2011,83046,,47,,3409,,0.00,,
06/13/2011,83370,,324,,--,,--,,
06/14/2011,83613,,243,,3823,,0.00,,
06/15/2011,83978,,365,,4130,,0.00,,
06/16/2011,84202,,224,,4445,,0.00,,
06/17/2011,83876,,-326,,4377,,0.00,,
06/18/2011,83519,,-357,,4030,,0.00,,
06/19/2011,83478,,-41,,3901,,0.00,,
06/20/2011,83431,,-47,,3854,,0.00,,
06/21/2011,83545,,114,,3877,,0.00,,
06/22/2011,84514,,969,,4058,,0.00,,
06/23/2011,85514,,1000,,4427,,0.00,,
06/24/2011,85930,,416,,4535,,0.00,,
06/25/2011,85957,,27,,4089,,0.00,,
06/26/2011,86402,,445,,3321,,0.00,,
06/27/2011,87775,,1373,,2645,,0.00,,
06/28/2011,89666,,1891,,2578,,0.00,,
06/29/2011,93035,,3369,,3503,,1.79,,
06/30/2011,93169,,134,,4050,,0.11,,
07/01/2011,93112,,-57,,3358,,0.00,,
07/02/2011,93642,,530,,2863,,0.00,,
07/03/2011,94627,,985,,2827,,0.00,,
07/04/2011,95502,,875,,2939,,0.00,,
07/05/2011,96137,,635,,3027,,0.00,,
07/06/2011,96266,,129,,3109,,0.00,,
07/07/2011,96645,,379,,3154,,0.00,,
07/08/2011,96774,,129,,3220,,0.00,,
07/09/2011,96351,,-423,,3260,,0.00,,
07/10/2011,95666,,-685,,3122,,0.00,,
07/11/2011,95118,,-548,,2380,,0.00,,
07/12/2011,95694,,576,,1518,,0.00,,
07/13/2011,96537,,843,,1271,,0.00,,
07/14/2011,97162,,625,,1412,,0.00,,
07/15/2011,97450,,288,,1458,,0.00,,
07/16/2011,97450,,0,,1557,,0.00,,
07/17/2011,97457,,7,,1575,,0.00,,
07/18/2011,97263,,-194,,1422,,0.00,,
07/19/2011,97241,,-22,,1179,,0.00,,
07/20/2011,97363,,122,,1371,,0.00,,
07/21/2011,97335,,-28,,1441,,0.00,,
07/22/2011,97349,,14,,1310,,0.00,,
07/23/2011,97385,,36,,1217,,0.00,,
07/24/2011,97385,,0,,1109,,0.00,,
07/25/2011,97428,,43,,1109,,0.00,,
07/26/2011,97528,,100,,1166,,0.00,,
07/27/2011,97428,,-100,,1213,,0.00,,
07/28/2011,97306,,-122,,1212,,0.00,,
07/29/2011,97234,,-72,,1077,,0.00,,
07/30/2011,97133,,-101,,876,,0.00,,
07/31/2011,97342,,209,,809,,0.00,,
08/01/2011,97607,,265,,912,,0.00,,
08/02/2011,97528,,-79,,1012,,0.00,,
08/03/2011,97521,,-7,,949,,0.00,,
08/04/2011,97428,,-93,,846,,0.00,,
08/05/2011,97126,,-302,,805,,0.00,,
08/06/2011,96975,,-151,,803,,0.00,,
08/07/2011,96788,,-187,,803,,0.00,,
08/08/2011,96674,,-114,,810,,0.00,,
08/09/2011,96602,,-72,,772,,0.00,,
08/10/2011,96581,,-21,,751,,0.00,,
08/11/2011,96366,,-215,,775,,0.00,,
08/12/2011,96030,,-336,,804,,0.00,,
08/13/2011,95609,,-421,,785,,0.00,,
08/14/2011,95154,,-455,,782,,0.00,,
08/15/2011,94585,,-569,,784,,0.00,,
08/16/2011,94400,,-185,,782,,0.00,,
08/17/2011,93769,,-631,,786,,0.00,,
08/18/2011,93084,,-685,,775,,0.00,,
08/19/2011,92379,,-705,,775,,0.00,,
08/20/2011,91747,,-632,,775,,0.00,,
08/21/2011,91221,,-526,,774,,0.00,,
08/22/2011,90591,,-630,,772,,0.00,,
08/23/2011,89909,,-682,,773,,0.00,,
08/24/2011,89269,,-640,,777,,0.00,,
08/25/2011,88944,,-325,,767,,0.00,,
08/26/2011,88611,,-333,,770,,0.00,,
08/27/2011,88161,,-450,,741,,0.00,,
08/28/2011,87665,,-496,,766,,0.00,,
08/29/2011,87006,,-659,,770,,0.00,,
08/30/2011,86464,,-542,,769,,0.00,,
08/31/2011,86040,,-424,,769,,0.00,,
09/01/2011,85569,,-471,,774,,0.00,,
09/02/2011,85268,,-301,,770,,0.00,,
09/03/2011,85037,,-231,,795,,0.00,,
09/04/2011,84418,,-619,,769,,0.00,,
09/05/2011,83822,,-596,,789,,0.00,,
09/06/2011,83640,,-182,,765,,0.00,,
09/07/2011,83080,,-560,,769,,0.00,,
09/08/2011,82595,,-485,,765,,0.00,,
09/09/2011,81951,,-644,,764,,0.00,,
09/10/2011,81215,,-736,,769,,0.08,,
09/11/2011,80156,,-1059,,759,,0.40,,
09/12/2011,79553,,-603,,754,,0.31,,
09/13/2011,78680,,-873,,705,,0.00,,
09/14/2011,77300,,-1380,,733,,0.77,,
09/15/2011,75923,,-1377,,772,,0.00,,
09/16/2011,74685,,-1238,,772,,0.00,,
09/17/2011,74079,,-606,,769,,0.00,,
09/18/2011,73404,,-675,,769,,0.00,,
09/19/2011,72924,,-480,,713,,0.00,,
09/20/2011,72196,,-728,,779,,0.00,,
09/21/2011,71560,,-636,,776,,0.00,,
09/22/2011,70830,,-730,,775,,0.00,,
09/23/2011,70122,,-708,,773,,0.00,,
09/24/2011,69190,,-932,,770,,0.00,,
09/25/2011,68139,,-1051,,768,,0.00,,
09/26/2011,67057,,-1082,,763,,0.00,,
09/27/2011,66370,,-687,,760,,0.00,,
09/28/2011,65569,,-801,,763,,0.00,,
09/29/2011,64660,,-909,,765,,0.00,,
09/30/2011,63573,,-1087,,763,,0.00,,
10/01/2011,62856,,-717,,761,,0.00,,
10/02/2011,61884,,-972,,656,,0.00,,
10/03/2011,61301,,-583,,745,,0.00,,
10/04/2011,60444,,-857,,690,,0.00,,
10/05/2011,59485,,-959,,688,,1.96,,
10/06/2011,58850,,-635,,639,,0.52,,
10/07/2011,58406,,-444,,690,,0.05,,
10/08/2011,57816,,-590,,690,,0.00,,
10/09/2011,57047,,-769,,688,,0.00,,
10/10/2011,56697,,-350,,687,,0.00,,
10/11/2011,56534,,-163,,689,,0.60,,
10/12/2011,56132,,-402,,690,,0.00,,
10/13/2011,55466,,-666,,688,,0.00,,
10/14/2011,55041,,-425,,690,,0.00,,
10/15/2011,54810,,-231,,693,,0.00,,
10/16/2011,54499,,-311,,695,,0.00,,
10/17/2011,54143,,-356,,694,,0.00,,
10/18/2011,53884,,-259,,692,,0.00,,
10/19/2011,53116,,-768,,693,,0.00,,
10/20/2011,52388,,-728,,690,,0.00,,
10/21/2011,52888,,500,,266,,0.00,,
10/22/2011,53832,,944,,125,,0.00,,
10/23/2011,54926,,1094,,113,,0.00,,
10/24/2011,55911,,985,,89,,0.00,,
10/25/2011,56580,,669,,30,,0.00,,
10/26/2011,57399,,819,,30,,0.00,,
10/27/2011,57917,,518,,82,,0.00,,
10/28/2011,58389,,472,,141,,0.00,,
10/29/2011,58649,,260,,130,,0.00,,
10/30/2011,58998,,349,,130,,0.00,,
10/31/2011,59556,,--,,130,,0.00,,
11/01/2011,60092,,536,,125,,0.00,,
11/02/2011,60468,,376,,309,,0.00,,
11/03/2011,60086,,-382,,670,,0.00,,
11/04/2011,59402,,-684,,669,,0.56,,
11/05/2011,58987,,-415,,667,,0.00,,
11/06/2011,58318,,-669,,665,,0.53,,
11/07/2011,57165,,-1153,,662,,0.03,,
11/08/2011,55993,,-1172,,659,,0.00,,
11/09/2011,54834,,-1159,,654,,0.00,,
11/10/2011,53631,,-1203,,650,,0.00,,
11/11/2011,52479,,-1152,,646,,0.00,,
11/12/2011,51340,,-1139,,643,,0.23,,
11/13/2011,50211,,-1129,,640,,0.00,,
11/14/2011,49085,,-1126,,636,,0.00,,
11/15/2011,47974,,-1111,,632,,0.00,,
11/16/2011,46866,,-1108,,629,,0.00,,
11/17/2011,45783,,-1083,,625,,0.00,,
11/18/2011,45004,,-779,,621,,0.00,,
11/19/2011,44552,,-452,,553,,0.08,,
11/20/2011,44412,,-140,,553,,0.26,,
11/21/2011,44081,,-331,,552,,0.08,,
11/22/2011,43493,,-588,,553,,0.00,,
11/23/2011,42908,,-585,,553,,0.00,,
11/24/2011,42502,,-406,,553,,0.00,,
11/25/2011,41937,,-565,,551,,0.00,,
11/26/2011,41391,,-546,,545,,0.00,,
11/27/2011,40754,,-637,,549,,0.00,,
11/28/2011,40364,,-390,,552,,0.00,,
11/29/2011,39711,,-653,,553,,0.00,,
11/30/2011,39272,,-439,,550,,0.00,,
12/01/2011,38385,,-887,,475,,0.00,,
12/02/2011,37911,,-474,,332,,0.00,,
12/03/2011,37084,,-827,,531,,0.00,,
12/04/2011,36700,,-384,,536,,0.00,,
12/05/2011,36206,,-494,,536,,0.00,,
12/06/2011,35951,,-255,,534,,0.00,,
12/07/2011,35916,,-35,,534,,0.00,,
12/08/2011,35815,,-101,,534,,0.00,,
12/09/2011,35505,,-310,,537,,0.00,,
12/10/2011,35107,,-398,,535,,0.00,,
12/11/2011,34879,,-228,,534,,0.00,,
12/12/2011,34859,,-20,,541,,0.00,,
12/13/2011,34473,,-386,,533,,0.00,,
12/14/2011,34102,,-371,,538,,0.00,,
12/15/2011,33296,,-806,,534,,0.00,,
12/16/2011,32506,,-790,,537,,0.00,,
12/17/2011,31692,,-814,,538,,0.00,,
12/18/2011,31120,,-572,,540,,0.00,,
12/19/2011,30371,,-749,,148,,0.00,,
12/20/2011,29665,,-706,,538,,0.00,,
12/21/2011,28911,,-754,,538,,0.00,,
12/22/2011,28290,,-621,,538,,0.00,,
12/23/2011,27617,,-673,,535,,0.00,,
12/24/2011,27077,,-540,,378,,0.00,,
12/25/2011,26810,,-267,,300,,0.00,,
12/26/2011,26576,,-234,,307,,0.00,,
12/27/2011,26521,,-55,,305,,0.00,,
12/28/2011,26366,,-155,,300,,0.00,,
12/29/2011,26412,,46,,305,,0.00,,
12/30/2011,25824,,-588,,301,,0.00,,
12/31/2011,25479,,-345,,300,,0.00,,
01/01/2012,25184,,-295,,305,,0.00,,
01/02/2012,24893,,-291,,--,,--,,
01/03/2012,24574,,-319,,302,,0.00,,
01/04/2012,24131,,--,,305,,0.00,,
01/05/2012,23739,,--,,305,,0.00,,
01/06/2012,23770,,--,,305,,0.00,,
01/07/2012,23721,,--,,310,,0.00,,
01/08/2012,23814,,--,,305,,0.00,,
01/09/2012,24006,,--,,305,,0.00,,
01/10/2012,24171,,--,,305,,0.00,,
01/11/2012,24086,,--,,309,,0.00,,
01/12/2012,24167,,81,,310,,0.00,,
01/13/2012,24171,,4,,310,,0.00,,
01/14/2012,24051,,-120,,309,,0.00,,
01/15/2012,23752,,-299,,308,,0.00,,
01/16/2012,23574,,-178,,308,,0.00,,
01/17/2012,23308,,-266,,310,,0.00,,
01/18/2012,23317,,9,,307,,0.00,,
01/19/2012,23748,,431,,309,,0.00,,
01/20/2012,23707,,-41,,267,,0.21,,
01/21/2012,24167,,460,,233,,3.70,,
01/22/2012,23810,,-357,,313,,0.65,,
01/23/2012,23921,,111,,307,,1.68,,
01/24/2012,23832,,-89,,314,,0.01,,
01/25/2012,23894,,62,,316,,0.00,,
01/26/2012,23677,,-217,,314,,0.00,,
01/27/2012,23926,,249,,204,,0.00,,
01/28/2012,24502,,576,,147,,0.00,,
01/29/2012,24578,,76,,146,,0.00,,
01/30/2012,24857,,279,,151,,0.00,,
01/31/2012,25170,,313,,145,,0.00,,
02/01/2012,25294,,124,,142,,0.00,,
02/02/2012,25335,,41,,148,,0.00,,
02/03/2012,25673,,338,,150,,0.00,,
02/04/2012,25951,,278,,150,,0.00,,
02/05/2012,26128,,177,,150,,0.00,,
02/06/2012,26883,,755,,150,,0.00,,
02/07/2012,27890,,1007,,153,,0.00,,
02/08/2012,28710,,820,,153,,0.07,,
02/09/2012,29193,,483,,155,,0.00,,
02/10/2012,29151,,-42,,114,,0.00,,
02/11/2012,29598,,447,,66,,0.03,,
02/12/2012,29975,,377,,66,,0.00,,
02/13/2012,30991,,1016,,65,,0.69,,
02/14/2012,31394,,403,,66,,0.00,,
02/15/2012,31905,,511,,67,,0.45,,
02/16/2012,32617,,712,,65,,0.00,,
02/17/2012,33120,,503,,68,,0.00,,
02/18/2012,33492,,372,,--,,--,,
02/19/2012,33954,,462,,68,,0.00,,
02/20/2012,34666,,712,,67,,0.00,,
02/21/2012,35217,,551,,69,,0.00,,
02/22/2012,35670,,453,,69,,0.00,,
02/23/2012,36171,,501,,70,,0.00,,
02/24/2012,36846,,675,,70,,0.00,,
02/25/2012,36998,,152,,69,,0.00,,
02/26/2012,37408,,410,,69,,0.00,,
02/27/2012,38201,,793,,69,,0.04,,
02/28/2012,38559,,358,,70,,0.02,,
02/29/2012,38948,,389,,69,,0.32,,
03/01/2012,38984,,36,,172,,0.18,,
03/02/2012,38830,,-154,,260,,0.03,,
03/03/2012,38738,,-92,,260,,0.00,,
03/04/2012,38554,,-184,,257,,0.00,,
03/05/2012,38543,,-11,,255,,0.00,,
03/06/2012,38396,,-147,,255,,0.12,,
03/07/2012,38671,,275,,254,,0.00,,
03/08/2012,38722,,51,,250,,0.00,,
03/09/2012,38651,,-71,,268,,0.00,,
03/10/2012,38559,,-92,,260,,0.00,,
03/11/2012,38589,,30,,260,,0.00,,
03/12/2012,39050,,461,,266,,0.00,,
03/13/2012,39493,,443,,257,,0.00,,
03/14/2012,39876,,383,,258,,0.28,,
03/15/2012,39845,,-31,,253,,0.33,,
03/16/2012,40428,,583,,251,,0.47,,
03/17/2012,41564,,1136,,228,,2.16,,
03/18/2012,41922,,358,,230,,0.88,,
03/19/2012,42591,,669,,240,,0.29,,
03/20/2012,42739,,148,,245,,0.00,,
03/21/2012,42940,,201,,245,,0.00,,
03/22/2012,43132,,192,,231,,0.00,,
03/23/2012,43584,,452,,218,,0.01,,
03/24/2012,43670,,86,,227,,0.00,,
03/25/2012,43723,,53,,229,,0.34,,
03/26/2012,43706,,-17,,229,,0.26,,
03/27/2012,43931,,225,,230,,0.00,,
03/28/2012,43926,,-5,,226,,0.43,,
03/29/2012,44166,,240,,229,,0.03,,
03/30/2012,44460,,294,,225,,0.00,,
03/31/2012,45085,,625,,206,,0.00,,
04/01/2012,45269,,184,,212,,1.12,,
04/02/2012,45675,,406,,208,,0.00,,
04/03/2012,46261,,586,,196,,0.00,,
04/04/2012,46882,,621,,183,,0.09,,
04/05/2012,47232,,350,,195,,0.00,,
04/06/2012,47292,,60,,160,,0.00,,
04/07/2012,47533,,241,,201,,0.00,,
04/08/2012,47582,,49,,204,,0.00,,
04/09/2012,47824,,242,,206,,0.00,,
04/10/2012,48045,,221,,202,,0.00,,
04/11/2012,48270,e,225,,200,,0.50,,
04/12/2012,48509,,239,,199,,0.43,,
04/13/2012,48796,,287,,190,,1.40,,
04/14/2012,48969,,173,,199,,0.08,,
04/15/2012,49007,,38,,196,,0.00,,
04/16/2012,49379,,372,,215,,0.00,,
04/17/2012,49803,,424,,301,,0.00,,
04/18/2012,50004,,201,,345,,0.00,,
04/19/2012,50272,,268,,338,,0.00,,
04/20/2012,50677,,405,,341,,0.00,,
04/21/2012,51121,,444,,345,,0.00,,
04/22/2012,51674,,553,,343,,0.00,,
04/23/2012,52183,,509,,345,,0.00,,
04/24/2012,53798,,1615,,344,,0.00,,
04/25/2012,53253,,-545,,346,,0.00,,
04/26/2012,54678,,1425,,337,,1.07,,
04/27/2012,55371,,693,,349,,0.07,,
04/28/2012,55573,,202,,341,,0.00,,
04/29/2012,55719,,146,,344,,0.00,,
04/30/2012,55929,,210,,349,,0.00,,
05/01/2012,56791,,862,,344,,0.00,,
05/02/2012,57441,,650,,349,,0.00,,
05/03/2012,58052,,611,,351,,0.00,,
05/04/2012,58518,,466,,350,,0.00,,
05/05/2012,59063,,545,,351,,0.00,,
05/06/2012,59747,,684,,351,,0.00,,
05/07/2012,60361,,614,,353,,0.00,,
05/08/2012,61079,,718,,351,,0.00,,
05/09/2012,61439,,360,,355,,0.00,,
05/10/2012,61806,,367,,355,,0.00,,
05/11/2012,62197,,391,,355,,0.00,,
05/12/2012,63171,,974,,354,,0.00,,
05/13/2012,63883,,712,,351,,0.00,,
05/14/2012,64648,,765,,357,,0.00,,
05/15/2012,65083,,435,,400,,0.00,,
05/16/2012,65341,,258,,425,,0.00,,
05/17/2012,65815,,474,,421,,0.00,,
05/18/2012,66636,,821,,430,,0.00,,
05/19/2012,67566,,930,,434,,0.00,,
05/20/2012,68120,,554,,434,,0.00,,
05/21/2012,68939,,819,,444,,0.00,,
05/22/2012,69933,,994,,445,,0.00,,
05/23/2012,70976,,1043,,451,,0.00,,
05/24/2012,72050,,1074,,447,,0.00,,
05/25/2012,73001,,951,,451,,0.10,,
05/26/2012,73842,,841,,454,,0.43,,
05/27/2012,74440,,598,,456,,0.01,,
05/28/2012,74854,,414,,455,,0.00,,
05/29/2012,75216,,362,,455,,0.00,,
05/30/2012,75346,,130,,457,,0.00,,
05/31/2012,75385,,39,,460,,0.00,,
06/01/2012,75456,,71,,460,,0.00,,
06/02/2012,75252,,-204,,459,,0.00,,
06/03/2012,75261,,9,,459,,0.00,,
06/04/2012,75326,,65,,456,,0.00,,
06/05/2012,75995,,669,,410,,0.92,,
06/06/2012,76796,,801,,369,,0.00,,
06/07/2012,77582,,786,,372,,0.00,,
06/08/2012,78186,,604,,376,,0.00,,
06/09/2012,78958,,772,,380,,0.00,,
06/10/2012,79480,,522,,390,,0.00,,
06/11/2012,80063,,583,,397,,0.00,,
06/12/2012,80249,,186,,405,,0.00,,
06/13/2012,80030,,-219,,405,,0.00,,
06/14/2012,79719,,-311,,411,,0.00,,
06/15/2012,79355,,-364,,419,,0.00,,
06/16/2012,79123,,-232,,423,,0.00,,
06/17/2012,79057,,-66,,422,,0.00,,
06/18/2012,78826,,-231,,421,,0.00,,
06/19/2012,78496,,-330,,424,,0.00,,
06/20/2012,77989,,-507,,421,,0.00,,
06/21/2012,77700,,-289,,423,,0.00,,
06/22/2012,77221,,-479,,430,,0.00,,
06/23/2012,76692,,-529,,426,,0.00,,
06/24/2012,76295,,-397,,428,,0.00,,
06/25/2012,75774,,-521,,391,,0.00,,
06/26/2012,75346,,-428,,367,,0.00,,
06/27/2012,74963,,-383,,368,,0.00,,
06/28/2012,74608,,-355,,367,,0.00,,
06/29/2012,74440,,-168,,367,,0.00,,
06/30/2012,73970,,-470,,367,,0.00,,
07/01/2012,73636,,-334,,368,,0.00,,
07/02/2012,73129,,-507,,367,,0.00,,
07/03/2012,72771,,-358,,372,,0.00,,
07/04/2012,72362,,-409,,369,,0.00,,
07/05/2012,71922,,-440,,370,,0.00,,
07/06/2012,71420,,-502,,370,,0.00,,
07/07/2012,70950,,-470,,373,,0.00,,
07/08/2012,70622,,-328,,371,,0.00,,
07/09/2012,70280,,-342,,370,,0.00,,
07/10/2012,70084,,-196,,370,,0.00,,
07/11/2012,69939,,-145,,376,,0.00,,
07/12/2012,69801,,-138,,405,,0.00,,
07/13/2012,69819,,18,,425,,0.00,,
07/14/2012,70053,,234,,432,,0.00,,
07/15/2012,69700,,-353,,430,,0.00,,
07/16/2012,69372,,-328,,429,,0.00,,
07/17/2012,68851,,-521,,434,,0.00,,
07/18/2012,68351,,-500,,435,,0.00,,
07/19/2012,67896,,-455,,433,,0.00,,
07/20/2012,67473,,-423,,434,,0.00,,
07/21/2012,67175,,-298,,420,,0.00,,
07/22/2012,66704,,-471,,425,,0.00,,
07/23/2012,66556,,-148,,425,,0.00,,
07/24/2012,66419,,-137,,423,,0.00,,
07/25/2012,66043,,-376,,423,,0.00,,
07/26/2012,65648,,-395,,421,,0.00,,
07/27/2012,65273,,-375,,422,,0.00,,
07/28/2012,64899,,-374,,423,,0.00,,
07/29/2012,64518,,-381,,426,,0.00,,
07/30/2012,64409,,-109,,425,,0.00,,
07/31/2012,64164,,-245,,426,,0.00,,
08/01/2012,63871,,-293,,424,,0.00,,
08/02/2012,63682,,-189,,420,,0.00,,
08/03/2012,63481,,-201,,426,,0.00,,
08/04/2012,63250,,-231,,420,,0.00,,
08/05/2012,62917,,-333,,420,,0.00,,
08/06/2012,62602,,-315,,424,,0.00,,
08/07/2012,62349,,-253,,422,,0.00,,
08/08/2012,62258,,-91,,423,,0.00,,
08/09/2012,62011,,-247,,421,,0.00,,
08/10/2012,61993,,-18,,422,,0.00,,
08/11/2012,61908,,-85,,423,,0.00,,
08/12/2012,61860,,-48,,421,,0.00,,
08/13/2012,61975,,115,,420,,0.00,,
08/14/2012,61950,,-25,,423,,0.00,,
08/15/2012,61854,,-96,,421,,0.00,,
08/16/2012,61734,,-120,,419,,0.00,,
08/17/2012,61457,,-277,,421,,0.00,,
08/18/2012,61121,,-336,,420,,0.00,,
08/19/2012,60696,,-425,,422,,0.00,,
08/20/2012,60432,,-264,,421,,0.00,,
08/21/2012,60181,,-251,,472,,0.00,,
08/22/2012,59872,,-309,,500,,0.00,,
08/23/2012,59438,,-434,,498,,0.00,,
08/24/2012,58726,,-712,,495,,0.00,,
08/25/2012,58105,,-621,,494,,0.00,,
08/26/2012,57388,,-717,,497,,0.00,,
08/27/2012,56872,,-516,,494,,0.00,,
08/28/2012,56359,,-513,,495,,0.00,,
08/29/2012,55818,,-541,,495,,0.00,,
08/30/2012,55250,,-568,,494,,0.00,,
08/31/2012,54632,,-618,,496,,0.00,,
09/01/2012,54102,,-530,,496,,0.00,,
09/02/2012,53614,,-488,,493,,0.00,,
09/03/2012,53116,,-498,,493,,0.00,,
09/04/2012,52677,,-439,,490,,0.00,,
09/05/2012,52104,,-573,,485,,0.00,,
09/06/2012,51576,e,-528,,--,,--,,
09/07/2012,51047,,-529,,466,,0.00,,
09/08/2012,50541,,-506,,475,,0.00,,
09/09/2012,49964,,-577,,475,,0.00,,
09/10/2012,49357,,-607,,476,,0.00,,
09/11/2012,48747,,-610,,473,,0.00,,
09/12/2012,48249,,-498,,473,,0.00,,
09/13/2012,47780,,-469,,474,,0.00,,
09/14/2012,47286,,-494,,474,,0.00,,
09/15/2012,46680,,-606,,471,,0.00,,
09/16/2012,46038,,-642,,468,,0.00,,
09/17/2012,45517,,-521,,473,,0.00,,
09/18/2012,45091,,-426,,474,,0.00,,
09/19/2012,44638,,-453,,474,,0.00,,
09/20/2012,44156,,-482,,476,,0.00,,
09/21/2012,43579,,--,,476,,0.00,,
09/22/2012,43085,,--,,476,,0.00,,
09/23/2012,42575,,--,,475,,0.00,,
09/24/2012,42105,,-470,,474,,0.00,,
09/25/2012,41632,,-473,,471,,0.00,,
09/26/2012,41297,,-335,,471,,0.00,,
09/27/2012,41015,,-282,,456,,0.00,,
09/28/2012,40681,,-334,,478,,0.00,,
09/29/2012,40343,,-338,,479,,0.00,,
09/30/2012,40006,,-337,,479,,0.00,,
10/01/2012,39690,,-316,,479,,0.00,,
10/02/2012,39319,,-371,,480,,0.00,,
10/03/2012,39050,,-269,,472,,0.00,,
10/04/2012,38676,,-374,,463,,0.00,,
10/05/2012,38191,,-485,,455,,0.00,,
10/06/2012,37743,,-448,,454,,0.00,,
10/07/2012,37840,,97,,215,,0.00,,
10/08/2012,38191,,351,,98,,0.00,,
10/09/2012,38559,,368,,80,,0.00,,
10/10/2012,39030,,471,,74,,0.00,,
10/11/2012,39478,,448,,73,,0.00,,
10/12/2012,39980,,502,,76,,0.12,,
10/13/2012,40515,,535,,76,,0.00,,
10/14/2012,40999,,484,,75,,0.00,,
10/15/2012,41590,,591,,76,,0.00,,
10/16/2012,42153,,563,,76,,0.00,,
10/17/2012,42755,,602,,76,,0.00,,
10/18/2012,43360,,605,,76,,0.00,,
10/19/2012,43931,,571,,75,,0.00,,
10/20/2012,44514,,583,,80,,0.00,,
10/21/2012,45085,,571,,77,,0.00,,
10/22/2012,45686,,601,,78,,0.20,,
10/23/2012,46011,,325,,78,,0.87,,
10/24/2012,46353,,342,,78,,0.08,,
10/25/2012,46751,,398,,79,,0.00,,
10/26/2012,47270,,519,,78,,0.00,,
10/27/2012,47588,,318,,80,,0.00,,
10/28/2012,47996,,408,,80,,0.00,,
10/29/2012,48415,,419,,80,,0.00,,
10/30/2012,48769,,354,,80,,0.00,,
10/31/2012,49113,,344,,80,,0.00,,
11/01/2012,49535,,422,,80,,0.00,,
11/02/2012,44914,,-4621,,80,,0.00,,
11/03/2012,50362,,5448,,81,,0.00,,
11/04/2012,50654,,292,,81,,0.00,,
11/05/2012,51138,,484,,80,,0.00,,
11/06/2012,51550,,--,,80,,0.00,,
11/07/2012,51696,,146,,80,,0.00,,
11/08/2012,51894,,198,,63,,0.06,,
11/09/2012,51889,,-5,,181,,0.55,,
11/10/2012,51617,,-272,,330,,0.20,,
11/11/2012,51329,,-288,,329,,0.00,,
11/12/2012,51200,,-129,,327,,0.00,,
11/13/2012,50974,,-226,,155,,0.00,,
11/14/2012,50783,,-191,,136,,0.00,,
11/15/2012,50205,,-578,,341,,0.00,,
11/16/2012,49641,,-564,,370,,0.02,,
11/17/2012,49035,,-606,,391,,0.89,,
11/18/2012,48376,,-659,,434,,1.09,,
11/19/2012,47665,,-711,,434,,0.18,,
11/20/2012,46915,,-750,,435,,0.00,,
11/21/2012,46201,,-714,,432,,0.38,,
11/22/2012,45469,,-732,,439,,0.00,,
11/23/2012,44708,,-761,,435,,0.00,,
11/24/2012,43952,,-756,,436,,0.00,,
11/25/2012,43201,,-751,,434,,0.00,,
11/26/2012,42449,,-752,,434,,0.00,,
11/27/2012,41690,,-759,,430,,0.00,,
11/28/2012,40994,,-696,,439,,0.00,,
11/29/2012,40296,,-698,,437,,1.26,,
11/30/2012,40213,,-83,,432,,1.15,,
12/01/2012,40182,,-31,,432,,1.68,,
12/02/2012,41785,,1603,,434,,2.73,,
12/03/2012,41989,,204,,434,,0.41,,
12/04/2012,41758,,-231,,438,,0.00,,
12/05/2012,41643,,-115,,442,,0.00,,
