05/29/2015,ThereservoircapacitywasupdatedMay2015withinformationfromtheUSBR,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,
 ,AF, ,AF, ,CFS, ,
06/18/2009,63527,,-189,,1102,,
06/19/2009,63544,,17,,1098,,
06/20/2009,63598,,54,,1091,,
06/21/2009,63435,,-163,,969,,
06/22/2009,63183,,-252,,938,,
06/23/2009,63019,,-164,,854,,
06/24/2009,63120,,101,,779,,
06/25/2009,63250,,130,,819,,
06/26/2009,63388,,138,,764,,
06/27/2009,63330,,-58,,813,,
06/28/2009,63338,,8,,817,,
06/29/2009,63388,,50,,771,,
06/30/2009,63342,,-46,,796,,
07/01/2009,63166,,-176,,766,,
07/02/2009,62814,,-352,,817,,
07/03/2009,62592,,-222,,732,,
07/04/2009,62634,,42,,545,,
07/05/2009,62451,,-183,,637,,
07/06/2009,62605,,154,,596,,
07/07/2009,62092,,-513,,598,,
07/08/2009,61676,,-416,,596,,
07/09/2009,61024,,-652,,669,,
07/10/2009,60419,,-605,,572,,
07/11/2009,59883,,-536,,540,,
07/12/2009,59340,,-543,,580,,
07/13/2009,59001,,-339,,485,,
07/14/2009,58393,,-608,,592,,
07/15/2009,57731,,-662,,603,,
07/16/2009,57265,,-466,,470,,
07/17/2009,56275,,-990,,620,,
07/18/2009,56217,,-58,,420,,
07/19/2009,55827,,-390,,430,,
07/20/2009,55323,,-504,,519,,
07/21/2009,54436,,-887,,681,,
07/22/2009,53922,,-514,,473,,
07/23/2009,53591,,-331,,354,,
07/24/2009,53307,,-284,,390,,
07/25/2009,53048,,-259,,352,,
07/26/2009,52898,,-150,,286,,
07/27/2009,52573,,-325,,381,,
07/28/2009,52307,,-266,,339,,
07/29/2009,52452,,145,,130,,
07/30/2009,52413,,-39,,246,,
07/31/2009,52358,,-55,,201,,
08/01/2009,52244,,-114,,239,,
08/02/2009,52331,,87,,139,,
08/03/2009,52236,,-95,,208,,
08/04/2009,52045,,-191,,282,,
08/05/2009,51854,,-191,,246,,
08/06/2009,51933,,79,,107,,
08/07/2009,51967,,34,,140,,
08/08/2009,52049,,82,,108,,
08/09/2009,51937,,-112,,208,,
08/10/2009,51694,,-243,,273,,
08/11/2009,51671,,-23,,150,,
08/12/2009,51516,,-155,,212,,
08/13/2009,51418,,-98,,176,,
08/14/2009,51446,,28,,113,,
08/15/2009,51581,,135,,51,,
08/16/2009,51745,,164,,0,,
08/17/2009,51706,,-39,,141,,
08/18/2009,51761,,55,,89,,
08/19/2009,51725,,-36,,149,,
08/20/2009,51473,,-252,,410,,
08/21/2009,51597,,124,,51,,
08/22/2009,51722,,125,,51,,
08/23/2009,51925,,203,,46,,
08/24/2009,52026,,101,,85,,
08/25/2009,52166,,140,,46,,
08/26/2009,52213,,47,,92,,
08/27/2009,52307,,94,,67,,
08/28/2009,52405,,98,,64,,
08/29/2009,52268,,-137,,176,,
08/30/2009,52229,,-39,,132,,
08/31/2009,52260,,31,,94,,
09/01/2009,52209,,-51,,139,,
09/02/2009,52287,,78,,64,,
09/03/2009,52425,,138,,40,,
09/04/2009,52553,,128,,40,,
09/05/2009,52679,,126,,40,,
09/06/2009,52804,,125,,40,,
09/07/2009,52930,,126,,40,,
09/08/2009,53052,,122,,40,,
09/09/2009,53177,,125,,40,,
09/10/2009,53295,,118,,40,,
09/11/2009,53413,,118,,40,,
09/12/2009,53535,,122,,40,,
09/13/2009,53650,,115,,40,,
09/14/2009,53768,,118,,40,,
09/15/2009,53887,,119,,40,,
09/16/2009,54005,,118,,40,,
09/17/2009,54120,,115,,40,,
09/18/2009,54231,,111,,40,,
09/19/2009,54294,,63,,40,,
09/20/2009,54440,,146,,40,,
09/21/2009,54544,,104,,40,,
09/22/2009,54647,,103,,40,,
09/23/2009,54742,,95,,40,,
09/24/2009,54814,,72,,40,,
09/25/2009,54889,,75,,40,,
09/26/2009,54961,,72,,40,,
09/27/2009,55028,,67,,40,,
09/28/2009,55044,,16,,63,,
09/29/2009,54933,,-111,,143,,
09/30/2009,54635,,-298,,241,,
10/01/2009,54195,,-440,,335,,
10/02/2009,53717,,-478,,335,,
10/03/2009,53236,,-481,,335,,
10/04/2009,52784,,-452,,335,,
10/05/2009,52327,,-457,,335,,
10/06/2009,51866,,-461,,335,,
10/07/2009,51410,,-456,,335,,
10/08/2009,50956,,-454,,335,,
10/09/2009,50500,,-456,,335,,
10/10/2009,50049,,-451,,335,,
10/11/2009,49591,,-458,,335,,
10/12/2009,49131,,-460,,335,,
10/13/2009,48920,,-211,,335,,
10/14/2009,49514,,594,,335,,
10/15/2009,49311,,-203,,338,,
10/16/2009,49073,,-238,,340,,
10/17/2009,48799,,-274,,340,,
10/18/2009,48501,,-298,,340,,
10/19/2009,48257,,-244,,340,,
10/20/2009,47892,,-365,,340,,
10/21/2009,47430,,-462,,340,,
10/22/2009,46949,,-481,,340,,
10/23/2009,46462,,-487,,340,,
10/24/2009,45966,,-496,,340,,
10/25/2009,45471,,-495,,340,,
10/26/2009,44956,,-515,,340,,
10/27/2009,44480,,-476,,340,,
10/28/2009,43920,,-560,,340,,
10/29/2009,43407,,-513,,340,,
10/30/2009,42914,,-493,,340,,
10/31/2009,42401,,-513,,340,,
11/01/2009,41875,,-526,,340,,
11/02/2009,41377,,-498,,340,,
11/03/2009,40862,,-515,,340,,
11/04/2009,40354,,-508,,340,,
11/05/2009,39850,,-504,,340,,
11/06/2009,39340,,-510,,340,,
11/07/2009,38840,,-500,,340,,
11/08/2009,38327,,-513,,340,,
11/09/2009,37816,,-511,,340,,
11/10/2009,37317,,-499,,340,,
11/11/2009,36815,,-502,,340,,
11/12/2009,36341,,-474,,340,,
11/13/2009,35845,,-496,,340,,
11/14/2009,35355,,-490,,340,,
11/15/2009,34864,,-491,,340,,
11/16/2009,34376,,-488,,340,,
11/17/2009,33886,,-490,,340,,
11/18/2009,33406,,-480,,340,,
11/19/2009,32921,,-485,,340,,
11/20/2009,32455,,-466,,340,,
11/21/2009,31988,,-467,,340,,
11/22/2009,31521,,-467,,340,,
11/23/2009,31045,,-476,,340,,
11/24/2009,30576,,-469,,340,,
11/25/2009,30112,,-464,,340,,
11/26/2009,29645,,-467,,340,,
11/27/2009,29190,,-455,,340,,
11/28/2009,28740,,-450,,340,,
11/29/2009,28280,,-460,,340,,
11/30/2009,27830,,-450,,340,,
12/01/2009,27385,,-445,,340,,
12/02/2009,26961,,-424,,340,,
12/03/2009,26487,,-474,,323,,
12/04/2009,26057,,-430,,340,,
12/05/2009,25652,,-405,,340,,
12/06/2009,25203,,-449,,340,,
12/07/2009,24823,,-380,,340,,
12/08/2009,24387,,-436,,340,,
12/09/2009,23952,,-435,,340,,
12/10/2009,23557,,-395,,340,,
12/11/2009,23221,,-336,,340,,
12/12/2009,22910,,-311,,340,,
12/13/2009,22574,,-336,,340,,
12/14/2009,22206,,-368,,340,,
12/15/2009,21834,,-372,,--,,
12/16/2009,21438,,-396,,340,,
12/17/2009,21045,,-393,,340,,
12/18/2009,20665,,-380,,340,,
12/19/2009,20289,,-376,,340,,
12/20/2009,19916,,-373,,340,,
12/21/2009,19591,,-325,,340,,
12/22/2009,19249,,-342,,340,,
12/23/2009,18869,,-380,,340,,
12/24/2009,18517,,-352,,340,,
12/25/2009,18158,,-359,,340,,
12/26/2009,17804,,-354,,340,,
12/27/2009,17448,,-356,,340,,
12/28/2009,17089,,-359,,340,,
12/29/2009,16752,,-337,,340,,
12/30/2009,16419,,-333,,340,,
12/31/2009,16073,,-346,,340,,
01/01/2010,15728,,-345,,340,,
01/02/2010,15389,,--,,340,,
01/03/2010,15044,,-345,,340,,
01/04/2010,14711,,-333,,340,,
01/05/2010,14375,,-336,,340,,
01/06/2010,14049,,-326,,340,,
01/07/2010,13730,,-319,,340,,
01/08/2010,13439,,-291,,340,,
01/09/2010,13179,,-260,,340,,
01/10/2010,12944,,-235,,340,,
01/11/2010,12693,,-251,,340,,
01/12/2010,12473,,-220,,325,,
01/13/2010,12355,,-118,,300,,
01/14/2010,12133,,--,,300,,
01/15/2010,11909,,-224,,300,,
01/16/2010,11667,,-242,,300,,
01/17/2010,11436,,-231,,300,,
01/18/2010,11249,,-187,,300,,
01/19/2010,11025,,-224,,300,,
01/20/2010,10818,,-207,,300,,
01/21/2010,10566,,-252,,300,,
01/22/2010,10358,,-208,,300,,
01/23/2010,10111,,-247,,300,,
01/24/2010,9860,,-251,,300,,
01/25/2010,9636,,-224,,300,,
01/26/2010,9415,,-221,,300,,
01/27/2010,9190,,-225,,300,,
01/28/2010,8969,,-221,,280,,
01/29/2010,8741,,-228,,280,,
01/30/2010,8522,,-219,,280,,
01/31/2010,8284,,-238,,280,,
02/01/2010,8057,,-227,,280,,
02/02/2010,7830,,-227,,280,,
02/03/2010,7618,,-212,,280,,
02/04/2010,7396,,-222,,280,,
02/05/2010,7204,,-192,,280,,
02/06/2010,7033,,-171,,280,,
02/07/2010,6840,,-193,,280,,
02/08/2010,6621,,-219,,280,,
02/09/2010,6414,,-207,,280,,
02/10/2010,6254,,-160,,209,,
02/11/2010,6290,,36,,150,,
02/12/2010,6344,,54,,150,,
02/13/2010,6405,,61,,150,,
02/14/2010,6470,,65,,150,,
02/15/2010,6553,,83,,150,,
02/16/2010,6666,,113,,150,,
02/17/2010,6811,,145,,150,,
02/18/2010,6978,,167,,150,,
02/19/2010,7144,,166,,150,,
02/20/2010,7304,,160,,150,,
02/21/2010,7442,,138,,150,,
02/22/2010,7544,,102,,150,,
02/23/2010,7650,,106,,150,,
02/24/2010,7813,,163,,150,,
02/25/2010,7938,,125,,150,,
02/26/2010,8102,,164,,150,,
02/27/2010,8266,,164,,150,,
02/28/2010,8399,,133,,150,,
03/01/2010,8522,,123,,150,,
03/02/2010,8666,,144,,150,,
03/03/2010,8822,,156,,150,,
03/04/2010,8936,,114,,150,,
03/05/2010,9022,,86,,150,,
03/06/2010,9118,,96,,150,,
03/07/2010,9200,,82,,150,,
03/08/2010,9313,,113,,150,,
03/09/2010,9397,,84,,150,,
03/10/2010,9487,,90,,150,,
03/11/2010,9561,,74,,150,,
03/12/2010,9710,,149,,150,,
03/13/2010,9828,,118,,150,,
03/14/2010,9922,,94,,150,,
03/15/2010,10054,,132,,150,,
03/16/2010,10252,,198,,150,,
03/17/2010,10519,,267,,150,,
03/18/2010,10891,,372,,150,,
03/19/2010,11317,,426,,150,,
03/20/2010,11802,,485,,150,,
03/21/2010,12286,,484,,150,,
03/22/2010,12725,,439,,150,,
03/23/2010,13244,,519,,150,,
03/24/2010,13823,,579,,150,,
03/25/2010,14405,,582,,150,,
03/26/2010,14854,,449,,150,,
03/27/2010,15286,,432,,150,,
03/28/2010,15860,,574,,150,,
03/29/2010,16534,,674,,150,,
03/30/2010,17389,,855,,150,,
03/31/2010,17988,,599,,150,,
04/01/2010,18439,,451,,150,,
04/02/2010,18842,,403,,150,,
04/03/2010,19209,,367,,150,,
04/04/2010,19520,,311,,150,,
04/05/2010,19839,,319,,150,,
04/06/2010,20111,,272,,150,,
04/07/2010,20444,,333,,150,,
04/08/2010,20963,,519,,150,,
04/09/2010,21625,,--,,150,,
04/10/2010,22323,,698,,150,,
04/11/2010,22956,,633,,150,,
04/12/2010,23500,,544,,150,,
04/13/2010,23962,,462,,150,,
04/14/2010,24453,,491,,150,,
04/15/2010,24974,,521,,150,,
04/16/2010,25639,,665,,150,,
04/17/2010,26497,,858,,150,,
04/18/2010,27570,,1073,,150,,
04/19/2010,28917,,1347,,150,,
04/20/2010,30599,,1682,,150,,
04/21/2010,31754,,1155,,150,,
04/22/2010,32649,,895,,150,,
04/23/2010,33516,,867,,150,,
04/24/2010,34673,,1157,,150,,
04/25/2010,36222,,1549,,150,,
04/26/2010,38100,,1878,,150,,
04/27/2010,40433,,2333,,150,,
04/28/2010,42332,,1899,,150,,
04/29/2010,43599,,1267,,150,,
04/30/2010,44569,,970,,150,,
05/01/2010,45370,,801,,150,,
05/02/2010,46101,,731,,474,,
05/03/2010,47767,,1666,,242,,
05/04/2010,50041,,2274,,150,,
05/05/2010,52628,,2587,,150,,
05/06/2010,53899,,1271,,760,,
05/07/2010,55104,,1205,,758,,
05/08/2010,56567,,1463,,723,,
05/09/2010,57609,,1042,,865,,
05/10/2010,57706,,97,,1059,,
05/11/2010,57577,,-129,,1006,,
05/12/2010,57500,,-77,,932,,
05/13/2010,57633,,133,,950,,
05/14/2010,57852,,219,,1045,,
05/15/2010,58234,,382,,1220,,
05/16/2010,58581,,347,,1486,,
05/17/2010,58572,,-9,,1667,,
05/18/2010,58364,,-208,,1482,,
05/19/2010,58442,,78,,1406,,
05/20/2010,58903,,461,,1623,,
05/21/2010,58597,,-306,,1827,,
05/22/2010,58189,,-408,,1416,,
05/23/2010,57958,,-231,,1109,,
05/24/2010,57755,,-203,,1020,,
05/25/2010,57621,,-134,,907,,
05/26/2010,57658,,37,,914,,
05/27/2010,57625,,-33,,918,,
05/28/2010,57646,,21,,838,,
05/29/2010,57569,,-77,,855,,
05/30/2010,57954,,385,,818,,
05/31/2010,58344,,390,,1086,,
06/01/2010,58585,,241,,1413,,
06/02/2010,58927,,342,,1645,,
06/03/2010,59735,,808,,1993,,
06/04/2010,60271,,536,,3344,,
06/05/2010,61003,,732,,3742,,
06/06/2010,61244,,241,,4352,,
06/07/2010,61128,,-116,,3306,,
06/08/2010,61115,,-13,,3331,,
06/09/2010,60907,,-208,,3347,,
06/10/2010,60077,,-830,,--,,
06/11/2010,59344,,-733,,2584,,
06/12/2010,59050,,-294,,2075,,
06/13/2010,59001,,-49,,1913,,
06/14/2010,59152,,151,,1997,,
06/15/2010,59406,,254,,2272,,
06/16/2010,59348,,-58,,2316,,
06/17/2010,59307,,-41,,1743,,
06/18/2010,59645,,338,,1485,,
06/19/2010,60320,,675,,1302,,
06/20/2010,60995,,675,,1255,,
06/21/2010,61476,,481,,1288,,
06/22/2010,61909,,433,,1356,,
06/23/2010,62430,,521,,1419,,
06/24/2010,62685,,255,,1629,,
06/25/2010,62442,,-243,,1699,,
06/26/2010,62396,,-46,,1655,,
06/27/2010,62647,,251,,1683,,
06/28/2010,62969,,322,,1695,,
06/29/2010,62977,,8,,1745,,
06/30/2010,62919,,-58,,1586,,
07/01/2010,62831,,-88,,1384,,
07/02/2010,62793,,-38,,1127,,
07/03/2010,63069,,276,,903,,
07/04/2010,63506,,437,,797,,
07/05/2010,63909,,403,,758,,
07/06/2010,63964,,55,,977,,
07/07/2010,63951,,-13,,1033,,
07/08/2010,63926,,-25,,1004,,
07/09/2010,63930,,4,,964,,
07/10/2010,63913,,-17,,970,,
07/11/2010,63876,,-37,,905,,
07/12/2010,63892,,16,,826,,
07/13/2010,63876,,-16,,819,,
07/14/2010,63821,,-55,,791,,
07/15/2010,63787,,-34,,726,,
07/16/2010,63859,,72,,681,,
07/17/2010,63884,,25,,613,,
07/18/2010,63754,,-130,,635,,
07/19/2010,63430,,-324,,719,,
07/20/2010,62806,,-624,,738,,
07/21/2010,62400,,-406,,611,,
07/22/2010,61917,,-483,,601,,
07/23/2010,61377,,-540,,640,,
07/24/2010,60726,,-651,,673,,
07/25/2010,60094,,-632,,675,,
07/26/2010,59443,,-651,,663,,
07/27/2010,58719,,-724,,674,,
07/28/2010,58047,,-672,,624,,
07/29/2010,57386,,-661,,559,,
07/30/2010,56712,,-674,,632,,
07/31/2010,55847,,-865,,682,,
08/01/2010,55219,,-628,,529,,
08/02/2010,54389,,-830,,615,,
08/03/2010,53547,,-842,,628,,
08/04/2010,52596,,-951,,649,,
08/05/2010,51465,,-1131,,729,,
08/06/2010,50561,,-904,,624,,
08/07/2010,49529,,-1032,,681,,
08/08/2010,48490,,-1039,,664,,
08/09/2010,47612,,-878,,606,,
08/10/2010,47384,,-228,,315,,
08/11/2010,46892,,-492,,384,,
08/12/2010,45992,,-900,,583,,
08/13/2010,45183,,-809,,582,,
08/14/2010,44710,,-473,,372,,
08/15/2010,43987,,-723,,487,,
08/16/2010,43024,,-963,,621,,
08/17/2010,42591,,-433,,317,,
08/18/2010,41981,,-610,,444,,
08/19/2010,41526,,-455,,317,,
08/20/2010,41279,,-247,,250,,
08/21/2010,41145,,-134,,178,,
08/22/2010,41058,,-87,,158,,
08/23/2010,40650,,-408,,363,,
08/24/2010,40091,,-559,,384,,
08/25/2010,39727,,-364,,300,,
08/26/2010,39588,,-139,,187,,
08/27/2010,39563,,-25,,113,,
08/28/2010,39581,,18,,96,,
08/29/2010,39512,,-69,,157,,
08/30/2010,39358,,-154,,232,,
08/31/2010,39301,,-57,,149,,
09/01/2010,39236,,-65,,126,,
09/02/2010,39175,,-61,,138,,
09/03/2010,38943,,-232,,234,,
09/04/2010,38778,,-165,,190,,
09/05/2010,38693,,-85,,145,,
09/06/2010,38479,,-214,,214,,
09/07/2010,38135,,-344,,276,,
09/08/2010,38032,,-103,,155,,
09/09/2010,37862,,-170,,196,,
09/10/2010,37788,,-74,,145,,
09/11/2010,37734,,-54,,134,,
09/12/2010,37559,e,-175,,--,,
09/13/2010,37385,,-174,,217,,
09/14/2010,37473,,88,,50,,
09/15/2010,37512,,39,,90,,
09/16/2010,37342,,-170,,188,,
09/17/2010,37141,,-201,,197,,
09/18/2010,36976,,-165,,181,,
09/19/2010,36776,,-200,,199,,
09/20/2010,36867,,91,,40,,
09/21/2010,36986,,119,,40,,
09/22/2010,37106,,120,,40,,
09/23/2010,37223,,117,,0,,
09/24/2010,37342,,119,,40,,
09/25/2010,37448,,106,,40,,
09/26/2010,37561,,113,,41,,
09/27/2010,37667,,106,,41,,
09/28/2010,37770,,103,,41,,
09/29/2010,37872,,102,,41,,
09/30/2010,37972,,100,,41,,
10/01/2010,38082,,110,,41,,
10/02/2010,38206,,124,,41,,
10/03/2010,38359,,153,,41,,
10/04/2010,38654,,295,,40,,
10/05/2010,38936,,282,,41,,
10/06/2010,39154,,218,,41,,
10/07/2010,39366,,212,,41,,
10/08/2010,39505,,139,,41,,
10/09/2010,39666,,161,,41,,
10/10/2010,39814,,148,,41,,
10/11/2010,39969,,155,,41,,
10/12/2010,40120,,151,,41,,
10/13/2010,40264,,144,,41,,
10/14/2010,40401,,137,,41,,
10/15/2010,40527,,126,,41,,
10/16/2010,40642,,115,,41,,
10/17/2010,40772,,130,,41,,
10/18/2010,40906,,134,,41,,
10/19/2010,41033,,127,,42,,
10/20/2010,41011,,-22,,136,,
10/21/2010,40870,,-141,,160,,
10/22/2010,40895,,25,,91,,
10/23/2010,40736,,-159,,215,,
10/24/2010,43470,,2734,,190,,
10/25/2010,47839,,4369,,204,,
10/26/2010,48642,,803,,191,,
10/27/2010,48806,,164,,273,,
10/28/2010,49093,,287,,134,,
10/29/2010,48703,,-390,,436,,
10/30/2010,48772,,69,,189,,
10/31/2010,48760,,-12,,222,,
11/01/2010,48455,,-305,,374,,
11/02/2010,48040,,-415,,426,,
11/03/2010,47680,,-360,,357,,
11/04/2010,47279,,-401,,393,,
11/05/2010,46825,,-454,,420,,
11/06/2010,46779,,-46,,206,,
11/07/2010,46711,,-68,,313,,
11/08/2010,46485,,-226,,390,,
11/09/2010,45981,,-504,,458,,
11/10/2010,45659,,-322,,395,,
11/11/2010,45012,,-647,,512,,
11/12/2010,44369,,-643,,492,,
11/13/2010,44205,,-164,,275,,
11/14/2010,43820,,-385,,380,,
11/15/2010,43440,,-380,,422,,
11/16/2010,43333,,-107,,277,,
11/17/2010,43141,,-192,,275,,
11/18/2010,42774,,-367,,370,,
11/19/2010,42309,,-465,,387,,
11/20/2010,42178,,-131,,273,,
11/21/2010,41988,,-190,,288,,
11/22/2010,41577,,-411,,422,,
11/23/2010,41214,,-363,,399,,
11/24/2010,40733,,-481,,426,,
11/25/2010,40095,,-638,,528,,
11/26/2010,39753,,-342,,367,,
11/27/2010,39368,,-385,,402,,
11/28/2010,39025,,-343,,356,,
11/29/2010,38046,,-979,,607,,
11/30/2010,37423,,-623,,459,,
12/01/2010,36709,,-714,,500,,
12/02/2010,35978,,-731,,582,,
12/03/2010,35522,,-456,,431,,
12/04/2010,35275,,-247,,334,,
12/05/2010,35071,,-204,,332,,
12/06/2010,35171,,100,,246,,
12/07/2010,35050,,-121,,322,,
12/08/2010,34652,,-398,,441,,
12/09/2010,35189,,537,,263,,
12/10/2010,35824,,635,,245,,
12/11/2010,36345,,521,,233,,
12/12/2010,36677,,332,,--,,
12/13/2010,37113,,436,,149,,
12/14/2010,37240,,127,,339,,
12/15/2010,37223,,-17,,382,,
12/16/2010,37092,r,-131,,488,,
12/17/2010,37183,,91,,351,,
12/18/2010,38195,r,1012,,555,,
12/19/2010,40375,,2180,,285,,
12/20/2010,41036,,661,,368,,
12/21/2010,41446,,410,,285,,
12/22/2010,41817,,371,,261,,
12/23/2010,41999,,182,,302,,
12/24/2010,42036,,37,,347,,
12/25/2010,42270,,234,,234,,
12/26/2010,42448,,178,,220,,
12/27/2010,42489,,41,,283,,
12/28/2010,42561,,72,,259,,
12/29/2010,42991,,430,,132,,
12/30/2010,42815,,-176,,398,,
12/31/2010,42051,,-764,,672,,
01/01/2011,41414,,-637,,607,,
01/02/2011,40946,,-468,,514,,
01/03/2011,40609,,-337,,448,,
01/04/2011,39853,,-756,,621,,
01/05/2011,39390,,-463,,490,,
01/06/2011,38693,,-697,,592,,
01/07/2011,37872,,-821,,662,,
01/08/2011,37724,,-148,,324,,
01/09/2011,37427,,-297,,392,,
01/10/2011,36871,,-556,,526,,
01/11/2011,36103,,-768,,632,,
01/12/2011,35487,,-616,,565,,
01/13/2011,34718,,-769,,632,,
01/14/2011,34079,,-639,,566,,
01/15/2011,33780,,-299,,401,,
01/16/2011,33440,,-340,,460,,
01/17/2011,33249,,-191,,473,,
01/18/2011,33300,,51,,373,,
01/19/2011,33068,,-232,,518,,
01/20/2011,32594,,-474,,561,,
01/21/2011,32275,,-319,,516,,
01/22/2011,32140,,-135,,403,,
01/23/2011,32329,,189,,254,,
01/24/2011,31812,,-517,,606,,
01/25/2011,31215,,-597,,531,,
01/26/2011,30696,,-519,,589,,
01/27/2011,30156,,-540,,532,,
01/28/2011,30033,,-123,,412,,
01/29/2011,29589,,--,,580,,
01/30/2011,29496,,-93,,382,,
01/31/2011,29311,,-185,,429,,
02/01/2011,28515,,-796,,722,,
02/02/2011,27964,,-551,,579,,
02/03/2011,27411,,-553,,561,,
02/04/2011,26825,,-586,,595,,
02/05/2011,26519,,-306,,433,,
02/06/2011,26571,,52,,305,,
02/07/2011,26519,,-52,,391,,
02/08/2011,26208,,-311,,511,,
02/09/2011,25827,,-381,,500,,
02/10/2011,25101,,-726,,676,,
02/11/2011,25108,,7,,296,,
02/12/2011,24586,,-522,,547,,
02/13/2011,24362,,-224,,419,,
02/14/2011,24387,,25,,256,,
02/15/2011,24160,,-227,,148,,
02/16/2011,23620,,-540,,585,,
02/17/2011,23140,,-480,,548,,
02/18/2011,22816,,-324,,471,,
02/19/2011,22487,,-329,,526,,
02/20/2011,22562,,75,,206,,
02/21/2011,22185,,-377,,476,,
02/22/2011,21634,,-551,,548,,
02/23/2011,21258,,-376,,422,,
02/24/2011,20658,e,-600,,447,,
02/25/2011,20058,,-600,,657,,
02/26/2011,19282,,-776,,650,,
02/27/2011,18732,,-550,,534,,
02/28/2011,18057,,-675,,610,,
03/01/2011,17456,,-601,,536,,
03/02/2011,17160,,-296,,409,,
03/03/2011,17137,,-23,,316,,
03/04/2011,16568,,-569,,560,,
03/05/2011,16258,,-310,,429,,
03/06/2011,15782,,-476,,558,,
03/07/2011,15444,,-338,,508,,
03/08/2011,14796,,-648,,612,,
03/09/2011,14389,,-407,,506,,
03/10/2011,14118,,-271,,463,,
03/11/2011,13883,,-235,,460,,
03/12/2011,13940,,57,,344,,
03/13/2011,13741,,-199,,474,,
03/14/2011,13646,,-95,,498,,
03/15/2011,13629,,-17,,540,,
03/16/2011,15885,,2256,,519,,
03/17/2011,16436,,551,,593,,
03/18/2011,16908,,472,,415,,
03/19/2011,16891,,-17,,523,,
03/20/2011,16976,,85,,584,,
03/21/2011,17844,,868,,474,,
03/22/2011,18477,,633,,127,,
03/23/2011,17833,,-644,,744,,
03/24/2011,17322,,-511,,681,,
03/25/2011,16944,,-378,,563,,
03/26/2011,16379,,-565,,674,,
03/27/2011,16056,,-323,,504,,
03/28/2011,15709,,-347,,553,,
03/29/2011,15525,,-184,,491,,
03/30/2011,15625,,100,,429,,
03/31/2011,16020,,395,,445,,
04/01/2011,17112,,1092,,350,,
04/02/2011,18460,,1348,,453,,
04/03/2011,19765,,1305,,434,,
04/04/2011,20900,,1135,,483,,
04/05/2011,22481,,1581,,479,,
04/06/2011,24082,,1601,,479,,
04/07/2011,25466,,1384,,479,,
04/08/2011,26340,,874,,480,,
04/09/2011,26661,,321,,631,,
04/10/2011,27236,,575,,438,,
04/11/2011,27846,,610,,436,,
04/12/2011,28836,,990,,315,,
04/13/2011,29574,,738,,359,,
04/14/2011,30276,,702,,402,,
04/15/2011,30736,,460,,462,,
04/16/2011,31477,,741,,530,,
04/17/2011,33017,,1540,,492,,
04/18/2011,35192,,2175,,456,,
04/19/2011,37491,,2299,,393,,
04/20/2011,39072,,1581,,413,,
04/21/2011,42058,,2986,,375,,
04/22/2011,43635,,1577,,479,,
04/23/2011,44640,,1005,,590,,
04/24/2011,45812,,1172,,445,,
04/25/2011,46953,,1141,,438,,
04/26/2011,48029,,1076,,439,,
04/27/2011,49299,,1270,,439,,
04/28/2011,50868,,1569,,469,,
04/29/2011,52307,,1439,,515,,
04/30/2011,53378,,1071,,579,,
05/01/2011,54889,,1511,,377,,
05/02/2011,57059,,2170,,246,,
05/03/2011,58540,,1481,,926,,
05/04/2011,58985,,445,,1709,,
05/05/2011,59587,,602,,2095,,
05/06/2011,59788,,201,,2637,,
05/07/2011,59920,,132,,2842,,
05/08/2011,59698,,-222,,2916,,
05/09/2011,59067,,-631,,2309,,
05/10/2011,58801,,-266,,1754,,
05/11/2011,58886,,85,,1675,,
05/12/2011,59254,,368,,1948,,
05/13/2011,59657,,403,,2374,,
05/14/2011,59784,,127,,2736,,
05/15/2011,59451,,-333,,2524,,
05/16/2011,58915,,-536,,2017,,
05/17/2011,58662,,-253,,1603,,
05/18/2011,58507,,-155,,1400,,
05/19/2011,58373,,-134,,1292,,
05/20/2011,58409,,36,,1265,,
05/21/2011,58768,,359,,1425,,
05/22/2011,59067,,299,,1706,,
05/23/2011,59062,,-5,,1886,,
05/24/2011,59058,,-4,,1907,,
05/25/2011,59046,,-12,,1908,,
05/26/2011,58903,,-143,,1832,,
05/27/2011,58886,,-17,,1768,,
05/28/2011,58915,,29,,1756,,
05/29/2011,58744,,-171,,1623,,
05/30/2011,58552,,-192,,1451,,
05/31/2011,58540,,-12,,1393,,
06/01/2011,58434,,-106,,1416,,
06/02/2011,58336,,-98,,1246,,
06/03/2011,58205,,-131,,1241,,
06/04/2011,58336,,131,,1218,,
06/05/2011,58772,,436,,1464,,
06/06/2011,58935,,163,,1927,,
06/07/2011,58911,,-24,,1671,,
06/08/2011,59120,,209,,1796,,
06/09/2011,59538,,418,,2141,,
06/10/2011,60019,,481,,2589,,
06/11/2011,60159,,140,,3067,,
06/12/2011,60246,,87,,3043,,
06/13/2011,60436,,190,,--,,
06/14/2011,60676,,240,,3619,,
06/15/2011,60986,,310,,3934,,
06/16/2011,60978,,-8,,4323,,
06/17/2011,60626,,-352,,4012,,
06/18/2011,60601,,-25,,3637,,
06/19/2011,60726,,125,,3712,,
06/20/2011,60552,,-174,,3690,,
06/21/2011,60887,,335,,3785,,
06/22/2011,61057,,170,,4114,,
06/23/2011,61186,,129,,4430,,
06/24/2011,60742,,-444,,4240,,
06/25/2011,60267,,-475,,3609,,
06/26/2011,60044,,-223,,3095,,
06/27/2011,60077,,33,,2950,,
