Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,
07/12/2012,585.00,,22507,,271,,13923,,14065,,
07/13/2012,585.77,,22991,,484,,13917,,14169,,
07/14/2012,585.12,,22582,,-409,,13985,,13787,,
07/15/2012,584.49,,22192,,-390,,14139,,13948,,
07/16/2012,584.60,,22260,,68,,14115,,14157,,
07/17/2012,585.29,,22689,,429,,14126,,14350,,
07/18/2012,585.75,,22978,,289,,14178,,14324,,
07/19/2012,584.76,,22359,,-619,,14174,,13862,,
07/20/2012,585.20,,22633,,274,,14155,,14299,,
07/21/2012,585.59,,22878,,245,,14177,,14309,,
07/22/2012,585.33,,22714,,-164,,14151,,14075,,
07/23/2012,586.01,,23141,,427,,14202,,14424,,
07/24/2012,585.58,,22871,,-270,,14294,,14167,,
07/25/2012,586.14,,23224,,353,,14286,,14472,,
07/26/2012,585.90,,23072,,-152,,14314,,14240,,
07/27/2012,585.95,,23104,,32,,14317,,14339,,
07/28/2012,585.31,,22702,,-402,,14326,,14129,,
07/29/2012,585.71,,22953,,251,,14267,,14402,,
07/30/2012,585.86,,23047,,94,,14301,,14356,,
07/31/2012,585.82,,23022,,-25,,14240,,14234,,
08/01/2012,585.99,,23129,,107,,14253,,14314,,
08/02/2012,585.73,,22965,,-164,,14228,,14153,,
08/03/2012,585.69,,22940,,-25,,14191,,14186,,
08/04/2012,586.01,,23141,,201,,14197,,14305,,
08/05/2012,586.69,,23575,,434,,14250,,14477,,
08/06/2012,586.15,,23231,,-344,,14213,,14046,,
08/07/2012,585.09,,22564,,-667,,14140,,13811,,
08/08/2012,584.66,,22297,,-267,,13315,,13187,,
08/09/2012,583.71,,21714,,-583,,13239,,12951,,
08/10/2012,585.96,,23110,,1396,,13357,,14069,,
08/11/2012,586.16,,23237,,127,,13769,,13839,,
08/12/2012,585.53,,22840,,-397,,12892,,12699,,
08/13/2012,586.69,,23575,,735,,12514,,12893,,
08/14/2012,586.82,,23657,,82,,12508,,12558,,
08/15/2012,586.01,,23141,,-516,,12560,,12307,,
08/16/2012,585.62,,22896,,-245,,12090,,11969,,
08/17/2012,586.09,,23192,,296,,12101,,12258,,
08/18/2012,585.45,,22790,,-402,,12453,,12256,,
08/19/2012,584.30,,22075,,-715,,12458,,12106,,
08/20/2012,584.46,,22174,,99,,12092,,12148,,
08/21/2012,584.74,,22347,,173,,12156,,12251,,
08/22/2012,585.52,,22834,,487,,11758,,12010,,
08/23/2012,585.47,,22802,,-32,,11501,,11491,,
08/24/2012,585.26,,22670,,-132,,11503,,11441,,
08/25/2012,584.91,,22451,,-219,,11100,,10996,,
08/26/2012,584.59,,22254,,-197,,11001,,10906,,
08/27/2012,585.37,,22739,,485,,11008,,11259,,
08/28/2012,585.41,,22764,,25,,11038,,11057,,
08/29/2012,584.96,,22482,,-282,,10802,,10665,,
08/30/2012,584.56,,22236,,-246,,10506,,10387,,
08/31/2012,584.14,,21976,,-260,,10502,,10376,,
09/01/2012,582.85,,21193,,-783,,10511,,10121,,
09/02/2012,582.40,,20925,,-268,,10507,,10377,,
09/03/2012,583.50,,21587,,662,,10036,,10378,,
09/04/2012,584.92,,22458,,871,,10013,,10458,,
09/05/2012,583.63,,21665,,-793,,9534,,9140,,
09/06/2012,582.38,,20913,,-752,,9101,,8727,,
09/07/2012,581.45,,20364,,-549,,9081,,8809,,
09/08/2012,580.54,,19835,,-529,,9088,,8826,,
09/09/2012,581.58,,20440,,605,,8456,,8766,,
09/10/2012,583.54,,21611,,1171,,8472,,9067,,
09/11/2012,585.19,,22626,,1015,,8516,,9034,,
09/12/2012,583.96,,21866,,-760,,8045,,7667,,
09/13/2012,584.47,,22180,,314,,8014,,8177,,
09/14/2012,584.67,,22303,,123,,8000,,8067,,
09/15/2012,584.59,,22254,,-49,,7992,,7968,,
09/16/2012,583.74,,21732,,-522,,8006,,7749,,
09/17/2012,584.45,,22168,,436,,7999,,8224,,
09/18/2012,583.78,,21756,,-412,,8011,,7807,,
09/19/2012,583.91,,21835,,79,,7999,,8044,,
09/20/2012,584.31,,22081,,246,,7986,,8115,,
09/21/2012,584.04,,21915,,--,,7545,,7466,,
09/22/2012,583.72,,21720,,--,,7506,,7412,,
09/23/2012,582.86,,21199,,--,,7497,,7238,,
09/24/2012,582.66,,21080,,-119,,7530,,7476,,
09/25/2012,583.46,,21562,,482,,7511,,7758,,
09/26/2012,584.19,,22007,,445,,7053,,7281,,
09/27/2012,584.69,,22316,,309,,7004,,7164,,
09/28/2012,584.49,,22192,,-124,,7003,,6943,,
09/29/2012,584.82,,22396,,204,,7008,,7118,,
09/30/2012,585.42,,22771,,375,,7002,,7197,,
10/01/2012,584.71,,22328,,-443,,7008,,6790,,
10/02/2012,583.80,,21769,,-559,,7017,,6741,,
10/03/2012,584.83,,22402,,633,,7007,,7332,,
10/04/2012,584.24,,22038,,-364,,6770,,6589,,
10/05/2012,584.60,,22260,,222,,6746,,6863,,
10/06/2012,584.59,,22254,,-6,,6758,,6758,,
10/07/2012,584.84,,22408,,154,,6754,,6835,,
10/08/2012,584.56,,22236,,-172,,6527,,6444,,
10/09/2012,583.02,,21295,,-941,,6501,,6030,,
10/10/2012,584.52,,22211,,916,,6511,,6976,,
10/11/2012,584.67,,22303,,92,,6516,,6565,,
10/12/2012,584.20,,22013,,-290,,6502,,6359,,
10/13/2012,583.51,,21593,,-420,,6499,,6288,,
10/14/2012,583.16,,21380,,-213,,6504,,6399,,
10/15/2012,582.67,,21086,,-294,,6502,,6356,,
10/16/2012,582.76,,21140,,54,,6498,,6528,,
10/17/2012,581.44,,20358,,-782,,6512,,6122,,
10/18/2012,581.83,,20586,,228,,6509,,6628,,
10/19/2012,581.15,,20188,,-398,,6753,,6555,,
10/20/2012,581.44,,20358,,170,,6767,,6856,,
10/21/2012,581.66,,20487,,129,,6768,,6836,,
10/22/2012,582.15,,20776,,289,,6719,,6865,,
10/23/2012,582.58,,21032,,256,,6757,,6888,,
10/24/2012,583.30,,21465,,433,,6768,,6986,,
10/25/2012,583.34,,21489,,24,,6760,,6776,,
10/26/2012,582.54,,21008,,-481,,6758,,6515,,
10/27/2012,581.59,,20446,,-562,,6753,,6473,,
10/28/2012,580.26,,19674,,-772,,6515,,6127,,
10/29/2012,579.45,,19215,,-459,,6513,,6282,,
10/30/2012,579.55,,19271,,56,,6515,,6544,,
10/31/2012,579.55,,19271,,0,,6509,,6510,,
11/01/2012,580.75,,19956,,685,,6506,,6851,,
11/02/2012,581.60,,20452,,496,,6507,,6758,,
11/03/2012,581.72,,20522,,70,,6509,,6546,,
11/04/2012,581.96,,20663,,141,,6770,,6843,,
11/05/2012,582.50,,20985,,322,,6491,,6656,,
11/06/2012,581.94,,20651,,--,,6433,,6268,,
11/07/2012,580.71,,19933,,-718,,6057,,5696,,
11/08/2012,580.65,,19898,,-35,,6009,,5993,,
11/09/2012,581.08,,20147,,249,,6024,,6161,,
11/10/2012,581.06,,20135,,-12,,6026,,6022,,
11/11/2012,580.67,,19910,,-225,,6006,,5895,,
11/12/2012,580.61,,19875,,-35,,6013,,5996,,
11/13/2012,580.26,,19674,,-201,,6127,,6027,,
11/14/2012,579.58,,19288,,-386,,6317,,6122,,
11/15/2012,582.20,,20805,,1517,,6092,,6858,,
11/16/2012,584.00,,21890,,1085,,6304,,6852,,
11/17/2012,583.48,,21574,,-316,,6322,,6164,,
11/18/2012,583.42,,21538,,-36,,6136,,6119,,
11/19/2012,584.74,,22347,,809,,5927,,6336,,
11/20/2012,585.07,,22551,,204,,5913,,6016,,
11/21/2012,585.63,,22903,,352,,5740,,5917,,
11/22/2012,584.80,,22384,,-519,,5471,,5214,,
11/23/2012,585.59,,22878,,494,,5255,,5510,,
11/24/2012,584.00,,21890,,-988,,5220,,4724,,
11/25/2012,583.03,,21301,,-589,,5213,,4917,,
11/26/2012,583.44,,21550,,249,,5212,,5340,,
11/27/2012,582.01,,20692,,-858,,5117,,4685,,
11/28/2012,581.55,,20422,,-270,,5017,,4882,,
11/29/2012,580.25,,19668,,-754,,4919,,4539,,
11/30/2012,581.48,,20381,,713,,4817,,5182,,
12/01/2012,584.63,,22279,,1898,,4719,,5676,,
12/02/2012,584.13,,21970,,-309,,4977,,4824,,
12/03/2012,584.95,,22476,,506,,4888,,5145,,
12/04/2012,584.58,,22248,,-228,,4744,,4630,,
12/05/2012,582.95,,21253,,-995,,4738,,4236,,
12/06/2012,585.08,,22557,,1304,,4743,,5403,,
12/07/2012,583.31,,21471,,-1086,,4754,,4209,,
12/08/2012,579.50,,19243,,-2228,,4752,,3632,,
12/09/2012,581.00,,20100,,857,,4616,,5051,,
12/10/2012,582.56,,21020,,920,,4699,,5165,,
12/11/2012,579.91,,19473,,-1547,,4568,,3790,,
12/12/2012,579.63,,19316,,-157,,4562,,4483,,
12/13/2012,579.11,,19024,,-292,,4550,,4404,,
12/14/2012,579.50,,19243,,219,,4553,,4663,,
12/15/2012,579.78,,19400,,157,,4575,,4656,,
12/16/2012,580.17,,19622,,222,,4552,,4667,,
12/17/2012,580.75,,19956,,334,,4552,,4721,,
12/18/2012,582.21,,20811,,855,,4558,,4990,,
12/19/2012,582.65,,21074,,263,,4569,,4703,,
12/20/2012,581.98,,20674,,-400,,4569,,4367,,
12/21/2012,584.46,,22174,,1500,,4367,,5127,,
12/22/2012,585.36,,22733,,559,,4669,,4955,,
12/23/2012,585.98,,23122,,389,,4733,,4933,,
12/24/2012,584.30,,22075,,-1047,,4756,,4228,,
12/25/2012,583.76,,21744,,-331,,4756,,4590,,
12/26/2012,582.87,,21205,,-539,,4750,,4479,,
12/27/2012,582.59,,21038,,-167,,4728,,4644,,
12/28/2012,583.35,,21495,,457,,4659,,4892,,
12/29/2012,583.09,,21338,,-157,,4671,,4592,,
12/30/2012,582.79,,21158,,-180,,4646,,4556,,
12/31/2012,583.11,,21350,,192,,4669,,4767,,
01/01/2013,582.78,,21152,,-198,,4665,,4566,,
01/02/2013,583.46,,21562,,410,,4656,,4865,,
01/03/2013,583.12,,21356,,-206,,4572,,4468,,
01/04/2013,582.91,,21229,,-127,,4558,,4494,,
01/05/2013,581.03,,20118,,-1111,,4563,,4003,,
01/06/2013,578.50,,18686,,-1432,,4570,,3848,,
01/07/2013,579.20,,19074,,388,,4579,,4775,,
01/08/2013,578.10,,18465,,-609,,4523,,4217,,
01/09/2013,577.45,,18111,,-354,,4438,,4261,,
01/10/2013,583.06,,21319,,3208,,4465,,6084,,
01/11/2013,583.03,,21301,,-18,,4572,,4565,,
01/12/2013,581.03,,20118,,-1183,,4582,,3987,,
01/13/2013,578.87,,18890,,-1228,,4574,,3956,,
01/14/2013,578.77,,18835,,-55,,4471,,4444,,
01/15/2013,577.30,,18030,,-805,,4455,,4051,,
01/16/2013,578.48,,18675,,645,,4423,,4750,,
01/17/2013,579.57,,19282,,607,,4406,,4714,,
01/18/2013,581.25,,20247,,965,,4410,,4900,,
01/19/2013,581.68,,20498,,251,,4443,,4572,,
01/20/2013,579.47,,19226,,-1272,,4496,,3856,,
01/21/2013,577.88,,18345,,-881,,4541,,4099,,
01/22/2013,580.82,,19996,,1651,,4559,,5393,,
01/23/2013,580.39,,19749,,-247,,4551,,4427,,
01/24/2013,581.34,,20299,,550,,4566,,4843,,
01/25/2013,579.63,,19316,,-983,,4542,,4048,,
01/26/2013,577.96,,18388,,-928,,4551,,4085,,
01/27/2013,577.00,,17867,,-521,,4571,,4311,,
01/28/2013,578.84,,18874,,1007,,4551,,5061,,
01/29/2013,578.26,,18554,,-320,,4567,,4407,,
01/30/2013,579.16,,19052,,498,,4557,,4810,,
01/31/2013,579.42,,19198,,146,,4553,,4629,,
02/01/2013,580.06,,19559,,361,,4565,,4750,,
02/02/2013,579.33,,19147,,-412,,4557,,4351,,
02/03/2013,577.58,,18182,,--,,4453,,3967,,
02/04/2013,579.93,,19485,,1303,,4389,,5048,,
02/05/2013,578.75,,18824,,-661,,4487,,4155,,
02/06/2013,580.12,,19593,,769,,4496,,4884,,
02/07/2013,580.43,,19772,,179,,4575,,4667,,
02/08/2013,579.91,,19473,,-299,,4472,,4323,,
02/09/2013,579.49,,19237,,-236,,4315,,4199,,
02/10/2013,577.96,,18388,,-849,,4139,,3713,,
02/11/2013,578.14,,18487,,99,,4172,,4226,,
02/12/2013,578.26,,18554,,67,,4089,,4124,,
02/13/2013,578.73,,18813,,259,,4000,,4131,,
02/14/2013,581.13,,20176,,1363,,3892,,4581,,
02/15/2013,583.03,,21301,,1125,,3893,,4463,,
02/16/2013,582.71,,21110,,-191,,3890,,3796,,
02/17/2013,580.36,,19731,,-1379,,3887,,3194,,
02/18/2013,580.99,,20094,,363,,3894,,4080,,
02/19/2013,580.61,,19875,,-219,,3903,,3794,,
02/20/2013,580.51,,19818,,-57,,3898,,3869,,
02/21/2013,580.51,,19818,,0,,3898,,3901,,
02/22/2013,579.61,,19305,,-513,,3901,,3644,,
02/23/2013,579.95,,19496,,191,,3900,,3999,,
02/24/2013,579.42,,19198,,-298,,3892,,3744,,
02/25/2013,580.55,,19841,,643,,3905,,4231,,
02/26/2013,579.08,,19007,,-834,,3905,,3488,,
02/27/2013,580.08,,19570,,563,,3917,,4203,,
02/28/2013,579.47,,19226,,-344,,3904,,3733,,
03/01/2013,580.83,,20002,,776,,3676,,4067,,
03/02/2013,580.06,,19559,,-443,,3882,,3661,,
03/03/2013,579.63,,19316,,-243,,3904,,3782,,
03/04/2013,579.76,,19389,,73,,3872,,3911,,
03/05/2013,581.52,,20405,,1016,,3890,,4404,,
03/06/2013,582.07,,20728,,323,,3877,,4041,,
03/07/2013,583.23,,21423,,695,,3871,,4222,,
03/08/2013,583.27,,21447,,24,,4926,,4939,,
03/09/2013,578.68,,18785,,-2662,,5121,,3780,,
03/10/2013,579.20,,19074,,289,,5142,,5290,,
03/11/2013,580.44,,19777,,703,,5115,,5472,,
03/12/2013,579.76,,19389,,-388,,5013,,4819,,
03/13/2013,579.73,,19372,,-17,,5099,,5092,,
03/14/2013,579.18,,19063,,-309,,5118,,4964,,
03/15/2013,578.83,,18868,,-195,,5036,,4939,,
03/16/2013,580.03,,19541,,673,,4912,,5253,,
03/17/2013,578.51,,18692,,-849,,4778,,4352,,
03/18/2013,578.94,,18929,,237,,4601,,4722,,
03/19/2013,581.78,,20557,,1628,,4562,,5385,,
03/20/2013,582.08,,20734,,177,,4450,,4540,,
03/21/2013,580.85,,20014,,-720,,4257,,3895,,
03/22/2013,579.24,,19097,,-917,,4043,,3583,,
03/23/2013,578.53,,18703,,-394,,4035,,3838,,
03/24/2013,575.90,,17282,,-1421,,4037,,3323,,
03/25/2013,576.11,,17393,,111,,4047,,4105,,
03/26/2013,575.77,,17214,,-179,,3867,,3777,,
03/27/2013,576.60,,17654,,440,,3760,,3983,,
03/28/2013,580.31,,19703,,2049,,3985,,5018,,
03/29/2013,583.11,,21350,,1647,,5675,,6507,,
03/30/2013,582.90,,21223,,-127,,5806,,5745,,
03/31/2013,582.73,,21122,,-101,,5806,,5758,,
04/01/2013,584.60,,22260,,1138,,5634,,6210,,
04/02/2013,585.18,,22620,,360,,5723,,5906,,
04/03/2013,584.51,,22205,,-415,,5790,,5584,,
04/04/2013,584.73,,22340,,135,,5780,,5848,,
04/05/2013,583.45,,21556,,-784,,5793,,5398,,
04/06/2013,582.75,,21134,,-422,,5791,,5580,,
04/07/2013,581.04,,20123,,-1011,,5782,,5275,,
04/08/2013,581.61,,20457,,334,,5794,,5965,,
04/09/2013,582.73,,21122,,665,,5795,,6134,,
04/10/2013,582.96,,21259,,137,,5790,,5862,,
04/11/2013,581.60,,20452,,-807,,5794,,5390,,
04/12/2013,581.45,,20364,,-88,,5745,,5706,,
04/13/2013,580.74,,19950,,-414,,5389,,5184,,
04/14/2013,579.04,,18984,,-966,,5494,,5011,,
04/15/2013,578.49,,18680,,-304,,5539,,5390,,
04/16/2013,577.78,,18291,,-389,,5526,,5333,,
04/17/2013,580.59,,19864,,1573,,5522,,6319,,
04/18/2013,578.21,,18526,,-1338,,5826,,5154,,
04/19/2013,580.72,,19939,,1413,,6244,,6959,,
04/20/2013,579.58,,19288,,-651,,6600,,6275,,
04/21/2013,579.64,,19322,,34,,6617,,6639,,
04/22/2013,581.44,,20358,,1036,,7043,,7571,,
04/23/2013,578.68,,18785,,-1573,,8044,,7256,,
04/24/2013,579.17,,19058,,273,,8771,,8914,,
04/25/2013,576.60,,17654,,-1404,,9985,,9279,,
04/26/2013,580.28,,19685,,2031,,10469,,11497,,
04/27/2013,578.14,,18487,,-1198,,10524,,9926,,
04/28/2013,578.84,,18874,,387,,10564,,10764,,
04/29/2013,579.27,,19114,,240,,10548,,10675,,
04/30/2013,581.53,,20411,,1297,,10567,,11226,,
05/01/2013,583.13,,21362,,951,,10555,,11041,,
05/02/2013,584.31,,22081,,719,,10566,,10932,,
05/03/2013,583.99,,21884,,-197,,10563,,10469,,
05/04/2013,583.51,,21593,,-291,,10558,,10416,,
05/05/2013,581.14,,20182,,-1411,,10566,,9861,,
05/06/2013,581.91,,20633,,451,,10565,,10795,,
05/07/2013,580.97,,20083,,-550,,11447,,11171,,
05/08/2013,582.26,,20841,,758,,11374,,11757,,
05/09/2013,583.90,,21829,,988,,11376,,11875,,
05/10/2013,585.44,,22783,,954,,12085,,12570,,
05/11/2013,585.85,,23041,,258,,12100,,12235,,
05/12/2013,--,,--,,--,,--,,--,,
05/13/2013,584.15,,21983,,--,,11383,,11589,,
05/14/2013,583.87,,21811,,-172,,11372,,11292,,
05/15/2013,582.90,,21223,,-588,,11415,,11126,,
05/16/2013,581.91,,20633,,-590,,11489,,11196,,
05/17/2013,582.26,,20841,,208,,11352,,11458,,
05/18/2013,582.74,,21128,,287,,11388,,11538,,
05/19/2013,582.53,,21002,,-126,,11404,,11345,,
05/20/2013,582.29,,20859,,-143,,11568,,11502,,
05/21/2013,580.46,,19789,,-1070,,12713,,12180,,
05/22/2013,578.49,,18680,,-1109,,12458,,11905,,
05/23/2013,580.22,,19651,,971,,12463,,12959,,
05/24/2013,582.99,,21277,,1626,,12480,,13303,,
05/25/2013,584.94,,22470,,1193,,12492,,13097,,
05/26/2013,584.05,,21921,,-549,,12192,,11920,,
05/27/2013,583.32,,21477,,-444,,12251,,12028,,
05/28/2013,582.56,,21020,,-457,,12245,,12016,,
05/29/2013,584.91,,22451,,1431,,12213,,12936,,
05/30/2013,584.27,,22057,,-394,,11759,,11565,,
05/31/2013,584.27,,22057,,0,,11777,,11782,,
06/01/2013,585.33,,22714,,657,,11686,,12026,,
06/02/2013,585.33,,22714,,0,,11693,,11701,,
06/03/2013,585.66,,22921,,207,,11681,,11791,,
06/04/2013,585.37,,22739,,-182,,11686,,11602,,
06/05/2013,585.83,,23028,,289,,11678,,11832,,
06/06/2013,583.50,,21587,,-1441,,13214,,12494,,
06/07/2013,584.52,,22211,,624,,13507,,13827,,
06/08/2013,584.85,,22414,,203,,13500,,13608,,
06/09/2013,584.66,,22297,,-117,,13492,,13442,,
06/10/2013,584.26,,22050,,--,,13500,,13385,,
06/11/2013,584.74,,22347,,--,,13487,,13643,,
06/12/2013,584.17,,21995,,-352,,13497,,13326,,
06/13/2013,584.31,,22081,,86,,13491,,13541,,
06/14/2013,584.32,,22087,,6,,13710,,13721,,
06/15/2013,584.25,,22044,,-43,,13719,,13705,,
06/16/2013,581.08,,20147,,-1897,,13737,,12791,,
06/17/2013,582.23,,20823,,676,,13732,,14082,,
06/18/2013,586.09,,23192,,2369,,13738,,14942,,
06/19/2013,586.69,,23575,,383,,13756,,13958,,
06/20/2013,585.47,,22802,,-773,,13759,,13376,,
06/21/2013,586.35,,23358,,556,,13757,,14040,,
06/22/2013,586.18,,23250,,-108,,13740,,13697,,
06/23/2013,586.73,,23600,,350,,13756,,13932,,
06/24/2013,586.48,,23441,,-159,,13753,,13674,,
06/25/2013,585.30,,22695,,-746,,14222,,13846,,
06/26/2013,583.44,,21550,,-1145,,14221,,13644,,
06/27/2013,581.94,,20651,,-899,,13976,,13538,,
06/28/2013,581.24,,20241,,-410,,13955,,13753,,
06/29/2013,583.76,,21744,,1503,,14149,,14920,,
06/30/2013,584.83,,22402,,658,,14164,,14501,,
07/01/2013,584.05,,21921,,-481,,14094,,13860,,
07/02/2013,585.54,,22846,,925,,13934,,14408,,
07/03/2013,585.47,,22802,,-44,,14171,,14157,,
07/04/2013,582.79,,21158,,-1644,,14221,,13399,,
07/05/2013,584.40,,22137,,979,,13853,,14355,,
07/06/2013,584.37,,22118,,-19,,13949,,13948,,
07/07/2013,584.77,,22365,,247,,14018,,14149,,
07/08/2013,585.17,,22614,,249,,14068,,14200,,
07/09/2013,586.20,,23262,,648,,13716,,14049,,
07/10/2013,585.76,,22984,,-278,,13591,,13459,,
07/11/2013,585.64,,22909,,-75,,13498,,13467,,
07/12/2013,583.50,,21587,,-1322,,14250,,13590,,
07/13/2013,584.27,,22057,,470,,14250,,14495,,
07/14/2013,585.66,,22921,,864,,14250,,14694,,
07/15/2013,585.64,,22909,,-12,,13413,,13407,,
07/16/2013,585.13,,22589,,-320,,13728,,13573,,
07/17/2013,584.83,,22402,,-187,,13618,,13533,,
07/18/2013,584.92,,22458,,56,,13586,,13619,,
07/19/2013,585.88,,23060,,602,,13429,,13739,,
07/20/2013,585.57,,22865,,-195,,13634,,13542,,
07/21/2013,584.55,,22229,,-636,,13750,,13434,,
07/22/2013,585.16,,22607,,378,,13592,,13792,,
07/23/2013,584.96,,22482,,-125,,13663,,13606,,
07/24/2013,585.49,,22815,,333,,13645,,13820,,
07/25/2013,585.96,,23110,,295,,13679,,13834,,
07/26/2013,586.07,,23180,,70,,13690,,13731,,
07/27/2013,586.32,,23339,,159,,13612,,13700,,
07/28/2013,585.31,,22702,,-637,,13070,,12758,,
07/29/2013,585.59,,22878,,176,,12750,,12847,,
07/30/2013,586.05,,23167,,289,,12823,,12974,,
07/31/2013,585.06,,22545,,-622,,12775,,12466,,
08/01/2013,585.09,,22564,,19,,12224,,12239,,
08/02/2013,585.56,,22859,,295,,11849,,12004,,
08/03/2013,585.20,,22633,,-226,,12009,,11901,,
08/04/2013,584.55,,22229,,-404,,11996,,11797,,
08/05/2013,585.48,,22808,,579,,12011,,12309,,
08/06/2013,583.64,,21671,,-1137,,12013,,11447,,
08/07/2013,585.45,,22790,,1119,,11548,,12118,,
08/08/2013,585.72,,22959,,169,,11385,,11476,,
08/09/2013,585.98,,23122,,163,,11286,,11372,,
08/10/2013,585.17,,22614,,-508,,11404,,11154,,
08/11/2013,585.48,,22808,,194,,11434,,11538,,
08/12/2013,584.77,,22365,,-443,,11614,,11396,,
08/13/2013,584.02,,21902,,-463,,11599,,11366,,
08/14/2013,583.56,,21623,,-279,,11615,,11479,,
08/15/2013,584.18,,22001,,378,,11608,,11805,,
08/16/2013,584.42,,22149,,148,,10945,,11026,,
08/17/2013,585.88,,23060,,911,,10322,,10788,,
08/18/2013,585.97,,23116,,56,,10397,,10432,,
08/19/2013,584.87,,22427,,-689,,10497,,10158,,
08/20/2013,586.37,,23371,,944,,10513,,10996,,
08/21/2013,584.07,,21933,,-1438,,10512,,9790,,
08/22/2013,584.56,,22236,,303,,10091,,10250,,
08/23/2013,584.82,,22396,,160,,9640,,9726,,
08/24/2013,584.60,,22260,,-136,,9638,,9574,,
08/25/2013,584.27,,22057,,-203,,9058,,8961,,
08/26/2013,584.36,,22112,,55,,8341,,8374,,
08/27/2013,583.32,,21477,,-635,,8190,,7874,,
08/28/2013,581.66,,20487,,-990,,7783,,7290,,
08/29/2013,583.89,,21823,,1336,,7684,,8363,,
08/30/2013,584.14,,21976,,153,,7199,,7281,,
08/31/2013,583.45,,21556,,-420,,7140,,6934,,
09/01/2013,584.63,,22279,,723,,7142,,7512,,
09/02/2013,584.92,,22458,,179,,7123,,7218,,
09/03/2013,584.78,,22371,,-87,,7129,,7090,,
09/04/2013,585.05,,22538,,167,,7116,,7203,,
09/05/2013,585.19,,22626,,88,,7147,,7198,,
09/06/2013,584.77,,22365,,-261,,7137,,7010,,
09/07/2013,584.83,,22402,,37,,7076,,7099,,
09/08/2013,584.35,,22106,,-296,,7078,,6934,,
09/09/2013,585.35,,22727,,621,,7094,,7413,,
09/10/2013,585.83,,23028,,301,,7185,,7343,,
09/11/2013,585.66,,22921,,-107,,7258,,7207,,
09/12/2013,584.89,,22439,,-482,,7385,,7150,,
09/13/2013,585.12,,22582,,143,,7253,,7329,,
09/14/2013,585.86,,23047,,465,,7258,,7496,,
09/15/2013,583.93,,21848,,-1199,,7086,,6485,,
09/16/2013,583.32,,21477,,-371,,6999,,6816,,
09/17/2013,582.60,,21044,,-433,,7002,,6789,,
09/18/2013,582.85,,21193,,149,,6998,,7075,,
09/19/2013,583.63,,21665,,472,,7167,,7413,,
09/20/2013,584.03,,21909,,244,,7015,,7143,,
09/21/2013,584.42,,22149,,240,,6998,,7124,,
09/22/2013,585.15,,22601,,452,,6584,,6814,,
09/23/2013,584.85,,22414,,-187,,6559,,6468,,
09/24/2013,584.02,,21902,,-512,,6690,,6434,,
09/25/2013,582.96,,21259,,-643,,6768,,6446,,
09/26/2013,583.18,,21392,,133,,6766,,6838,,
09/27/2013,582.96,,21259,,-133,,6310,,6246,,
09/28/2013,582.99,,21277,,18,,6167,,6179,,
09/29/2013,584.00,,21890,,613,,6167,,6479,,
09/30/2013,584.47,,22180,,290,,6301,,6450,,
10/01/2013,584.73,,22340,,160,,6250,,6332,,
10/02/2013,585.46,,22796,,456,,6244,,6478,,
10/03/2013,584.85,,22414,,-382,,6251,,6062,,
10/04/2013,585.08,,22557,,143,,6252,,6327,,
10/05/2013,584.10,,21952,,-605,,6247,,5945,,
10/06/2013,583.08,,21332,,-620,,6239,,5930,,
10/07/2013,582.75,,21134,,-198,,6239,,6140,,
10/08/2013,583.08,,21332,,198,,6219,,6322,,
10/09/2013,583.65,,21678,,346,,6149,,6326,,
10/10/2013,584.16,,21989,,311,,6169,,6329,,
10/11/2013,583.90,,21829,,-160,,6154,,6076,,
10/12/2013,585.27,,22677,,848,,6088,,6518,,
10/13/2013,584.82,,22396,,-281,,6168,,6027,,
10/14/2013,584.65,,22291,,-105,,6140,,6088,,
10/15/2013,584.89,,22439,,148,,6111,,6189,,
10/16/2013,585.60,,22884,,445,,6111,,6342,,
10/17/2013,585.04,,22532,,-352,,6135,,5961,,
10/18/2013,585.29,,22689,,157,,6112,,6194,,
10/19/2013,584.85,,22414,,-275,,6117,,5980,,
10/20/2013,583.45,,21556,,-858,,6104,,5673,,
10/21/2013,584.26,,22050,,494,,6004,,6256,,
10/22/2013,583.91,,21835,,-215,,5950,,5846,,
10/23/2013,584.62,,22273,,438,,5943,,6168,,
10/24/2013,584.24,,22038,,-235,,5950,,5834,,
10/25/2013,584.03,,21909,,-129,,5957,,5894,,
10/26/2013,583.45,,21556,,-353,,5904,,5727,,
10/27/2013,583.29,,21459,,-97,,5877,,5831,,
10/28/2013,583.86,,21805,,346,,5879,,6055,,
10/29/2013,583.90,,21829,,24,,5894,,5907,,
10/30/2013,583.34,,21489,,-340,,5878,,5709,,
10/31/2013,583.49,,21580,,91,,5883,,5930,,
11/01/2013,584.44,,22161,,581,,5658,,5953,,
11/02/2013,584.69,,22316,,155,,5536,,5615,,
11/03/2013,583.41,,21532,,-784,,5146,,4753,,
11/04/2013,583.45,,21556,,24,,5195,,5208,,
11/05/2013,582.61,,21050,,-506,,4924,,4671,,
11/06/2013,583.06,,21319,,269,,4786,,4924,,
11/07/2013,584.22,,22026,,707,,4628,,4986,,
11/08/2013,585.43,,22777,,751,,4583,,4964,,
11/09/2013,585.30,,22695,,-82,,4722,,4683,,
