Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,
11/10/2013,584.84,,22408,,-287,,4665,,4521,,
11/11/2013,583.69,,21702,,-706,,4618,,4264,,
11/12/2013,583.05,,21313,,-389,,4478,,4283,,
11/13/2013,583.39,,21520,,207,,4420,,4526,,
11/14/2013,584.01,,21896,,376,,4158,,4350,,
11/15/2013,584.85,,22414,,518,,3920,,4183,,
11/16/2013,586.35,,23358,,944,,3848,,4325,,
11/17/2013,586.11,,23205,,-153,,3792,,3717,,
11/18/2013,585.77,,22991,,-214,,3962,,3855,,
11/19/2013,585.15,,22601,,-390,,3998,,3803,,
11/20/2013,584.90,,22445,,-156,,3985,,3907,,
11/21/2013,584.02,,21902,,-543,,4006,,3741,,
11/22/2013,583.17,,21386,,-516,,4006,,3749,,
11/23/2013,582.75,,21134,,-252,,3965,,3841,,
11/24/2013,583.04,,21307,,173,,3909,,3998,,
11/25/2013,583.58,,21635,,328,,3913,,4080,,
11/26/2013,584.04,,21915,,280,,3960,,4102,,
11/27/2013,583.75,,21738,,-177,,4039,,3952,,
11/28/2013,583.63,,21665,,-73,,4033,,3997,,
11/29/2013,--,,--,,--,,4008,e,--,,
11/30/2013,583.50,,21587,,--,,3983,,4055,,
12/01/2013,583.79,,21763,,176,,3891,,3980,,
12/02/2013,584.28,,22063,,300,,3996,,4148,,
12/03/2013,584.62,,22273,,210,,4068,,4174,,
12/04/2013,584.81,,22390,,117,,4066,,4125,,
12/05/2013,584.34,,22100,,-290,,4064,,3919,,
12/06/2013,585.63,,22903,,803,,4067,,4473,,
12/07/2013,585.46,,22796,,-107,,4057,,4003,,
12/08/2013,585.01,,22513,,-283,,3967,,3824,,
12/09/2013,585.44,,22783,,270,,3974,,4110,,
12/10/2013,584.77,,22365,,-418,,3986,,3775,,
12/11/2013,584.03,,21909,,-456,,4047,,3818,,
12/12/2013,583.32,,21477,,-432,,3990,,3774,,
12/13/2013,583.12,,21356,,-121,,3993,,3933,,
12/14/2013,582.60,,21044,,-312,,3995,,3840,,
12/15/2013,581.50,,20393,,-651,,3991,,3664,,
12/16/2013,581.11,,20164,,-229,,3992,,3878,,
12/17/2013,580.32,,19708,,-456,,3990,,3761,,
12/18/2013,579.20,,19074,,-634,,3993,,3675,,
12/19/2013,578.77,,18835,,-239,,3925,,3806,,
12/20/2013,579.57,,19282,,447,,3834,,4060,,
12/21/2013,579.52,,19254,,-28,,3844,,3831,,
12/22/2013,579.07,,19001,,-253,,3843,,3717,,
12/23/2013,580.66,,19904,,903,,3838,,4294,,
12/24/2013,581.06,,20135,,231,,3858,,3974,,
12/25/2013,580.92,,20054,,-81,,3885,,3845,,
12/26/2013,581.09,,20153,,99,,3821,,3874,,
12/27/2013,581.52,,20405,,252,,3787,,3916,,
12/28/2013,581.59,,20446,,41,,3794,,3816,,
12/29/2013,580.60,,19870,,-576,,3651,,3363,,
12/30/2013,580.70,,19927,,57,,3628,,3659,,
12/31/2013,580.34,,19720,,-207,,3794,,3691,,
01/01/2014,580.57,,19852,,132,,3779,,3849,,
01/02/2014,581.33,,20293,,441,,3630,,3855,,
01/03/2014,581.42,,20346,,53,,3562,,3590,,
01/04/2014,581.52,,20405,,59,,3280,,3311,,
01/05/2014,580.70,,19927,,-478,,3107,,2868,,
01/06/2014,580.36,,19731,,-196,,3102,,3005,,
01/07/2014,579.40,,19187,,-544,,3098,,2826,,
01/08/2014,578.81,,18857,,-330,,3047,,2882,,
01/09/2014,578.75,,18824,,-33,,2955,,2940,,
01/10/2014,579.56,,19277,,453,,3042,,3271,,
01/11/2014,580.70,,19927,,650,,3002,,3331,,
01/12/2014,581.43,,20352,,425,,2975,,3189,,
01/13/2014,581.17,,20200,,-152,,2979,,2903,,
01/14/2014,580.49,,19806,,--,,2952,,2755,,
01/15/2014,580.15,,19610,,-196,,2895,,2799,,
01/16/2014,580.52,,19824,,214,,2887,,2997,,
01/17/2014,581.02,,20112,,288,,2888,,3037,,
01/18/2014,581.09,,20153,,41,,2892,,2915,,
01/19/2014,581.20,,20217,,64,,2898,,2931,,
01/20/2014,580.77,,19968,,-249,,2893,,2769,,
01/21/2014,580.42,,19766,,-202,,2895,,2796,,
01/22/2014,580.57,,19852,,86,,2894,,2939,,
01/23/2014,580.46,,19789,,-63,,2898,,2869,,
01/24/2014,581.37,,20317,,528,,2882,,3151,,
01/25/2014,581.20,,20217,,-100,,2846,,2797,,
01/26/2014,580.42,,19766,,-451,,2842,,2617,,
01/27/2014,580.21,,19645,,-121,,3082,,3023,,
01/28/2014,580.16,,19616,,-29,,3352,,3339,,
01/29/2014,579.95,,19496,,-120,,3349,,3291,,
01/30/2014,579.26,,19108,,-388,,3343,,3147,,
01/31/2014,579.78,,19400,,292,,3348,,3496,,
02/01/2014,580.20,,19639,,239,,3349,,3470,,
02/02/2014,580.21,,19645,,6,,3350,,3354,,
02/03/2014,580.40,,19754,,109,,3340,,3396,,
02/04/2014,580.68,,19916,,162,,3307,,3390,,
02/05/2014,580.23,,19656,,-260,,3275,,3146,,
02/06/2014,580.29,,19691,,35,,3316,,3335,,
02/07/2014,579.89,,19462,,-229,,3411,,3297,,
02/08/2014,579.74,,19378,,-84,,3709,,3682,,
02/09/2014,580.96,,20077,,699,,3453,,3807,,
02/10/2014,583.38,,21514,,1437,,3529,,4257,,
02/11/2014,584.13,,21970,,456,,3312,,3543,,
02/12/2014,585.48,,22808,,838,,3174,,3597,,
02/13/2014,585.58,,22871,,63,,3075,,3108,,
02/14/2014,585.21,,22639,,-232,,2994,,2878,,
02/15/2014,584.66,,22297,,-342,,2890,,2720,,
02/16/2014,583.57,,21629,,-668,,2890,,2555,,
02/17/2014,583.31,,21471,,-158,,2889,,2809,,
02/18/2014,582.09,,20740,,-731,,2894,,2526,,
02/19/2014,585.07,,22551,,1811,,2932,,3846,,
02/20/2014,582.95,,21253,,-1298,,2897,,2245,,
02/21/2014,581.69,,20504,,-749,,2751,,2376,,
02/22/2014,580.57,,19852,,-652,,2773,,2445,,
02/23/2014,580.48,,19800,,-52,,2731,,2707,,
02/24/2014,580.03,,19541,,-259,,2708,,2579,,
02/25/2014,580.85,,20014,,473,,2712,,2951,,
02/26/2014,582.38,,20913,,899,,2710,,3163,,
02/27/2014,582.75,,21134,,221,,2618,,2729,,
02/28/2014,582.38,,20913,,-221,,2688,,2577,,
03/01/2014,583.11,,21350,,437,,2684,,2906,,
03/02/2014,582.45,,20955,,-395,,2687,,2488,,
03/03/2014,584.43,,22155,,1200,,2544,,3150,,
03/04/2014,583.93,,21848,,-307,,2602,,2447,,
03/05/2014,584.60,,22260,,412,,2608,,2817,,
03/06/2014,583.07,,21325,,-935,,2595,,2125,,
03/07/2014,582.49,,20979,,-346,,2648,,2475,,
03/08/2014,583.02,,21295,,316,,2543,,2702,,
03/09/2014,581.52,,20405,,-890,,2639,,2191,,
03/10/2014,579.43,,19204,,-1201,,2644,,2039,,
03/11/2014,581.69,,20504,,1300,,2641,,3296,,
03/12/2014,581.79,,20563,,59,,2619,,2649,,
03/13/2014,581.73,,20528,,-35,,2631,,2615,,
03/14/2014,579.09,,19013,,-1515,,2629,,1867,,
03/15/2014,576.69,,17702,,-1311,,2670,,2012,,
03/16/2014,577.09,,17916,,214,,2684,,2795,,
03/17/2014,576.39,,17542,,-374,,2692,,2505,,
03/18/2014,577.98,,18399,,857,,2637,,3072,,
03/19/2014,581.43,,20352,,1953,,2713,,3701,,
03/20/2014,578.68,,18785,,-1567,,3321,,2533,,
03/21/2014,578.06,,18443,,-342,,3166,,2997,,
03/22/2014,576.99,,17862,,-581,,3072,,2782,,
03/23/2014,577.18,,17965,,103,,3095,,3150,,
03/24/2014,578.68,,18785,,820,,3095,,3511,,
03/25/2014,580.02,,19536,,751,,3077,,3459,,
03/26/2014,581.93,,20645,,1109,,3068,,3628,,
03/27/2014,581.15,,20188,,-457,,2935,,2707,,
03/28/2014,584.16,,21989,,1801,,2863,,3771,,
03/29/2014,585.16,,22607,,618,,2702,,3015,,
03/30/2014,583.39,,21520,,-1087,,2699,,2152,,
03/31/2014,583.88,,21817,,297,,2546,,2696,,
04/01/2014,585.18,,22620,,803,,2502,,2907,,
04/02/2014,585.39,,22752,,132,,2626,,2694,,
04/03/2014,585.65,,22915,,163,,2663,,2747,,
04/04/2014,585.97,,23116,,201,,2692,,2793,,
04/05/2014,584.65,,22291,,-825,,2664,,2249,,
04/06/2014,583.22,,21417,,-874,,2736,,2298,,
04/07/2014,585.69,,22940,,1523,,2730,,3501,,
04/08/2014,584.17,,21995,,-945,,2693,,2221,,
04/09/2014,583.62,,21659,,-336,,2697,,2532,,
04/10/2014,582.31,,20871,,-788,,2688,,2294,,
04/11/2014,581.32,,20288,,-583,,2672,,2382,,
04/12/2014,579.93,,19485,,-803,,2575,,2173,,
04/13/2014,580.36,,19731,,246,,2500,,2628,,
04/14/2014,579.74,,19378,,-353,,2489,,2315,,
04/15/2014,580.69,,19921,,543,,2512,,2790,,
04/16/2014,579.89,,19462,,-459,,2952,,2725,,
04/17/2014,579.06,,18996,,-466,,3018,,2787,,
04/18/2014,578.67,,18780,,-216,,3737,,3632,,
04/19/2014,577.71,,18253,,-527,,3741,,3480,,
04/20/2014,577.95,,18383,,130,,3748,,3818,,
04/21/2014,577.71,,18253,,-130,,3747,,3684,,
04/22/2014,578.50,,18686,,433,,3684,,3903,,
04/23/2014,577.94,,18377,,-309,,3488,,3337,,
04/24/2014,577.60,,18193,,-184,,3356,,3265,,
04/25/2014,579.14,,19041,,848,,3372,,3801,,
04/26/2014,578.74,,18818,,-223,,3369,,3257,,
04/27/2014,579.70,,19355,,537,,3530,,3804,,
04/28/2014,578.70,,18796,,-559,,3755,,3474,,
04/29/2014,578.48,,18675,,-121,,3797,,3739,,
04/30/2014,577.52,,18149,,-526,,4142,,3881,,
05/01/2014,577.41,,18090,,-59,,4533,,4508,,
05/02/2014,577.65,,18220,,130,,5068,,5139,,
05/03/2014,577.31,,18035,,-185,,5068,,4980,,
05/04/2014,577.57,,18177,,142,,5066,,5143,,
05/05/2014,577.43,,18100,,-77,,5094,,5059,,
05/06/2014,577.65,,18220,,120,,5854,,5915,,
05/07/2014,578.54,,18708,,488,,6438,,6688,,
05/08/2014,579.87,,19451,,743,,6421,,6800,,
05/09/2014,581.29,,20270,,819,,6970,,7386,,
05/10/2014,581.38,,20323,,53,,6998,,7029,,
05/11/2014,581.42,,20346,,23,,6997,,7014,,
05/12/2014,580.47,,19795,,-551,,7008,,6735,,
05/13/2014,578.60,,18741,,-1054,,6986,,6460,,
05/14/2014,579.83,,19428,,687,,6989,,7340,,
05/15/2014,580.49,,19806,,378,,6965,,7162,,
05/16/2014,581.98,,20674,,868,,6944,,7387,,
05/17/2014,585.22,,22645,,1971,,6996,,7995,,
05/18/2014,585.84,,23035,,390,,7001,,7204,,
05/19/2014,585.46,,22796,,-239,,6993,,6879,,
05/20/2014,585.09,,22564,,-232,,7009,,6897,,
05/21/2014,584.60,,22260,,-304,,7081,,6934,,
05/22/2014,584.89,,22439,,179,,7559,,7654,,
05/23/2014,583.85,,21799,,-640,,7564,,7247,,
05/24/2014,583.91,,21835,,36,,7562,,7585,,
05/25/2014,584.42,,22149,,314,,7559,,7723,,
05/26/2014,584.98,,22495,,346,,7558,,7740,,
05/27/2014,584.55,,22229,,-266,,7566,,7438,,
05/28/2014,584.50,,22199,,-30,,7634,,7625,,
05/29/2014,583.29,,21459,,-740,,7490,,7123,,
05/30/2014,584.00,,21890,,431,,8555,,8778,,
05/31/2014,585.22,,22645,,755,,8498,,8886,,
06/01/2014,584.87,,22427,,-218,,8494,,8390,,
06/02/2014,585.05,,22538,,111,,8467,,8530,,
06/03/2014,585.15,,22601,,63,,8217,,8256,,
06/04/2014,583.74,,21732,,-869,,8245,,7813,,
06/05/2014,584.60,,22260,,528,,8244,,8517,,
06/06/2014,585.09,,22564,,304,,8254,,8413,,
06/07/2014,585.86,,23047,,483,,8200,,8452,,
06/08/2014,584.94,,22470,,-577,,8188,,7904,,
06/09/2014,584.56,,22236,,-234,,8184,,8073,,
06/10/2014,581.49,,20387,,-1849,,8186,,7260,,
06/11/2014,582.52,,20996,,609,,8162,,8476,,
06/12/2014,582.35,,20895,,-101,,8582,,8539,,
06/13/2014,584.78,,22371,,1476,,8563,,9315,,
06/14/2014,585.43,,22777,,406,,8589,,8803,,
06/15/2014,584.74,,22347,,-430,,8624,,8414,,
06/16/2014,585.35,,22727,,380,,8628,,8827,,
06/17/2014,585.17,,22614,,-113,,8656,,8603,,
06/18/2014,584.10,,21952,,-662,,9165,,8837,,
06/19/2014,582.83,,21182,,-770,,9150,,8768,,
06/20/2014,580.27,,19680,,-1502,,10256,,9504,,
06/21/2014,580.24,,19662,,-18,,9933,,9932,,
06/22/2014,580.95,,20071,,409,,9839,,10052,,
06/23/2014,580.52,,19824,,-247,,9873,,9755,,
06/24/2014,582.74,,21128,,1304,,9925,,10589,,
06/25/2014,583.49,,21580,,452,,9942,,10177,,
06/26/2014,582.76,,21140,,-440,,10143,,9924,,
06/27/2014,582.72,,21116,,-24,,9696,,9690,,
06/28/2014,582.19,,20799,,-317,,9671,,9517,,
06/29/2014,582.63,,21062,,263,,9650,,9789,,
06/30/2014,583.79,,21763,,701,,9441,,9801,,
07/01/2014,584.88,,22433,,670,,9244,,9591,,
07/02/2014,583.30,,21465,,-968,,9251,,8771,,
07/03/2014,583.31,,21471,,6,,9248,,9259,,
07/04/2014,584.53,,22217,,746,,9252,,9628,,
07/05/2014,584.93,,22464,,247,,9243,,9377,,
07/06/2014,584.95,,22476,,12,,9242,,9256,,
07/07/2014,584.93,,22464,,-12,,9263,,9267,,
07/08/2014,584.16,,21989,,-475,,9253,,9022,,
07/09/2014,583.28,,21453,,-536,,9217,,8955,,
07/10/2014,584.12,,21964,,511,,9077,,9341,,
07/11/2014,584.31,,22081,,117,,9204,,9271,,
07/12/2014,583.68,,21696,,-385,,9285,,9096,,
07/13/2014,583.88,,21817,,121,,9238,,9307,,
07/14/2014,584.11,,21958,,141,,9359,,9437,,
07/15/2014,583.21,,21410,,-548,,9221,,8952,,
07/16/2014,583.73,,21726,,316,,9193,,9358,,
07/17/2014,584.37,,22118,,392,,9230,,9434,,
07/18/2014,584.20,,22013,,-105,,9207,,9160,,
07/19/2014,583.66,,21684,,-329,,9277,,9117,,
07/20/2014,582.97,,21265,,-419,,9275,,9072,,
07/21/2014,583.79,,21763,,498,,9300,,9557,,
07/22/2014,583.58,,21635,,-128,,9039,,8978,,
07/23/2014,584.01,,21896,,261,,9250,,9387,,
07/24/2014,583.86,,21805,,-91,,9297,,9257,,
07/25/2014,583.84,,21793,,-12,,9307,,9308,,
07/26/2014,584.32,,22087,,294,,9285,,9441,,
07/27/2014,583.56,,21623,,-464,,9277,,9051,,
07/28/2014,584.89,,22439,,816,,9246,,9665,,
07/29/2014,585.31,,22702,,263,,8758,,8899,,
07/30/2014,584.20,,22013,,-689,,8902,,8562,,
07/31/2014,582.54,,21008,,-1005,,8838,,8339,,
08/01/2014,583.77,,21750,,742,,8563,,8946,,
08/02/2014,583.64,,21671,,-79,,8630,,8597,,
08/03/2014,582.94,,21247,,-424,,8638,,8432,,
08/04/2014,584.34,,22100,,853,,8581,,9018,,
08/05/2014,582.60,,21044,,-1056,,8640,,8112,,
08/06/2014,583.96,,21866,,822,,8424,,8839,,
08/07/2014,583.70,,21708,,-158,,8407,,8331,,
08/08/2014,583.94,,21854,,146,,8149,,8228,,
08/09/2014,585.02,,22520,,666,,7979,,8323,,
08/10/2014,584.64,,22285,,-235,,7987,,7876,,
08/11/2014,584.08,,21939,,-346,,8047,,7878,,
08/12/2014,583.71,,21714,,-225,,7767,,7660,,
08/13/2014,583.81,,21775,,61,,7570,,7607,,
08/14/2014,582.15,,20776,,-999,,7570,,7071,,
08/15/2014,583.82,,21781,,1005,,7351,,7864,,
08/16/2014,584.11,,21958,,177,,7381,,7476,,
08/17/2014,583.66,,21684,,-274,,7380,,7248,,
08/18/2014,583.75,,21738,,54,,7382,,7416,,
08/19/2014,583.94,,21854,,116,,7126,,7191,,
08/20/2014,584.14,,21976,,122,,7117,,7186,,
08/21/2014,585.15,,22601,,625,,7143,,7464,,
08/22/2014,584.74,,22347,,-254,,7177,,7055,,
08/23/2014,584.36,,22112,,-235,,7205,,7094,,
08/24/2014,585.23,,22651,,539,,7216,,7495,,
08/25/2014,584.27,,22057,,-594,,7201,,6909,,
08/26/2014,584.44,,22161,,104,,7414,,7472,,
08/27/2014,583.51,,21593,,-568,,7363,,7083,,
08/28/2014,583.66,,21684,,91,,7089,,7139,,
08/29/2014,582.57,,21026,,-658,,7249,,6923,,
08/30/2014,581.98,,20674,,-352,,6970,,6800,,
08/31/2014,582.23,,20823,,149,,6903,,6984,,
09/01/2014,581.49,,20387,,-436,,6900,,6685,,
09/02/2014,583.28,,21453,,1066,,6900,,7442,,
09/03/2014,583.25,,21435,,-18,,6588,,6585,,
09/04/2014,582.61,,21050,,-385,,6600,,6412,,
09/05/2014,582.67,,21086,,36,,6393,,6417,,
09/06/2014,583.48,,21574,,488,,6150,,6402,,
09/07/2014,583.28,,21453,,-121,,6139,,6084,,
09/08/2014,582.82,,21176,,-277,,6148,,6014,,
09/09/2014,582.33,,20883,,-293,,5894,,5752,,
09/10/2014,583.73,,21726,,843,,5901,,6331,,
09/11/2014,584.08,,21939,,213,,5623,,5735,,
09/12/2014,585.00,,22507,,568,,5636,,5927,,
09/13/2014,585.66,,22921,,414,,5690,,5905,,
09/14/2014,583.94,,21854,,-1067,,5562,,5029,,
09/15/2014,584.14,,21976,,122,,5492,,5560,,
09/16/2014,583.39,,21520,,-456,,5499,,5275,,
09/17/2014,583.77,,21750,,230,,5494,,5614,,
09/18/2014,584.59,,22254,,504,,5553,,5812,,
09/19/2014,584.50,,22199,,-55,,5379,,5353,,
09/20/2014,584.82,,22396,,197,,5319,,5423,,
09/21/2014,584.08,,21939,,-457,,5326,,5102,,
09/22/2014,584.92,,22458,,519,,5108,,5375,,
09/23/2014,584.65,,22291,,-167,,5115,,5034,,
09/24/2014,584.40,,22137,,-154,,4812,,4738,,
09/25/2014,584.05,,21921,,-216,,4803,,4701,,
09/26/2014,582.89,,21217,,-704,,4541,,4187,,
09/27/2014,580.42,,19766,,-1451,,4535,,3806,,
09/28/2014,580.71,,19933,,167,,4530,,4617,,
09/29/2014,580.42,,19766,,-167,,4537,,4455,,
09/30/2014,580.10,,19582,,-184,,4573,,4482,,
10/01/2014,580.98,,20088,,506,,4500,,4758,,
10/02/2014,582.28,,20853,,765,,4647,,5038,,
10/03/2014,582.38,,20913,,60,,4409,,4444,,
10/04/2014,582.14,,20770,,-143,,4403,,4336,,
10/05/2014,583.07,,21325,,555,,4395,,4680,,
10/06/2014,584.94,,22470,,1145,,4504,,5087,,
10/07/2014,584.51,,22205,,-265,,4462,,4332,,
10/08/2014,585.07,,22551,,346,,4542,,4719,,
10/09/2014,584.70,,22322,,-229,,4490,,4378,,
10/10/2014,584.90,,22445,,123,,4512,,4576,,
10/11/2014,585.07,,22551,,106,,4545,,4601,,
10/12/2014,583.84,,21793,,-758,,4535,,4157,,
10/13/2014,584.28,,22063,,270,,4536,,4676,,
10/14/2014,583.70,,21708,,-355,,4544,,4368,,
10/15/2014,584.10,,21952,,244,,4521,,4648,,
10/16/2014,582.79,,21158,,-794,,4545,,4148,,
10/17/2014,582.70,,21104,,-54,,4533,,4508,,
10/18/2014,581.95,,20657,,-447,,4538,,4315,,
10/19/2014,580.72,,19939,,-718,,4533,,4173,,
10/20/2014,579.27,,19114,,-825,,4535,,4121,,
10/21/2014,577.84,,18323,,-791,,4528,,4129,,
10/22/2014,579.74,,19378,,1055,,4528,,5061,,
10/23/2014,584.53,,22217,,2839,,4540,,5971,,
10/24/2014,583.11,,21350,,-867,,4527,,4090,,
10/25/2014,582.53,,21002,,-348,,4504,,4331,,
10/26/2014,584.05,,21921,,919,,4420,,4883,,
10/27/2014,583.90,,21829,,-92,,4449,,4405,,
10/28/2014,583.47,,21568,,-261,,4450,,4320,,
10/29/2014,581.38,,20323,,-1245,,4443,,3816,,
10/30/2014,580.41,,19760,,-563,,4449,,4167,,
10/31/2014,582.22,,20817,,1057,,4503,,5036,,
11/01/2014,582.00,,20686,,-131,,4519,,4454,,
11/02/2014,580.84,,20008,,-678,,4520,,4179,,
11/03/2014,582.35,,20895,,887,,4549,,4997,,
11/04/2014,580.93,,20060,,-835,,4606,,4187,,
11/05/2014,580.19,,19633,,-427,,4495,,4281,,
11/06/2014,579.89,,19462,,-171,,4454,,4370,,
11/07/2014,580.28,,19685,,223,,4406,,4520,,
11/08/2014,579.89,,19462,,-223,,4400,,4290,,
11/09/2014,579.97,,19507,,45,,4394,,4419,,
11/10/2014,579.83,,19428,,-79,,4373,,4335,,
11/11/2014,577.47,,18122,,-1306,,4267,,3612,,
11/12/2014,578.57,,18725,,603,,4162,,4467,,
11/13/2014,578.26,,18554,,-171,,4144,,4058,,
11/14/2014,580.19,,19633,,1079,,4127,,4672,,
11/15/2014,580.71,,19933,,300,,4177,,4329,,
11/16/2014,580.48,,19800,,-133,,4110,,4044,,
11/17/2014,579.74,,19378,,-422,,4015,,3804,,
11/18/2014,579.14,,19041,,-337,,3992,,3823,,
11/19/2014,577.56,,18171,,-870,,3924,,3486,,
11/20/2014,575.49,,17067,,-1104,,3928,,3372,,
11/21/2014,579.62,,19310,,2243,,3958,,5089,,
11/22/2014,579.04,,18984,,-326,,3989,,3825,,
11/23/2014,580.33,,19714,,730,,3933,,4302,,
11/24/2014,580.30,,19697,,-17,,3959,,3951,,
11/25/2014,579.66,,19333,,-364,,3976,,3792,,
11/26/2014,579.94,,19490,,157,,3987,,4067,,
11/27/2014,579.83,,19428,,-62,,3981,,3951,,
11/28/2014,579.88,,19457,,29,,3982,,3997,,
11/29/2014,579.94,,19490,,33,,3985,,4002,,
11/30/2014,580.07,,19564,,74,,3982,,4020,,
12/01/2014,580.41,,19760,,196,,3849,,3949,,
12/02/2014,581.15,,20188,,428,,3450,,3667,,
12/03/2014,582.70,,21104,,916,,3375,,3837,,
12/04/2014,582.96,,21259,,155,,3308,,3386,,
12/05/2014,583.84,,21793,,534,,3326,,3596,,
12/06/2014,584.53,,22217,,424,,3310,,3524,,
12/07/2014,583.65,,21678,,-539,,3306,,3035,,
12/08/2014,584.01,,21896,,218,,3196,,3307,,
12/09/2014,585.90,,23072,,1176,,3190,,3784,,
12/10/2014,584.83,,22402,,-670,,3066,,2729,,
12/11/2014,582.82,,21176,,-1226,,4723,,4105,,
12/12/2014,581.22,,20229,,-947,,4178,,3701,,
12/13/2014,581.10,,20159,,-70,,3909,,3875,,
12/14/2014,579.14,,19041,,-1118,,3862,,3299,,
12/15/2014,580.74,,19950,,909,,3854,,4313,,
12/16/2014,585.13,,22589,,2639,,3054,,4385,,
12/17/2014,585.26,,22670,,81,,3062,,3103,,
12/18/2014,585.18,,22620,,-50,,3281,,3256,,
12/19/2014,583.90,,21829,,-791,,3558,,3159,,
12/20/2014,584.11,,21958,,129,,3467,,3533,,
12/21/2014,582.71,,21110,,-848,,3305,,2878,,
12/22/2014,584.08,,21939,,829,,3072,,3491,,
12/23/2014,583.61,,21653,,-286,,3125,,2982,,
12/24/2014,582.98,,21271,,-382,,3067,,2875,,
12/25/2014,583.86,,21805,,534,,3024,,3294,,
12/26/2014,582.37,,20907,,-898,,3040,,2588,,
12/27/2014,581.52,,20405,,-502,,3038,,2788,,
12/28/2014,583.01,,21289,,884,,3042,,3489,,
12/29/2014,582.34,,20889,,-400,,3040,,2838,,
12/30/2014,580.70,,19927,,-962,,3016,,2532,,
12/31/2014,579.71,,19361,,-566,,2991,,2707,,
01/01/2015,579.42,,19198,,-163,,2991,,2910,,
01/02/2015,577.52,,18149,,-1049,,2966,,2438,,
01/03/2015,579.57,,19282,,1133,,2963,,3535,,
01/04/2015,578.53,,18703,,-579,,2985,,2694,,
01/05/2015,578.67,,18780,,77,,2967,,3006,,
01/06/2015,576.88,,17803,,-977,,2967,,2475,,
01/07/2015,576.05,,17361,,-442,,2940,,2718,,
01/08/2015,576.14,,17409,,48,,2940,,2965,,
01/09/2015,576.65,,17680,,271,,3003,,3141,,
01/10/2015,576.73,,17723,,43,,3179,,3201,,
01/11/2015,576.97,,17851,,128,,3168,,3233,,
01/12/2015,577.55,,18166,,315,,3180,,3339,,
01/13/2015,581.93,,20645,,2479,,3179,,4430,,
01/14/2015,584.83,,22402,,1757,,3172,,4060,,
01/15/2015,583.11,,21350,,-1052,,3066,,2538,,
01/16/2015,582.13,,20764,,-586,,2911,,2617,,
01/17/2015,580.16,,19616,,-1148,,2910,,2332,,
01/18/2015,579.29,,19125,,-491,,2914,,2666,,
01/19/2015,583.77,,21750,,2625,,2911,,4235,,
01/20/2015,583.98,,21878,,128,,2912,,2978,,
01/21/2015,583.61,,21653,,-225,,2868,,2757,,
01/22/2015,579.07,,19001,,-2652,,2866,,1531,,
01/23/2015,581.26,,20252,,1251,,2865,,3498,,
01/24/2015,583.74,,21732,,1480,,2815,,3565,,
01/25/2015,580.14,,19605,,-2127,,2815,,1746,,
01/26/2015,577.23,,17992,,-1613,,2815,,2004,,
01/27/2015,581.56,,20428,,2436,,2812,,4049,,
01/28/2015,578.59,,18736,,-1692,,2816,,1964,,
01/29/2015,580.93,,20060,,1324,,2828,,3497,,
01/30/2015,582.73,,21122,,1062,,2981,,3517,,
01/31/2015,584.76,,22359,,1237,,3090,,3716,,
02/01/2015,581.04,,20123,,-2236,,3090,,1965,,
02/02/2015,578.21,,18526,,-1597,,3090,,2286,,
02/03/2015,583.01,,21289,,2763,,3088,,4482,,
02/04/2015,579.69,,19350,,-1939,,3088,,2111,,
02/05/2015,581.60,,20452,,1102,,3090,,3647,,
02/06/2015,585.56,,22859,,2407,,3104,,4319,,
02/07/2015,580.12,,19593,,-3266,,4733,,3087,,
02/08/2015,574.81,,16714,,-2879,,4479,,3028,,
02/09/2015,577.38,,18073,,1359,,3634,,4320,,
02/10/2015,577.42,,18095,,22,,3121,,3133,,
02/11/2015,581.87,,20610,,2515,,3041,,4311,,
02/12/2015,583.51,,21593,,983,,3039,,3537,,
02/13/2015,585.26,,22670,,1077,,3043,,3589,,
02/14/2015,581.44,,20358,,-2312,,3038,,1873,,
02/15/2015,577.98,,18399,,-1959,,3041,,2054,,
02/16/2015,581.02,,20112,,1713,,3038,,3904,,
02/17/2015,582.52,,20996,,884,,3039,,3488,,
02/18/2015,578.21,,18526,,-2470,,3041,,1798,,
02/19/2015,579.79,,19406,,880,,3039,,3484,,
02/20/2015,580.94,,20065,,659,,3040,,3373,,
02/21/2015,581.61,,20457,,392,,3038,,3240,,
02/22/2015,580.84,,20008,,-449,,2996,,2771,,
02/23/2015,580.42,,19766,,-242,,2975,,2856,,
02/24/2015,579.56,,19277,,-489,,2988,,2743,,
02/25/2015,580.35,,19726,,449,,3036,,3265,,
02/26/2015,580.89,,20037,,311,,3105,,3264,,
02/27/2015,581.08,,20147,,110,,3064,,3120,,
02/28/2015,581.03,,20118,,-29,,3063,,3049,,
03/01/2015,577.68,,18236,,-1882,,3063,,2116,,
03/02/2015,576.67,,17691,,-545,,3064,,2791,,
03/03/2015,577.98,,18399,,708,,3093,,3452,,
03/04/2015,578.77,,18835,,436,,3059,,3280,,
03/05/2015,580.42,,19766,,931,,3061,,3533,,
03/06/2015,579.67,,19339,,-427,,3063,,2850,,
03/07/2015,579.36,,19164,,-175,,3062,,2977,,
03/08/2015,577.03,,17883,,-1281,,3062,,2418,,
03/09/2015,578.06,,18443,,560,,3063,,3347,,
